evidence_block,grain,item,item_2,item_3,rank_label,rank_value,orders,customers,stores,products,channels,net_sales_proxy,gross_margin_proxy,gross_margin_proxy_rate_pct,avg_discount_pct,avg_order_to_ship_days,avg_ship_to_delivery_days,avg_order_to_delivery_days,share_pct,notes
monthly_channel_mix,order_month_channel,2019-03,In-Store,1,channel_rank_in_month,1.0,79,37,69,37,,743972.69,296655.1838,39.8745,11.7405,15.0759,5.4937,20.5696,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-03,Online,2,channel_rank_in_month,2.0,62,34,57,33,,593711.455,224069.6905,37.7405,12.0565,14.4677,5.9032,20.371,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-03,Distributor,3,channel_rank_in_month,3.0,41,28,39,29,,399222.85,141918.4633,35.5487,10.2439,14.3171,5.8049,20.122,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-10,In-Store,1,channel_rank_in_month,1.0,108,43,91,43,,885013.05,348825.9243,39.4148,11.8981,15.963,5.4722,21.4352,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-10,Online,2,channel_rank_in_month,2.0,74,44,65,34,,712540.98,268286.9628,37.6521,11.1824,16.3243,5.5676,21.8919,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-10,Distributor,3,channel_rank_in_month,3.0,33,26,33,25,,361924.7875,129398.3963,35.7528,14.0152,15.7576,6.0606,21.8182,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-03,In-Store,1,channel_rank_in_month,1.0,105,47,90,42,,812849.8625,318754.8613,39.2145,11.119,16.6286,5.4476,22.0762,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-03,Online,2,channel_rank_in_month,2.0,69,38,64,36,,666621.525,234344.8033,35.1541,11.1232,15.1159,5.7101,20.8261,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-03,Distributor,3,channel_rank_in_month,3.0,42,26,39,29,,418037.455,134038.9985,32.0639,12.7381,16.2143,5.9762,22.1905,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-06,In-Store,1,channel_rank_in_month,1.0,98,40,78,42,,782094.685,283155.8987,36.2048,12.4235,15.5816,5.5408,21.1224,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-06,Online,2,channel_rank_in_month,2.0,79,35,74,37,,649260.6525,262204.7315,40.3851,12.4051,16.6456,5.7089,22.3544,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-06,Distributor,3,channel_rank_in_month,3.0,44,31,39,25,,480995.8475,183655.8425,38.1824,11.8182,17.4091,5.8864,23.2955,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-07,In-Store,1,channel_rank_in_month,1.0,125,46,106,40,,1245209.9075,459287.1563,36.8843,9.98,16.064,5.352,21.416,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-07,Online,2,channel_rank_in_month,2.0,82,42,72,41,,808697.37,302053.2143,37.3506,11.8598,16.3537,4.9634,21.3171,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-07,Distributor,3,channel_rank_in_month,3.0,43,25,40,28,,462822.265,164662.68,35.578,9.4186,15.2791,5.4186,20.6977,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-06,In-Store,1,channel_rank_in_month,1.0,114,44,103,41,,954013.1675,336336.5187,35.2549,11.3816,15.4035,5.2982,20.7018,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-06,Online,2,channel_rank_in_month,2.0,78,40,70,38,,728390.835,269279.809,36.9691,12.6282,16.0,5.4487,21.4487,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-06,Distributor,3,channel_rank_in_month,3.0,41,26,38,27,,372569.58,148524.3592,39.8649,12.3171,14.8537,5.8293,20.6829,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-01,In-Store,1,channel_rank_in_month,1.0,128,45,112,41,,1046041.6875,393156.8163,37.5852,11.3281,15.4063,5.9141,21.3203,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-01,Online,2,channel_rank_in_month,2.0,94,43,83,39,,924846.895,328656.0352,35.5363,11.8617,14.7766,5.1702,19.9468,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-01,Distributor,3,channel_rank_in_month,3.0,40,31,39,25,,428982.575,154043.7035,35.9091,10.0,15.775,5.625,21.4,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-05,In-Store,1,channel_rank_in_month,1.0,111,42,98,46,,1078582.5825,404963.7075,37.5459,11.8468,15.7928,5.2973,21.0901,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-05,Online,2,channel_rank_in_month,2.0,71,38,67,40,,668974.0625,269235.7673,40.2461,11.0563,15.7606,4.8451,20.6056,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-05,Distributor,3,channel_rank_in_month,3.0,53,32,48,31,,497112.6975,197218.4,39.6728,11.0849,16.9245,4.9434,21.8679,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-05,In-Store,1,channel_rank_in_month,1.0,3,3,3,3,,21758.7525,8058.9645,37.0378,9.1667,16.0,5.3333,21.3333,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-05,Wholesale,2,channel_rank_in_month,2.0,1,1,1,1,,17204.26,6365.554,36.9999,7.5,2.0,5.0,7.0,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-05,Online,3,channel_rank_in_month,3.0,2,2,2,2,,15865.265,4451.5735,28.0586,6.25,15.0,7.5,22.5,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-08,In-Store,1,channel_rank_in_month,1.0,123,42,111,43,,1152897.6425,427395.5443,37.0714,11.5244,14.5691,5.5691,20.1382,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-08,Online,2,channel_rank_in_month,2.0,81,42,76,37,,767303.765,267823.7098,34.9045,10.4321,16.0741,5.4815,21.5556,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-08,Distributor,3,channel_rank_in_month,3.0,45,32,44,32,,351541.7975,129724.136,36.9015,13.2222,15.9778,6.2889,22.2667,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-12,In-Store,1,channel_rank_in_month,1.0,125,47,106,46,,1083788.315,378587.0645,34.9318,11.8,16.36,5.792,22.152,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-12,Online,2,channel_rank_in_month,2.0,80,42,73,36,,678557.0725,242358.379,35.7167,9.75,14.75,5.275,20.025,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-12,Distributor,3,channel_rank_in_month,3.0,54,33,50,34,,559064.08,207782.373,37.1661,12.3148,15.463,6.2037,21.6667,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-02,In-Store,1,channel_rank_in_month,1.0,95,38,83,41,,841985.1475,312974.9587,37.1711,10.5789,15.5368,5.0526,20.5895,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-02,Online,2,channel_rank_in_month,2.0,63,38,58,34,,511784.86,197523.838,38.5951,12.3016,14.7302,6.0952,20.8254,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-02,Distributor,3,channel_rank_in_month,3.0,46,33,44,30,,323424.41,129315.6692,39.9833,9.0761,16.0652,5.413,21.4783,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-02,In-Store,1,channel_rank_in_month,1.0,112,47,95,38,,1000873.9725,363971.5735,36.3654,12.5893,14.1786,5.3839,19.5625,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-02,Online,2,channel_rank_in_month,2.0,82,44,70,37,,744291.945,275017.2142,36.9502,10.0915,14.1707,5.6829,19.8537,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2020-02,Distributor,3,channel_rank_in_month,3.0,52,33,51,30,,508185.62,190539.1915,37.494,11.25,14.5192,4.8846,19.4038,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-09,In-Store,1,channel_rank_in_month,1.0,98,45,87,44,,1081376.4825,380641.2813,35.1997,10.4337,15.3776,4.9286,20.3061,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-09,Online,2,channel_rank_in_month,2.0,80,39,74,43,,777296.145,301514.0115,38.7901,10.875,15.0375,5.7625,20.8,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-09,Distributor,3,channel_rank_in_month,3.0,34,25,34,23,,278658.8625,107386.3897,38.5369,11.8382,14.6176,5.3529,19.9706,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-07,In-Store,1,channel_rank_in_month,1.0,90,44,77,38,,909352.14,346700.0188,38.126,10.0556,15.6444,5.6333,21.2778,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-07,Online,2,channel_rank_in_month,2.0,78,41,71,38,,622304.2075,245360.2323,39.4277,12.8846,16.1667,5.4872,21.6538,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2018-07,Distributor,3,channel_rank_in_month,3.0,58,34,53,36,,621852.6275,219709.8492,35.3315,10.9914,16.0172,5.3276,21.3448,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-07,In-Store,1,channel_rank_in_month,1.0,108,46,95,45,,785458.5875,292800.4575,37.2776,11.1806,14.0185,4.9815,19.0,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-07,Online,2,channel_rank_in_month,2.0,81,42,70,36,,654242.27,251928.045,38.5068,11.6975,14.7654,6.1235,20.8889,,Check whether channel mix shifts across demand months.
monthly_channel_mix,order_month_channel,2019-07,Distributor,3,channel_rank_in_month,3.0,41,32,40,28,,386639.915,152723.5965,39.5002,11.1585,16.561,5.1951,21.7561,,Check whether channel mix shifts across demand months.
monthly_product_leaders,order_month_product,2018-09,Ornaments,1,product_rank_in_month,1.0,11,11,11,,3,148340.68,45680.8152,30.7945,14.7727,10.7273,4.9091,15.6364,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-09,Pillows,2,product_rank_in_month,2.0,7,7,7,,3,116263.9275,35590.8398,30.6121,16.0714,15.1429,4.5714,19.7143,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-09,Clocks,3,product_rank_in_month,3.0,7,5,7,,3,89637.29,27201.818,30.3465,14.6429,17.2857,6.5714,23.8571,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-09,Festive,4,product_rank_in_month,4.0,7,6,7,,3,88395.2775,39756.0187,44.9753,9.2857,11.2857,6.1429,17.4286,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-09,Floral,5,product_rank_in_month,5.0,3,3,3,,1,85305.07,36194.6535,42.4297,6.6667,8.3333,6.0,14.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-11,Sculptures,1,product_rank_in_month,1.0,10,9,10,,2,189406.4875,82261.7652,43.4313,9.5,15.2,5.9,21.1,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-11,Home Fragrances,2,product_rank_in_month,2.0,11,11,11,,3,130595.2275,41166.5893,31.5223,10.9091,14.4545,3.4545,17.9091,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-11,Platters,3,product_rank_in_month,3.0,9,8,8,,3,122634.2875,45484.5085,37.0896,11.9444,18.1111,5.2222,23.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-11,Accessories,4,product_rank_in_month,4.0,8,8,8,,2,102628.925,38724.7485,37.7328,9.6875,13.25,4.25,17.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-11,Cocktail Glasses,5,product_rank_in_month,5.0,7,7,7,,4,97296.8975,39254.63,40.3452,15.7143,17.5714,4.7143,22.2857,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-06,Photo Frames,1,product_rank_in_month,1.0,7,7,7,,3,114336.3375,51967.359,45.4513,11.7857,15.1429,6.1429,21.2857,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-06,Pendants,2,product_rank_in_month,2.0,8,8,8,,3,106289.3025,28837.5255,27.1312,11.875,16.375,4.5,20.875,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-06,TV and video,3,product_rank_in_month,3.0,9,9,8,,3,101053.755,39651.616,39.2381,14.1667,13.6667,3.5556,17.2222,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-06,Mirrors,4,product_rank_in_month,4.0,5,5,5,,3,92504.89,39068.703,42.2342,15.5,10.8,6.0,16.8,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-06,Basketball,5,product_rank_in_month,5.0,4,3,4,,3,91548.13,34911.019,38.1341,13.75,19.5,5.0,24.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-08,Bathroom Furniture,1,product_rank_in_month,1.0,7,6,7,,3,126607.0525,42414.2935,33.5007,8.5714,9.7143,6.1429,15.8571,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-08,Floor Lamps,2,product_rank_in_month,2.0,8,8,8,,3,119516.61,51519.0407,43.1062,10.3125,13.125,5.75,18.875,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-08,Home Fragrances,3,product_rank_in_month,3.0,7,6,7,,3,101110.705,40378.114,39.9346,10.0,14.0,5.5714,19.5714,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-08,Stemware,4,product_rank_in_month,4.0,9,8,9,,3,96240.475,39874.1825,41.4318,8.8889,13.6667,4.6667,18.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-08,Dining Furniture,5,product_rank_in_month,5.0,8,7,8,,3,90091.215,27433.7405,30.4511,9.0625,11.5,5.125,16.625,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-01,Photo Frames,1,product_rank_in_month,1.0,12,10,12,,3,183747.5,83935.941,45.68,13.75,12.5833,5.25,17.8333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-01,Wall Frames,2,product_rank_in_month,2.0,13,11,11,,4,125262.865,50552.941,40.3575,7.8846,15.6923,4.0769,19.7692,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-01,Serveware,3,product_rank_in_month,3.0,8,8,8,,3,111948.1225,30078.928,26.8686,12.1875,19.125,5.5,24.625,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-01,TV and video,4,product_rank_in_month,4.0,9,9,9,,3,110217.5125,46364.2063,42.0661,13.8889,17.5556,5.1111,22.6667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-01,Vanities,5,product_rank_in_month,5.0,9,8,9,,3,106559.145,43154.5602,40.4982,8.6111,12.2222,4.4444,16.6667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-09,Clocks,1,product_rank_in_month,1.0,10,10,9,,4,123628.9025,32842.1875,26.5651,9.5,11.2,5.3,16.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-09,Cocktail Glasses,2,product_rank_in_month,2.0,8,8,8,,3,118819.81,40668.3755,34.2269,7.8125,13.625,6.125,19.75,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-09,Home Fragrances,3,product_rank_in_month,3.0,10,10,9,,3,118496.87,38140.714,32.1871,14.75,14.1,5.7,19.8,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-09,Dinnerware,4,product_rank_in_month,4.0,12,12,12,,4,114775.02,43402.9332,37.8157,13.75,17.0833,5.0833,22.1667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-09,Wall Frames,5,product_rank_in_month,5.0,5,5,5,,2,93474.045,35818.2985,38.319,6.0,9.0,4.6,13.6,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-04,Serveware,1,product_rank_in_month,1.0,10,9,9,,3,120304.865,51790.244,43.0492,9.0,16.6,5.8,22.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-04,Pendants,2,product_rank_in_month,2.0,7,6,6,,3,115959.58,44904.2958,38.7241,9.6429,13.0,7.8571,20.8571,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-04,Dining Furniture,3,product_rank_in_month,3.0,6,6,6,,4,93889.78,40391.367,43.02,12.0833,13.3333,7.0,20.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-04,Mirrors,4,product_rank_in_month,4.0,10,7,10,,4,89135.6275,34972.5617,39.2352,10.5,8.7,4.7,13.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-04,Floor Lamps,5,product_rank_in_month,5.0,6,6,6,,4,88853.725,25450.474,28.6431,12.0833,8.6667,4.1667,12.8333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-12,Bathroom Furniture,1,product_rank_in_month,1.0,11,10,11,,4,126694.99,38952.9105,30.7454,13.4091,20.8182,5.0909,25.9091,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-12,Wine Storage,2,product_rank_in_month,2.0,5,5,4,,4,122379.855,32876.4392,26.8643,9.0,15.2,5.6,20.8,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-12,Furniture Cushions,3,product_rank_in_month,3.0,13,12,13,,3,100138.0325,40467.6418,40.4119,12.1154,11.3077,6.3077,17.6154,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-12,Accessories,4,product_rank_in_month,4.0,7,6,7,,3,98309.77,34952.1605,35.5531,7.8571,8.5714,6.8571,15.4286,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-12,Platters,5,product_rank_in_month,5.0,11,11,11,,3,90520.35,28958.948,31.9916,9.5455,19.1818,4.4545,23.6364,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-10,Bar Tools,1,product_rank_in_month,1.0,8,7,7,,4,160650.59,50739.6445,31.5839,15.625,17.25,4.0,21.25,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-10,Collectibles,2,product_rank_in_month,2.0,8,8,8,,3,123145.8325,44250.7863,35.9336,14.6875,15.625,6.125,21.75,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-10,Wall Frames,3,product_rank_in_month,3.0,10,8,10,,4,121262.7975,51007.803,42.0639,14.25,14.5,5.4,19.9,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-10,Dinnerware,4,product_rank_in_month,4.0,9,9,9,,3,113398.3375,39757.2248,35.0598,12.5,13.0,7.3333,20.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-10,Festive,5,product_rank_in_month,5.0,9,8,9,,4,105209.5975,37279.1388,35.4332,11.6667,12.3333,4.4444,16.7778,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-10,Baseball,1,product_rank_in_month,1.0,8,7,8,,3,88738.82,29791.168,33.5717,13.125,14.375,6.625,21.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-10,Candles,2,product_rank_in_month,2.0,6,5,6,,2,87047.405,25313.0335,29.0796,10.0,16.5,5.6667,22.1667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-10,Outdoor Decor,3,product_rank_in_month,3.0,7,7,7,,2,84634.4,22348.1025,26.4055,16.0714,13.0,6.2857,19.2857,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-10,Pendants,4,product_rank_in_month,4.0,8,8,8,,4,84454.505,37044.128,43.8628,11.25,15.125,4.75,19.875,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2018-10,Audio,5,product_rank_in_month,5.0,7,7,7,,2,83961.385,29881.3305,35.5894,8.2143,16.7143,5.1429,21.8571,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-04,Wardrobes,1,product_rank_in_month,1.0,10,6,10,,3,132817.785,48132.9803,36.2399,9.25,15.8,6.2,22.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-04,Serveware,2,product_rank_in_month,2.0,8,7,8,,4,117379.645,34738.189,29.5947,13.125,16.875,4.375,21.25,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-04,Phones,3,product_rank_in_month,3.0,7,7,7,,4,115777.675,47433.329,40.9693,7.1429,20.4286,5.7143,26.1429,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-04,Mirrors,4,product_rank_in_month,4.0,6,6,6,,3,108778.52,42980.646,39.5121,10.8333,14.6667,6.3333,21.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-04,Candleholders,5,product_rank_in_month,5.0,11,10,11,,4,90141.9675,35296.5345,39.1566,10.9091,17.3636,6.1818,23.5455,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-11,Table Linens,1,product_rank_in_month,1.0,6,5,6,,3,133180.59,52480.476,39.4055,7.0833,11.1667,7.3333,18.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-11,Table Lamps,2,product_rank_in_month,2.0,9,9,9,,2,131421.505,40722.6205,30.9863,16.9444,18.2222,5.7778,24.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-11,Basketball,3,product_rank_in_month,3.0,5,5,5,,4,118311.615,38152.4127,32.2474,9.0,12.8,7.8,20.6,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-11,Mirrors,4,product_rank_in_month,4.0,8,8,8,,2,117137.775,39987.2245,34.1369,13.4375,11.875,4.75,16.625,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-11,Wardrobes,5,product_rank_in_month,5.0,7,7,7,,4,106348.095,42934.1797,40.3714,10.0,18.8571,7.1429,26.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-05,Platters,1,product_rank_in_month,1.0,7,6,7,,3,108066.645,42221.5335,39.0699,13.2143,12.1429,5.0,17.1429,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-05,Wreaths,2,product_rank_in_month,2.0,7,7,7,,3,105130.705,37980.0635,36.1265,7.1429,17.7143,5.8571,23.5714,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-05,Baseball,3,product_rank_in_month,3.0,11,11,11,,3,104801.065,47104.9985,44.9471,8.1818,17.5455,6.1818,23.7273,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-05,Wardrobes,4,product_rank_in_month,4.0,6,6,6,,4,102575.4925,34812.0005,33.9379,8.3333,11.5,3.6667,15.1667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-05,Ornaments,5,product_rank_in_month,5.0,9,9,9,,4,95440.3275,32154.1943,33.6904,8.6111,12.7778,7.5556,20.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-12,Dinnerware,1,product_rank_in_month,1.0,10,8,10,,4,116966.925,48967.0585,41.864,10.0,13.7,4.8,18.5,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-12,Ornaments,2,product_rank_in_month,2.0,8,8,8,,4,114422.935,55070.6135,48.129,16.875,17.625,4.625,22.25,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-12,Cookware,3,product_rank_in_month,3.0,6,6,6,,2,110190.545,38181.058,34.65,8.75,13.0,5.6667,18.6667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-12,Furniture Cushions,4,product_rank_in_month,4.0,7,7,7,,3,106326.1525,26371.7008,24.8026,8.5714,11.5714,6.4286,18.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-12,Wardrobes,5,product_rank_in_month,5.0,10,10,9,,3,103741.795,38263.4405,36.8833,9.0,12.5,5.9,18.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-08,Serveware,1,product_rank_in_month,1.0,10,10,10,,3,115195.6125,39269.887,34.0897,13.0,15.9,6.1,22.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-08,Vanities,2,product_rank_in_month,2.0,9,9,9,,3,110684.8375,40800.1585,36.8616,8.6111,16.3333,6.3333,22.6667,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-08,Phones,3,product_rank_in_month,3.0,11,11,11,,4,97570.09,35435.6342,36.3181,11.5909,16.2727,5.0,21.2727,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-08,Accessories,4,product_rank_in_month,4.0,5,5,5,,3,91587.66,41809.636,45.6499,9.0,15.8,6.6,22.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-08,Table Linens,5,product_rank_in_month,5.0,8,8,8,,4,91584.645,39037.5065,42.6245,16.5625,14.5,6.5,21.0,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-11,Accessories,1,product_rank_in_month,1.0,5,5,5,,2,133815.415,48468.9685,36.2208,11.0,15.0,6.4,21.4,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-11,Festive,2,product_rank_in_month,2.0,9,8,8,,3,112944.4125,39659.3028,35.114,16.6667,16.1111,3.6667,19.7778,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-11,Serveware,3,product_rank_in_month,3.0,9,9,9,,3,100448.745,45738.7543,45.5344,14.4444,16.5556,5.6667,22.2222,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-11,Wreaths,4,product_rank_in_month,4.0,9,7,9,,4,97351.0,30938.787,31.7807,15.0,12.6667,6.1111,18.7778,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2020-11,Vases,5,product_rank_in_month,5.0,9,8,9,,4,96096.5925,35930.2453,37.3897,12.5,14.0,4.8889,18.8889,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-03,Rugs,1,product_rank_in_month,1.0,6,5,6,,4,109630.09,46029.2845,41.986,10.0,22.5,5.8333,28.3333,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-03,Bathroom Furniture,2,product_rank_in_month,2.0,7,7,7,,3,100130.83,37519.0862,37.4701,14.6429,14.0,4.8571,18.8571,,Identify products that drive or explain monthly demand spikes.
monthly_product_leaders,order_month_product,2019-03,Accessories,3,product_rank_in_month,3.0,6,6,6,,2,89962.24,39296.8175,43.6815,11.25,18.5,5.5,24.0,,Identify products that drive or explain monthly demand spikes.
