evidence_block,grain,item,item_2,item_3,rank_label,rank_value,catalog_book_count,sold_book_count,line_count,order_count,total_price,avg_price,avg_pages,author_count,publisher_count,language_count,share_pct,secondary_value,notes
top_title_demand,title,"Fifty Degrees Below (Science in the Capital  #2)",Spectra,English,title_value_rank,563.0,1,1,2,2,26.03,13.015,640.0,1.0,,,0.0345,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Journey to the East,Picador,English,title_value_rank,564.0,1,1,2,2,26.01,13.005,128.0,2.0,,,0.0345,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Death of a Salesman,Viking Books,English,title_value_rank,565.0,1,1,3,3,26.0,8.6667,139.0,1.0,,,0.0345,1949.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Step on a Crack (Michael Bennett  #1)",Little Brown and Company,English,title_value_rank,566.0,1,1,2,2,26.0,13.0,383.0,2.0,,,0.0345,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Night of Blood (Dragonlance: The Minotaur Wars  #1)",Wizards of the Coast,English,title_value_rank,567.0,1,1,2,2,25.97,12.985,372.0,2.0,,,0.0344,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Year of Wonders,Penguin Books,English,title_value_rank,568.0,1,1,2,2,25.97,12.985,358.0,1.0,,,0.0344,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,L'Échiquier du mal,Denoël,French,title_value_rank,569.0,1,1,4,4,25.93,6.4825,999.0,1.0,,,0.0344,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Chairman (Christian Gillette  #1)",Fawcett Books,English,title_value_rank,570.0,1,1,2,2,25.93,12.965,415.0,1.0,,,0.0344,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,CivilWarLand in Bad Decline,Vintage,English,title_value_rank,571.0,1,1,2,2,25.92,12.96,179.0,1.0,,,0.0344,1997.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Shopaholic and Sister (Shopaholic  #4)",Dell Publishing Company,English,title_value_rank,572.0,1,1,3,3,25.91,8.6367,388.0,1.0,,,0.0343,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"These Happy Golden Years (Little House  #8)",HarperFestival,English,title_value_rank,573.0,1,1,2,2,25.88,12.94,7.0,3.0,,,0.0343,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Living La Dolce Vita: Bring the Passion  Laughter  and Serenity of Italy Into Your Daily Life,Sourcebooks,English,title_value_rank,574.0,1,1,2,2,25.83,12.915,272.0,1.0,,,0.0342,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Der Buchhändler aus Kabul: Eine Familiengeschichte,Claassen Verlag,German,title_value_rank,575.0,1,1,3,3,25.79,8.5967,301.0,1.0,,,0.0342,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Star Wars Complete Locations,DK Publishing (Dorling Kindersley),English,title_value_rank,576.0,1,1,2,2,25.79,12.895,175.0,6.0,,,0.0342,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Gulliver's Travels,Usborne Books,English,title_value_rank,577.0,1,1,2,2,25.78,12.89,64.0,0.0,,,0.0342,2008.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,What Did the Constitution Mean to Early Americans? (Historians at Work),Bedford Books,English,title_value_rank,578.0,1,1,2,2,25.74,12.87,169.0,1.0,,,0.0341,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Hidden World,Severn House Publishers,English,title_value_rank,579.0,1,1,2,2,25.72,12.86,182.0,1.0,,,0.0341,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Die Mandarins von Paris,Rowohlt Tb.,German,title_value_rank,580.0,1,1,2,2,25.71,12.855,1040.0,1.0,,,0.0341,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Understanding The Lord of the Rings: The Best of Tolkien Criticism,Mariner Books,English,title_value_rank,581.0,1,1,2,2,25.71,12.855,304.0,2.0,,,0.0341,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Double Image,Le Livre de Poche,French,title_value_rank,582.0,1,1,2,2,25.7,12.85,510.0,1.0,,,0.0341,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,A Moveable Feast,Vintage,English,title_value_rank,583.0,1,1,2,2,25.68,12.84,192.0,1.0,,,0.034,2012.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The South Beach Diet: The Delicious  Doctor-Designed  Foolproof Plan for Fast and Healthy Weight Loss,Rodale Books,United States English,title_value_rank,584.0,1,1,3,3,25.61,8.5367,310.0,1.0,,,0.0339,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Continental Drift,Harper Perennial Modern Classics,English,title_value_rank,585.0,1,1,2,2,25.61,12.805,408.0,1.0,,,0.0339,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Teach Us  Amelia Bedelia,Greenwillow Books,English,title_value_rank,586.0,1,1,2,2,25.61,12.805,64.0,2.0,,,0.0339,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Une oeuvre déchirante d'un génie renversant,J'ai Lu,French,title_value_rank,587.0,1,1,2,2,25.61,12.805,536.0,2.0,,,0.0339,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,If the River Was Whiskey,Penguin Books,English,title_value_rank,588.0,1,1,2,2,25.6,12.8,240.0,1.0,,,0.0339,1990.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Murder at the Vicarage (Miss Marple  #1)",Black Dog & Leventhal Publishers,English,title_value_rank,589.0,1,1,2,2,25.6,12.8,288.0,0.0,,,0.0339,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Art of Innovation: Lessons in Creativity from IDEO  America's Leading Design Firm,Broadway Business,English,title_value_rank,590.0,1,1,2,2,25.6,12.8,320.0,3.0,,,0.0339,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Elphame's Choice (Partholon  #4)",Luna Books,English,title_value_rank,591.0,1,1,2,2,25.59,12.795,551.0,1.0,,,0.0339,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,CliffsNotes on Dostoevsky's The Brothers Karamazov,Cliffs Notes,British English,title_value_rank,592.0,1,1,2,2,25.59,12.795,96.0,2.0,,,0.0339,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Flaubert in Egypt: A Sensibility on Tour,Penguin Books (Penguin Classics),English,title_value_rank,593.0,1,1,2,2,25.58,12.79,230.0,2.0,,,0.0339,1996.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,D is for Dahl: A gloriumptious A-Z guide to the world of Roald Dahl,Viking Children's Books,United States English,title_value_rank,594.0,1,1,2,2,25.57,12.785,160.0,3.0,,,0.0339,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Historian,Books on Tape,English,title_value_rank,595.0,1,1,2,2,25.57,12.785,26.0,3.0,,,0.0339,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Girl with a Pearl Earring,Plume Books,English,title_value_rank,596.0,1,1,2,2,25.56,12.78,233.0,1.0,,,0.0339,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Plot: The Secret Story of the Protocols of the Elders of Zion,W. W. Norton Company,English,title_value_rank,597.0,1,1,2,2,25.56,12.78,160.0,4.0,,,0.0339,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Naked Conversations: How Blogs Are Changing the Way Businesses Talk with Customers,Wiley,English,title_value_rank,598.0,1,1,2,2,25.55,12.775,251.0,2.0,,,0.0339,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Wind Child,Pocket Books,English,title_value_rank,599.0,1,1,2,2,25.54,12.77,331.0,1.0,,,0.0339,1990.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Coming of Age,W. W. Norton Company,British English,title_value_rank,600.0,1,1,3,3,25.52,8.5067,592.0,2.0,,,0.0338,1996.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The World's Religions,HarperOne,English,title_value_rank,601.0,1,1,2,2,25.51,12.755,416.0,1.0,,,0.0338,1991.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Savage Sun (Outlanders  #3)",Gold Eagle,United States English,title_value_rank,602.0,1,1,2,2,25.48,12.74,352.0,1.0,,,0.0338,1997.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Reading in the Dark,Vintage,United States English,title_value_rank,603.0,1,1,2,2,25.47,12.735,256.0,1.0,,,0.0338,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Encyclopedia Brown and the Case of the Sleeping Dog (Encyclopedia Brown  #21)",Yearling Books,United States English,title_value_rank,604.0,1,1,2,2,25.46,12.73,80.0,2.0,,,0.0337,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Flatland,Basic Books,English,title_value_rank,605.0,1,1,2,2,25.46,12.73,272.0,0.0,,,0.0337,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Earned Value Project Management,Project Management Institute,British English,title_value_rank,606.0,1,1,2,2,25.45,12.725,232.0,2.0,,,0.0337,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Selected Works of the Brontë Sisters: Jane Eyre / Villette / Wuthering Heights / Agnes Grey / The Tenant of Wildfell Hall,Wordsworth Classics,English,title_value_rank,607.0,1,1,3,3,25.4,8.4667,1488.0,3.0,,,0.0337,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Jane's Warlord (Warlord #1)",Berkley Sensation,English,title_value_rank,608.0,1,1,2,2,25.4,12.7,320.0,1.0,,,0.0337,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Odyssey (New Translations from Antiquity),Johns Hopkins University Press,Greek,title_value_rank,609.0,1,1,2,2,25.38,12.69,472.0,3.0,,,0.0336,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,This Other Eden,Black Swan,English,title_value_rank,610.0,1,1,2,2,25.36,12.68,400.0,1.0,,,0.0336,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Slapstick  or Lonesome No More!,Dial Press,English,title_value_rank,611.0,1,1,2,2,25.34,12.67,288.0,1.0,,,0.0336,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Letters of Virginia Woolf: Volume Six  1936-1941,Mariner Books,English,title_value_rank,612.0,1,1,3,3,25.34,8.4467,576.0,3.0,,,0.0336,1982.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Portable Dorothy Parker,Penguin Books,English,title_value_rank,613.0,1,1,2,2,25.34,12.67,626.0,3.0,,,0.0336,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Waste Lands (The Dark Tower  #3)",Time Warner Paperbacks,English,title_value_rank,614.0,1,1,2,2,25.33,12.665,509.0,0.0,,,0.0336,1992.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Caucasia,Riverhead Books,English,title_value_rank,615.0,1,1,3,3,25.3,8.4333,413.0,1.0,,,0.0335,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Jacques the Fatalist,Oxford University Press,English,title_value_rank,616.0,1,1,2,2,25.28,12.64,304.0,2.0,,,0.0335,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Dead Yard (Michael Forsythe #2)",Pocket Books,English,title_value_rank,617.0,1,1,2,2,25.27,12.635,364.0,1.0,,,0.0335,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Suffering and the Sovereignty of God,Crossway Books,English,title_value_rank,618.0,1,1,2,2,25.27,12.635,254.0,7.0,,,0.0335,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Death of a Celebrity (Hamish Macbeth  #17)",Warner Books,English,title_value_rank,619.0,1,1,2,2,25.21,12.605,274.0,1.0,,,0.0334,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Crook Factory,HarperTorch,English,title_value_rank,620.0,1,1,3,3,25.2,8.4,580.0,1.0,,,0.0334,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Miami Blues (Hoke Moseley #1)",Vintage Crime/Black Lizard,English,title_value_rank,621.0,1,1,2,2,25.17,12.585,191.0,2.0,,,0.0334,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Hermeneutical Spiral: A Comprehensive Introduction to Biblical Interpretation,IVP Academic,English,title_value_rank,622.0,1,1,2,2,25.16,12.58,624.0,1.0,,,0.0333,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Monster Island (Monster Island  #1)",Running Press Adult,English,title_value_rank,623.0,1,1,2,2,25.15,12.575,282.0,1.0,,,0.0333,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Metamorphoses,Penguin,English,title_value_rank,624.0,1,1,2,2,25.14,12.57,723.0,4.0,,,0.0333,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Three Men in a Boat and Three Men on the Bummel,Penguin Classics,United States English,title_value_rank,625.0,1,1,3,3,25.13,8.3767,400.0,2.0,,,0.0333,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"She Who Remembers (Kwani  #1)",NAL Trade,English,title_value_rank,626.0,1,1,2,2,25.12,12.56,496.0,1.0,,,0.0333,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Fantasmas,Mondadori,Spanish,title_value_rank,627.0,1,1,3,3,25.11,8.37,442.0,2.0,,,0.0333,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Scribner,United States English,title_value_rank,628.0,1,1,2,2,25.11,12.555,288.0,1.0,,,0.0333,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Anthony Thwaite: In Conversation With Peter Dale and Ian Hamilton,Between the Lines Productions,English,title_value_rank,629.0,1,1,2,2,25.1,12.55,96.0,3.0,,,0.0333,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,Teachers College Press,English,title_value_rank,630.0,1,1,2,2,25.08,12.54,142.0,3.0,,,0.0332,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,A Short History of Decay,Arcade Publishing,English,title_value_rank,631.0,1,1,2,2,25.06,12.53,186.0,2.0,,,0.0332,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Alice's Adventures in Wonderland & Through the Looking-Glass,Penguin Group (USA),English,title_value_rank,632.0,1,1,2,2,25.03,12.515,239.0,1.0,,,0.0332,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Gai-Jin (Asian Saga  #3)",Dell,English,title_value_rank,633.0,1,1,3,3,25.03,8.3433,1236.0,1.0,,,0.0332,1994.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Afterglow: A Last Conversation With Pauline Kael,Da Capo Press,English,title_value_rank,634.0,1,1,2,2,25.01,12.505,134.0,2.0,,,0.0331,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Swanns Way (In Search of Lost Time #1)",Chatto and Windus,English,title_value_rank,635.0,1,1,4,4,25.0,6.25,534.0,1.0,,,0.0331,1992.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Michael Tolliver Lives (Tales of the City  #7)",Harper,United States English,title_value_rank,636.0,1,1,2,2,24.99,12.495,277.0,1.0,,,0.0331,2007.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"When True Night Falls (The Coldfire Trilogy  #2)",DAW,United States English,title_value_rank,637.0,1,1,2,2,24.96,12.48,560.0,1.0,,,0.0331,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Debt of Honor (Jack Ryan  #7)",Berkley Books,English,title_value_rank,638.0,1,1,2,2,24.94,12.47,990.0,1.0,,,0.0331,1995.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Santaroga Barrier,Tor Books,English,title_value_rank,639.0,1,1,2,2,24.93,12.465,256.0,1.0,,,0.033,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,What Do You Care What Other People Think?,W.W. Norton & Company,English,title_value_rank,640.0,1,1,2,2,24.92,12.46,256.0,1.0,,,0.033,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Theban Plays,Hackett Publishing Company Inc.,United States English,title_value_rank,641.0,1,1,2,2,24.9,12.45,304.0,3.0,,,0.033,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Second Sex,Everyman's Library,English,title_value_rank,642.0,1,1,3,3,24.86,8.2867,848.0,0.0,,,0.0329,1993.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Summertime in the Big Woods,HarperCollins,English,title_value_rank,643.0,1,1,2,2,24.83,12.415,40.0,2.0,,,0.0329,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Dale Loves Sophie to Death,Back Bay Books,United States English,title_value_rank,644.0,1,1,2,2,24.82,12.41,256.0,1.0,,,0.0329,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Canterbury Tales: Fifteen Tales and the General Prologue,W. W. Norton & Company,Middle English,title_value_rank,645.0,1,1,2,2,24.81,12.405,600.0,3.0,,,0.0329,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Underworld,Scribner,English,title_value_rank,646.0,1,1,2,2,24.8,12.4,827.0,1.0,,,0.0329,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,A Tale of Love and Darkness,Harvest / Harcourt,English,title_value_rank,647.0,1,1,2,2,24.75,12.375,560.0,2.0,,,0.0328,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Faking It (Dempseys  #2)",St. Martin's Paperbacks,English,title_value_rank,648.0,1,1,3,3,24.66,8.22,448.0,1.0,,,0.0327,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Firm,Addison Wesley Publishing Company,English,title_value_rank,649.0,1,1,2,2,24.66,12.33,76.0,2.0,,,0.0327,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Yeats Is Dead,Vintage,English,title_value_rank,650.0,1,1,2,2,24.66,12.33,298.0,15.0,,,0.0327,2002.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Over 100 Truly Astonishing Sex Tips,Carlton Publishing Group,English,title_value_rank,651.0,1,1,2,2,24.65,12.325,128.0,1.0,,,0.0327,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Talk to the Hand: The Utter Bloody Rudeness of Everyday Life,Profile Books,English,title_value_rank,652.0,1,1,2,2,24.6,12.3,214.0,1.0,,,0.0326,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Body in the Lighthouse,Avon,United States English,title_value_rank,653.0,1,1,2,2,24.6,12.3,352.0,1.0,,,0.0326,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,How to Write Science Fiction and Fantasy,F & W Publications Inc.,English,title_value_rank,654.0,1,1,2,2,24.59,12.295,140.0,1.0,,,0.0326,1990.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Sid and Nancy: Love Kills,Faber & Faber,English,title_value_rank,655.0,1,1,2,2,24.59,12.295,143.0,2.0,,,0.0326,1986.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,Chosen Books,English,title_value_rank,656.0,1,1,2,2,24.58,12.29,192.0,2.0,,,0.0326,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Kissing the Beehive (Crane's View  #1)",Orion,English,title_value_rank,657.0,1,1,2,2,24.55,12.275,256.0,1.0,,,0.0325,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Miss Happiness and Miss Flower,MacMillan UK,English,title_value_rank,658.0,1,1,2,2,24.51,12.255,104.0,2.0,,,0.0325,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Best Recipes in the World: More Than 1 000 International Dishes to Cook at Home,Broadway Books,English,title_value_rank,659.0,1,1,2,2,24.5,12.25,757.0,1.0,,,0.0325,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Charade,Hachette Books,United States English,title_value_rank,660.0,1,1,2,2,24.49,12.245,496.0,1.0,,,0.0325,1995.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,My Secret: A PostSecret Book,William Morrow,British English,title_value_rank,661.0,1,1,2,2,24.48,12.24,144.0,1.0,,,0.0324,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,If I Have a Wicked Stepmother  Where's My Prince?,Disney-Hyperion,United States English,title_value_rank,662.0,1,1,3,3,24.47,8.1567,283.0,1.0,,,0.0324,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,A Midsummer Night's Dream,AudioGO,English,title_value_rank,663.0,1,1,2,2,24.46,12.23,3.0,0.0,,,0.0324,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Drop Dead Gorgeous (Blair Mallory  #2)",Ballantine Books,English,title_value_rank,664.0,1,1,2,2,24.44,12.22,347.0,1.0,,,0.0324,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Maverick: The Success Story Behind the World's Most Unusual Workplace,Random House,English,title_value_rank,665.0,1,1,2,2,24.43,12.215,336.0,1.0,,,0.0324,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Autobiography of Thomas Jefferson,Dover Publications,English,title_value_rank,666.0,1,1,2,2,24.35,12.175,112.0,1.0,,,0.0323,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Zen in Your Garden,Godsfield Press Ltd,English,title_value_rank,667.0,1,1,2,2,24.35,12.175,128.0,1.0,,,0.0323,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Sometimes a Great Notion,Penguin Classics,English,title_value_rank,668.0,1,1,2,2,24.33,12.165,715.0,2.0,,,0.0322,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Family Matters,Vintage,English,title_value_rank,669.0,1,1,2,2,24.32,12.16,500.0,1.0,,,0.0322,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Plot Against America,Vintage International,English,title_value_rank,670.0,1,1,2,2,24.3,12.15,391.0,0.0,,,0.0322,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Children of God (The Sparrow  #2)",Ballantine Books,English,title_value_rank,671.0,1,1,3,3,24.27,8.09,451.0,1.0,,,0.0322,1999.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Heart of Darkness,Wildside Press,English,title_value_rank,672.0,1,1,2,2,24.27,12.135,132.0,0.0,,,0.0322,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,On Writing: A Memoir,New English Library,English,title_value_rank,673.0,1,1,2,2,24.27,12.135,384.0,1.0,,,0.0322,2001.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Galactic Effectuator,Ace,English,title_value_rank,674.0,1,1,2,2,24.26,12.13,219.0,1.0,,,0.0322,1981.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Anna Karenina,Penguin Classics,English,title_value_rank,675.0,1,1,2,2,24.25,12.125,838.0,0.0,,,0.0321,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Chasing the Dime,Warner Books,English,title_value_rank,676.0,1,1,4,4,24.24,6.06,448.0,1.0,,,0.0321,2003.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Hidden Hand,Harper Perennial,English,title_value_rank,677.0,1,1,2,2,24.23,12.115,272.0,2.0,,,0.0321,1992.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Uncommon Grounds (Maggy Thorsen Mystery #1)",Five Star Trade,United States English,title_value_rank,678.0,1,1,3,3,24.22,8.0733,245.0,1.0,,,0.0321,2005.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"A Stolen Season (Alex McKnight  #7)",Minotaur Books,English,title_value_rank,679.0,1,1,3,3,24.2,8.0667,304.0,1.0,,,0.0321,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Survival in Auschwitz,Simon Schuster,English,title_value_rank,680.0,1,1,2,2,24.17,12.085,187.0,3.0,,,0.032,1995.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide  #1)",Crown Publishing Group (NY),English,title_value_rank,681.0,1,1,2,2,24.16,12.08,271.0,1.0,,,0.032,2004.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Epic of Gilgamesh,Penguin Books Limited,English,title_value_rank,682.0,1,1,2,2,24.15,12.075,120.0,1.0,,,0.032,2006.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Vintage,United States English,title_value_rank,683.0,1,1,4,4,24.13,6.0325,1216.0,3.0,,,0.032,1982.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,"Seize the Night (Moonlight Bay  #2)",Random House Audio Publishing Group,English,title_value_rank,684.0,1,1,3,3,24.13,8.0433,12.0,2.0,,,0.032,1998.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,Walt Whitman's America,Vintage,English,title_value_rank,685.0,1,1,3,3,24.12,8.04,672.0,1.0,,,0.032,1996.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,I. Asimov,Bantam,English,title_value_rank,686.0,1,1,2,2,24.12,12.06,578.0,1.0,,,0.032,1995.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
top_title_demand,title,The Naked and the Dead,Picador,English,title_value_rank,687.0,1,1,2,2,24.1,12.05,721.0,1.0,,,0.0319,2000.0,Title-level demand for identifying concentrated or anomalous catalog pockets.
