evidence_block,grain,item,item_2,item_3,rank_label,rank_value,inspections,inspectors,violations,critical_violations,serious_violations,minor_violations,total_fine,pass_count,conditional_count,fail_count,issue_rate_pct,avg_violations_per_inspection,avg_fine_per_inspection,notes
supervisor_violation_category,supervisor_violation_category,Darlisha Jacobs,Food Equipment and Utensil,,category_rank_within_supervisor,7.0,1107,5,1107,0,1107,0,181250.0,439,57,606,59.8916,1.0,163.7308,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Darlisha Jacobs,Wash and Waste Water Disposal,,category_rank_within_supervisor,8.0,691,5,691,691,0,0,235500.0,237,74,379,65.5572,1.0,340.8104,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Melanie Ingram,Food Maintenance,,category_rank_within_supervisor,1.0,21105,3,21105,0,0,21105,1834000.0,13348,2170,5547,36.5648,1.0,86.8988,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Melanie Ingram,Food Protection,,category_rank_within_supervisor,2.0,11892,3,11892,1257,395,10240,1529600.0,6893,1848,3136,41.9105,1.0,128.6243,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Melanie Ingram,Insect and Rodent Control,,category_rank_within_supervisor,3.0,2582,3,2582,0,2582,0,411000.0,1078,81,1420,58.1332,1.0,159.1789,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Melanie Ingram,Personnel,,category_rank_within_supervisor,4.0,626,2,626,0,626,0,130000.0,137,261,227,77.9553,1.0,207.6677,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Melanie Ingram,Compliance,,category_rank_within_supervisor,5.0,601,2,601,127,474,0,82750.0,223,67,311,62.8952,1.0,137.6872,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Melanie Ingram,Toilet and Hand Washing Facilities for Staff,,category_rank_within_supervisor,6.0,483,2,483,483,0,0,180500.0,129,88,264,72.8778,1.0,373.706,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Melanie Ingram,Food Equipment and Utensil,,category_rank_within_supervisor,7.0,441,3,441,0,441,0,68750.0,182,14,243,58.2766,1.0,155.8957,Look for content differences in the violations surfaced by each supervisor group.
supervisor_violation_category,supervisor_violation_category,Melanie Ingram,Wash and Waste Water Disposal,,category_rank_within_supervisor,8.0,269,3,269,269,0,0,95500.0,84,36,149,68.7732,1.0,355.0186,Look for content differences in the violations surfaced by each supervisor group.
