evidence_block,grain,item,item_2,item_3,rank_label,rank_value,orders,customers,stores,products,channels,net_sales_proxy,gross_margin_proxy,gross_margin_proxy_rate_pct,avg_discount_pct,avg_delivery_days,share_pct,notes
product_channel_mix,product_channel,Wardrobes,Online,2,channel_rank_in_product,2.0,60,,,,,469807.35,166842.743,35.513,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Wardrobes,Distributor,3,channel_rank_in_product,3.0,34,,,,,399405.9275,152429.435,38.164,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Floor Lamps,Online,1,channel_rank_in_product,1.0,60,,,,,555169.8725,212085.5687,38.2019,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Floor Lamps,In-Store,2,channel_rank_in_product,2.0,57,,,,,403567.9675,155759.4043,38.5956,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Floor Lamps,Distributor,3,channel_rank_in_product,3.0,25,,,,,234843.8775,105624.634,44.9765,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Pendants,In-Store,1,channel_rank_in_product,1.0,71,,,,,713099.2575,229772.2575,32.2216,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Pendants,Online,2,channel_rank_in_product,2.0,57,,,,,521529.1725,173363.8973,33.2415,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Pendants,Distributor,3,channel_rank_in_product,3.0,33,,,,,331414.83,131719.8895,39.7447,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Pillows,Online,1,channel_rank_in_product,1.0,47,,,,,406033.065,129570.2565,31.9113,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Pillows,In-Store,2,channel_rank_in_product,2.0,43,,,,,402721.925,157418.9055,39.0887,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Pillows,Distributor,3,channel_rank_in_product,3.0,27,,,,,254185.27,94795.2728,37.2938,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Accessories,In-Store,1,channel_rank_in_product,1.0,87,,,,,1051637.695,399940.451,38.0303,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Accessories,Online,2,channel_rank_in_product,2.0,58,,,,,604802.3,230377.8542,38.0914,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Accessories,Distributor,3,channel_rank_in_product,3.0,35,,,,,331339.9575,132375.172,39.9515,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Basketball,Online,1,channel_rank_in_product,1.0,52,,,,,578453.7125,229605.9238,39.6931,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Basketball,In-Store,2,channel_rank_in_product,2.0,61,,,,,502781.9025,169959.284,33.8038,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Basketball,Distributor,3,channel_rank_in_product,3.0,30,,,,,233643.2375,75426.9563,32.283,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Candleholders,In-Store,1,channel_rank_in_product,1.0,65,,,,,568248.775,210465.4708,37.0376,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Candleholders,Online,2,channel_rank_in_product,2.0,55,,,,,362852.7375,137486.6527,37.8905,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Candleholders,Distributor,3,channel_rank_in_product,3.0,31,,,,,242112.205,79087.9658,32.6658,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Cookware,In-Store,1,channel_rank_in_product,1.0,74,,,,,606966.5675,230271.8387,37.9381,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Cookware,Online,2,channel_rank_in_product,2.0,51,,,,,455425.6325,171337.2133,37.6213,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Cookware,Distributor,3,channel_rank_in_product,3.0,24,,,,,113501.1825,44828.4203,39.496,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Ornaments,In-Store,1,channel_rank_in_product,1.0,79,,,,,734490.515,284085.8855,38.678,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Ornaments,Online,2,channel_rank_in_product,2.0,56,,,,,478535.9425,171626.2435,35.8649,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Ornaments,Distributor,3,channel_rank_in_product,3.0,25,,,,,274389.455,122653.4975,44.7005,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Rugs,In-Store,1,channel_rank_in_product,1.0,81,,,,,826020.3875,309319.0438,37.4469,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Rugs,Online,2,channel_rank_in_product,2.0,58,,,,,556803.835,197395.9655,35.4516,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Rugs,Distributor,3,channel_rank_in_product,3.0,25,,,,,249308.5075,85497.9495,34.294,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Bakeware,In-Store,1,channel_rank_in_product,1.0,66,,,,,496916.555,169394.7948,34.0892,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Bakeware,Online,2,channel_rank_in_product,2.0,53,,,,,473887.65,156850.5305,33.0987,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Bakeware,Distributor,3,channel_rank_in_product,3.0,36,,,,,336368.6425,123898.091,36.834,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Bean Bags,In-Store,1,channel_rank_in_product,1.0,64,,,,,511051.3775,184457.5842,36.0937,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Bean Bags,Online,2,channel_rank_in_product,2.0,40,,,,,291186.1875,96362.1797,33.093,,,,Check whether product performance is tied to specific sales channels.
product_channel_mix,product_channel,Bean Bags,Distributor,3,channel_rank_in_product,3.0,25,,,,,219075.93,85280.0815,38.9272,,,,Check whether product performance is tied to specific sales channels.
product_region_mix,product_region,Floral,West,1,region_rank_in_product,1.0,64,,,,,623345.89,244795.8958,39.2713,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Floral,South,2,region_rank_in_product,2.0,51,,,,,536665.8125,188147.204,35.0585,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Floral,Midwest,3,region_rank_in_product,3.0,29,,,,,309202.99,118425.7148,38.3003,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Outdoor Decor,West,1,region_rank_in_product,1.0,56,,,,,502537.52,181431.3175,36.103,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Outdoor Decor,Midwest,2,region_rank_in_product,2.0,43,,,,,391575.3025,151488.8875,38.687,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Outdoor Decor,South,3,region_rank_in_product,3.0,50,,,,,355296.8125,134592.34,37.8817,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Phones,West,1,region_rank_in_product,1.0,69,,,,,604844.51,236179.57,39.048,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Phones,South,2,region_rank_in_product,2.0,51,,,,,497499.2875,157423.414,31.6429,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Phones,Midwest,3,region_rank_in_product,3.0,40,,,,,259064.3775,100451.858,38.7749,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wall Coverings,West,1,region_rank_in_product,1.0,51,,,,,525665.0825,191224.0033,36.3775,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wall Coverings,South,2,region_rank_in_product,2.0,49,,,,,362836.6575,137086.927,37.782,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wall Coverings,Midwest,3,region_rank_in_product,3.0,38,,,,,326622.4875,117982.4795,36.122,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bar Tools,West,1,region_rank_in_product,1.0,57,,,,,550655.7475,195359.8233,35.4777,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bar Tools,South,2,region_rank_in_product,2.0,57,,,,,519365.0725,196204.4465,37.7778,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bar Tools,Northeast,3,region_rank_in_product,3.0,28,,,,,272057.6875,102410.6935,37.643,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Sculptures,West,1,region_rank_in_product,1.0,65,,,,,694812.2775,274500.6418,39.5072,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Sculptures,South,2,region_rank_in_product,2.0,61,,,,,400559.3325,151474.8308,37.8158,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Sculptures,Midwest,3,region_rank_in_product,3.0,29,,,,,312995.86,106767.1745,34.1114,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Table Linens,South,1,region_rank_in_product,1.0,62,,,,,638854.715,257506.377,40.3075,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Table Linens,West,2,region_rank_in_product,2.0,54,,,,,515320.2825,183626.7925,35.6335,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Table Linens,Midwest,3,region_rank_in_product,3.0,35,,,,,394895.99,140527.4665,35.5859,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wall Frames,South,1,region_rank_in_product,1.0,61,,,,,615019.6325,231967.1385,37.717,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wall Frames,West,2,region_rank_in_product,2.0,44,,,,,373869.045,132023.8845,35.3129,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wall Frames,Midwest,3,region_rank_in_product,3.0,33,,,,,325076.965,130919.4053,40.2734,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Clocks,South,1,region_rank_in_product,1.0,54,,,,,554237.2325,187707.6355,33.8677,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Clocks,West,2,region_rank_in_product,2.0,59,,,,,535209.4,190690.5935,35.6292,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Clocks,Midwest,3,region_rank_in_product,3.0,35,,,,,289511.02,110430.535,38.1438,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Table Lamps,South,1,region_rank_in_product,1.0,69,,,,,612020.0425,225863.3895,36.9046,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Table Lamps,West,2,region_rank_in_product,2.0,51,,,,,531906.3,206198.1197,38.7659,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Table Lamps,Midwest,3,region_rank_in_product,3.0,29,,,,,334839.3675,127256.9892,38.0054,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Vanities,South,1,region_rank_in_product,1.0,56,,,,,560820.82,207271.8907,36.9587,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Vanities,West,2,region_rank_in_product,2.0,58,,,,,544332.79,193488.1205,35.5459,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Vanities,Midwest,3,region_rank_in_product,3.0,26,,,,,258512.465,110583.8723,42.777,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Floor Lamps,West,1,region_rank_in_product,1.0,56,,,,,482187.61,183508.8902,38.0576,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Floor Lamps,Midwest,2,region_rank_in_product,2.0,41,,,,,363389.4075,133565.213,36.7554,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Floor Lamps,South,3,region_rank_in_product,3.0,52,,,,,359749.13,144641.723,40.2063,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Pendants,South,1,region_rank_in_product,1.0,65,,,,,587677.1,198440.0385,33.7668,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Pendants,West,2,region_rank_in_product,2.0,55,,,,,550876.345,184231.0723,33.4433,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Pendants,Midwest,3,region_rank_in_product,3.0,41,,,,,410468.6325,139608.672,34.012,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Pillows,South,1,region_rank_in_product,1.0,38,,,,,395422.275,143537.205,36.2997,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Pillows,Midwest,2,region_rank_in_product,2.0,34,,,,,344395.41,134928.8573,39.1785,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Pillows,West,3,region_rank_in_product,3.0,40,,,,,262750.7175,103749.0438,39.4857,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bakeware,West,1,region_rank_in_product,1.0,60,,,,,523039.855,183764.4178,35.1339,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bakeware,South,2,region_rank_in_product,2.0,53,,,,,394598.175,119197.9833,30.2074,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bakeware,Midwest,3,region_rank_in_product,3.0,39,,,,,331092.0575,123358.1228,37.258,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bean Bags,South,1,region_rank_in_product,1.0,44,,,,,422647.8925,160125.119,37.8862,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bean Bags,West,2,region_rank_in_product,2.0,59,,,,,409051.415,145560.1488,35.5848,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bean Bags,Midwest,3,region_rank_in_product,3.0,30,,,,,238295.885,88740.6895,37.2397,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Collectibles,South,1,region_rank_in_product,1.0,50,,,,,569852.5875,195292.0083,34.2706,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Collectibles,West,2,region_rank_in_product,2.0,66,,,,,564159.095,219898.0828,38.978,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Collectibles,Midwest,3,region_rank_in_product,3.0,40,,,,,440713.1025,165234.9718,37.4926,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Outdoor Furniture,West,1,region_rank_in_product,1.0,58,,,,,580850.805,189396.7448,32.6068,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Outdoor Furniture,South,2,region_rank_in_product,2.0,45,,,,,329836.98,115862.18,35.1271,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Outdoor Furniture,Midwest,3,region_rank_in_product,3.0,34,,,,,279845.4325,105600.1895,37.7352,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Photo Frames,West,1,region_rank_in_product,1.0,70,,,,,725551.71,292523.9742,40.3175,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Photo Frames,South,2,region_rank_in_product,2.0,43,,,,,427623.3125,153595.3305,35.9184,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Photo Frames,Northeast,3,region_rank_in_product,3.0,21,,,,,311832.405,118087.1805,37.8688,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Audio,West,1,region_rank_in_product,1.0,53,,,,,537012.2025,187825.7107,34.9761,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Audio,South,2,region_rank_in_product,2.0,45,,,,,378405.7825,126105.8062,33.3255,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Audio,Midwest,3,region_rank_in_product,3.0,36,,,,,298892.025,123804.8887,41.4213,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Computers,South,1,region_rank_in_product,1.0,59,,,,,469315.0675,184161.365,39.2405,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Computers,West,2,region_rank_in_product,2.0,49,,,,,420464.6975,150940.6378,35.8985,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Computers,Midwest,3,region_rank_in_product,3.0,29,,,,,250556.0475,90312.7225,36.0449,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Mirrors,South,1,region_rank_in_product,1.0,58,,,,,580432.725,225428.8123,38.8381,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Mirrors,West,2,region_rank_in_product,2.0,50,,,,,471163.9325,189568.7085,40.2341,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Mirrors,Midwest,3,region_rank_in_product,3.0,37,,,,,413887.14,143068.3075,34.567,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Stemware,West,1,region_rank_in_product,1.0,59,,,,,606904.76,223730.9228,36.8643,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Stemware,South,2,region_rank_in_product,2.0,63,,,,,560299.225,206366.7035,36.8315,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Stemware,Midwest,3,region_rank_in_product,3.0,35,,,,,339023.015,135637.3783,40.0083,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Candles,West,1,region_rank_in_product,1.0,58,,,,,512769.9275,200751.2955,39.1504,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Candles,South,2,region_rank_in_product,2.0,49,,,,,498398.4275,191057.9192,38.3344,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Candles,Midwest,3,region_rank_in_product,3.0,32,,,,,264699.4125,104013.5025,39.295,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Dinnerware,South,1,region_rank_in_product,1.0,64,,,,,530706.665,215288.5955,40.5664,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Dinnerware,West,2,region_rank_in_product,2.0,55,,,,,529114.5775,213257.3665,40.3046,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Dinnerware,Midwest,3,region_rank_in_product,3.0,32,,,,,364012.34,131608.0483,36.1548,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Platters,West,1,region_rank_in_product,1.0,69,,,,,671975.495,239154.551,35.5898,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Platters,South,2,region_rank_in_product,2.0,60,,,,,502184.095,183840.4175,36.6082,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Platters,Midwest,3,region_rank_in_product,3.0,48,,,,,458259.23,163517.0128,35.6822,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Home Fragrances,West,1,region_rank_in_product,1.0,59,,,,,542398.165,208344.2402,38.4117,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Home Fragrances,South,2,region_rank_in_product,2.0,56,,,,,510073.68,180941.0913,35.4735,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Home Fragrances,Midwest,3,region_rank_in_product,3.0,36,,,,,322819.735,100571.2208,31.154,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bedroom Furniture,South,1,region_rank_in_product,1.0,55,,,,,483682.715,179075.7157,37.0234,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bedroom Furniture,West,2,region_rank_in_product,2.0,50,,,,,433034.5675,174922.1883,40.3945,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bedroom Furniture,Midwest,3,region_rank_in_product,3.0,28,,,,,193025.8275,73412.1343,38.0323,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Serveware,West,1,region_rank_in_product,1.0,79,,,,,738219.5675,286684.1488,38.8345,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Serveware,South,2,region_rank_in_product,2.0,58,,,,,557130.795,198171.1358,35.5699,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Serveware,Midwest,3,region_rank_in_product,3.0,43,,,,,345577.625,128248.443,37.1113,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wine Storage,South,1,region_rank_in_product,1.0,52,,,,,521992.8125,180827.5758,34.6418,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wine Storage,West,2,region_rank_in_product,2.0,57,,,,,492526.5475,206944.01,42.0168,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wine Storage,Midwest,3,region_rank_in_product,3.0,37,,,,,319192.02,132566.2243,41.5318,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Cocktail Glasses,West,1,region_rank_in_product,1.0,76,,,,,739171.47,304299.1858,41.1676,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Cocktail Glasses,South,2,region_rank_in_product,2.0,65,,,,,500891.4975,207212.725,41.3688,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Cocktail Glasses,Midwest,3,region_rank_in_product,3.0,36,,,,,318209.2975,121781.9213,38.271,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Festive,West,1,region_rank_in_product,1.0,58,,,,,559858.7,186801.1775,33.3658,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Festive,South,2,region_rank_in_product,2.0,47,,,,,440029.3675,178828.1895,40.6401,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Festive,Midwest,3,region_rank_in_product,3.0,31,,,,,327565.68,132949.3168,40.5871,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Furniture Cushions,West,1,region_rank_in_product,1.0,63,,,,,684425.77,245290.1605,35.8388,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Furniture Cushions,South,2,region_rank_in_product,2.0,57,,,,,571922.385,224212.0207,39.2032,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Furniture Cushions,Midwest,3,region_rank_in_product,3.0,43,,,,,368268.0125,135926.0458,36.9095,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Vases,West,1,region_rank_in_product,1.0,58,,,,,426663.2025,164282.7733,38.5041,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Vases,Midwest,2,region_rank_in_product,2.0,33,,,,,313242.085,116532.0355,37.2019,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Vases,South,3,region_rank_in_product,3.0,31,,,,,298106.45,108657.884,36.4494,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wreaths,South,1,region_rank_in_product,1.0,63,,,,,591104.3175,217713.3753,36.8316,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wreaths,West,2,region_rank_in_product,2.0,66,,,,,478862.735,185286.2912,38.693,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wreaths,Midwest,3,region_rank_in_product,3.0,34,,,,,336803.4725,104672.4372,31.0782,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Baseball,South,1,region_rank_in_product,1.0,55,,,,,490883.3725,200560.2665,40.857,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Baseball,West,2,region_rank_in_product,2.0,58,,,,,456408.8575,158088.3098,34.6374,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Baseball,Midwest,3,region_rank_in_product,3.0,39,,,,,347939.2075,123427.6385,35.4739,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bathroom Furniture,West,1,region_rank_in_product,1.0,62,,,,,594965.695,222546.5438,37.4049,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bathroom Furniture,South,2,region_rank_in_product,2.0,51,,,,,568049.115,197599.618,34.7857,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Bathroom Furniture,Midwest,3,region_rank_in_product,3.0,34,,,,,398036.4475,148981.0768,37.429,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wardrobes,West,1,region_rank_in_product,1.0,62,,,,,574369.7275,206637.4427,35.9764,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wardrobes,South,2,region_rank_in_product,2.0,55,,,,,495576.3875,186238.1055,37.5801,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Wardrobes,Midwest,3,region_rank_in_product,3.0,39,,,,,326197.54,108216.7377,33.1752,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Accessories,South,1,region_rank_in_product,1.0,68,,,,,760233.7575,291253.8753,38.3111,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Accessories,West,2,region_rank_in_product,2.0,62,,,,,648860.3275,253673.4992,39.0952,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Accessories,Midwest,3,region_rank_in_product,3.0,43,,,,,488008.57,198645.981,40.7054,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Basketball,West,1,region_rank_in_product,1.0,58,,,,,568681.595,235833.718,41.4703,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Basketball,South,2,region_rank_in_product,2.0,47,,,,,438639.285,152979.6158,34.8759,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Basketball,Midwest,3,region_rank_in_product,3.0,37,,,,,331092.3925,114865.5748,34.6929,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Candleholders,West,1,region_rank_in_product,1.0,65,,,,,576133.8375,186900.4648,32.4405,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Candleholders,South,2,region_rank_in_product,2.0,59,,,,,473602.9,171215.5003,36.1517,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Candleholders,Midwest,3,region_rank_in_product,3.0,27,,,,,229496.9425,90647.6427,39.4984,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Cookware,West,1,region_rank_in_product,1.0,60,,,,,488842.2175,177731.4588,36.3576,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Cookware,South,2,region_rank_in_product,2.0,52,,,,,348832.6525,136216.3753,39.0492,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Cookware,Midwest,3,region_rank_in_product,3.0,31,,,,,295616.8975,110974.9275,37.5401,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Ornaments,South,1,region_rank_in_product,1.0,57,,,,,605067.955,238510.4085,39.4188,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Ornaments,West,2,region_rank_in_product,2.0,69,,,,,594756.32,242321.122,40.7429,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Ornaments,Midwest,3,region_rank_in_product,3.0,37,,,,,237357.3825,83198.0778,35.0518,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Rugs,South,1,region_rank_in_product,1.0,64,,,,,692558.7325,245275.97,35.4159,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Rugs,West,2,region_rank_in_product,2.0,64,,,,,584174.34,216202.4033,37.0099,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Rugs,Midwest,3,region_rank_in_product,3.0,30,,,,,320155.9825,129886.3085,40.5697,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Blankets,West,1,region_rank_in_product,1.0,59,,,,,612818.85,240772.0243,39.2893,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Blankets,South,2,region_rank_in_product,2.0,51,,,,,447181.115,163391.008,36.538,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Blankets,Midwest,3,region_rank_in_product,3.0,32,,,,,302235.1575,129942.7283,42.9939,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Dining Furniture,South,1,region_rank_in_product,1.0,64,,,,,589741.5375,226163.7053,38.3496,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Dining Furniture,West,2,region_rank_in_product,2.0,58,,,,,540861.52,182706.471,33.7806,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,Dining Furniture,Midwest,3,region_rank_in_product,3.0,37,,,,,342837.325,121164.2845,35.3416,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,TV and video,West,1,region_rank_in_product,1.0,56,,,,,527153.4875,198574.693,37.6692,,,,Check whether product strength is geographically broad or localized.
product_region_mix,product_region,TV and video,Midwest,2,region_rank_in_product,2.0,46,,,,,456970.6525,181101.4435,39.6309,,,,Check whether product strength is geographically broad or localized.
