evidence_block,grain,item,item_2,rank_label,rank_value,products,ordered_products,orders,order_lines,quantity,inventory,revenue,gross_margin_proxy,gross_margin_rate,stock_turnover_proxy,weighted_msrp_realization,share_value,share_label,notes
high_inventory_low_turnover_products,product,2002 Chevy Corvette,Gearbox Collectibles,inventory_rank,4.0,1,1,25,25,894.0,9446.0,87404.81,31878.47,0.3647,0.0946,0.913,0.0406,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1982 Ducati 996 R,Gearbox Collectibles,inventory_rank,6.0,1,1,27,27,906.0,9241.0,33268.76,11397.92,0.3426,0.098,0.9128,0.0155,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1976 Ford Gran Torino,Gearbox Collectibles,inventory_rank,8.0,1,1,27,27,915.0,9127.0,121890.6,54647.25,0.4483,0.1003,0.9063,0.0566,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1965 Aston Martin DB5,Classic Metal Creations,inventory_rank,10.0,1,1,25,25,914.0,9042.0,101778.13,41490.69,0.4077,0.1011,0.8948,0.0473,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1968 Dodge Charger,Welly Diecast Productions,inventory_rank,9.0,1,1,27,27,925.0,9123.0,98718.76,29195.76,0.2957,0.1014,0.9087,0.0459,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,America West Airlines B757-200,Motor City Art Classics,inventory_rank,3.0,1,1,28,28,984.0,9653.0,89347.8,21648.6,0.2423,0.1019,0.9106,0.0415,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1932 Model A Ford J-Coupe,Autoart Studio Design,inventory_rank,5.0,1,1,28,28,957.0,9354.0,109992.01,54026.65,0.4912,0.1023,0.9041,0.0511,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,2002 Suzuki XREO,Unimax Art Galleries,inventory_rank,1.0,1,1,28,28,1028.0,9997.0,135767.03,67641.47,0.4982,0.1028,0.8768,0.0631,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1999 Indy 500 Monte Carlo SS,Red Start Diecast,low_turnover_rank,11.0,1,1,25,25,855.0,8164.0,100770.12,52240.32,0.5184,0.1047,0.8929,0.0468,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1948 Porsche Type 356 Roadster,Gearbox Collectibles,inventory_rank,11.0,1,1,25,25,948.0,8990.0,121653.46,62725.78,0.5156,0.1055,0.9083,0.0565,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1912 Ford Model T Delivery Wagon,Min Lin Diecast,inventory_rank,7.0,1,1,27,27,991.0,9173.0,77239.92,30752.11,0.3981,0.108,0.8806,0.0359,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1950's Chicago Surface Lines Streetcar,Gearbox Collectibles,inventory_rank,16.0,1,1,27,27,934.0,8601.0,53791.99,28835.51,0.5361,0.1086,0.9268,0.025,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1948 Porsche 356-A Roadster,Gearbox Collectibles,inventory_rank,12.0,1,1,27,27,972.0,8826.0,66455.62,14064.82,0.2116,0.1101,0.8879,0.0309,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1936 Mercedes-Benz 500K Special Roadster,Studio M Art Models,inventory_rank,15.0,1,1,28,28,960.0,8635.0,46078.29,22788.69,0.4946,0.1112,0.8903,0.0214,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1966 Shelby Cobra 427 S/C,Carousel DieCast Legends,inventory_rank,20.0,1,1,25,25,915.0,8197.0,42015.54,15315.84,0.3645,0.1116,0.9127,0.0195,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1982 Lamborghini Diablo,Second Gear Diecast,low_turnover_rank,18.0,1,1,27,27,912.0,7723.0,30972.87,16161.99,0.5218,0.1181,0.8994,0.0144,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1904 Buick Runabout,Exoto Designs,inventory_rank,18.0,1,1,27,27,990.0,8290.0,77800.54,25667.14,0.3299,0.1194,0.8954,0.0362,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1961 Chevrolet Impala,Classic Metal Creations,low_turnover_rank,20.0,1,1,27,27,941.0,7869.0,69120.97,38698.44,0.5599,0.1196,0.9086,0.0321,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,American Airlines: MD-11S,Second Gear Diecast,inventory_rank,13.0,1,1,28,28,1085.0,8820.0,71753.93,32400.98,0.4516,0.123,0.8933,0.0333,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1964 Mercedes Tour Bus,Unimax Art Galleries,inventory_rank,19.0,1,1,28,28,1053.0,8258.0,117669.66,38842.08,0.3301,0.1275,0.9105,0.0547,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1937 Lincoln Berline,Motor City Art Classics,inventory_rank,14.0,1,1,28,28,1111.0,8693.0,102563.52,35214.7,0.3433,0.1278,0.8985,0.0477,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
high_inventory_low_turnover_products,product,1992 Ferrari 360 Spider red,Unimax Art Galleries,inventory_rank,17.0,1,1,53,53,1808.0,8347.0,276839.98,135996.78,0.4912,0.2166,0.9042,0.1286,selected_product_revenue_share,High-inventory and low-turnover product rows identify supplier/scale portfolio risks hidden in averages.
