evidence_block,grain,item,item_2,period,rank_label,rank_value,sales,profit,margin,gross_loss,orders,order_lines,customers,products,avg_discount,quantity,sales_share,profit_share,gross_loss_share,extra_metric_1,extra_value_1,extra_metric_2,extra_value_2,notes
state_growth_quality,state,Oklahoma,Central,early_to_late,sales_change_rank,28.0,14138.18,2784.56,0.197,405.01,42,75,,,0.104,,0.0056,0.0084,0.0023,sales_change,1681.62,profit_change,-387.89,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Maryland,East,early_to_late,sales_change_rank,29.0,20845.3,5410.07,0.2595,631.89,63,126,,,0.0889,,0.0082,0.0164,0.0035,sales_change,1091.93,profit_change,1489.9,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,South Carolina,South,early_to_late,sales_change_rank,30.0,11363.99,2667.46,0.2347,52.42,28,59,,,0.0678,,0.0045,0.0081,0.0003,sales_change,614.8,profit_change,121.14,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,District of Columbia,East,early_to_late,sales_change_rank,31.0,187.47,-94.26,-0.5028,107.49,3,3,,,0.4667,,0.0001,-0.0003,0.0006,sales_change,153.55,profit_change,-107.49,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Wisconsin,Central,early_to_late,sales_change_rank,32.0,31021.01,5895.31,0.19,1468.82,55,107,,,0.1084,,0.0122,0.0178,0.0082,sales_change,-34.01,profit_change,-196.89,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,South Dakota,Central,early_to_late,sales_change_rank,33.0,738.28,111.95,0.1516,76.01,3,5,,,0.144,,0.0003,0.0003,0.0004,sales_change,-264.82,profit_change,-70.52,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Kansas,Central,early_to_late,sales_change_rank,34.0,2671.3,576.39,0.2158,75.84,7,11,,,0.0545,,0.001,0.0017,0.0004,sales_change,-1331.9,profit_change,-58.22,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Massachusetts,East,early_to_late,sales_change_rank,35.0,24873.32,5969.13,0.24,969.04,61,142,,,0.1275,,0.0098,0.0181,0.0054,sales_change,-1501.49,profit_change,-1498.7,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Maine,East,early_to_late,sales_change_rank,36.0,268.8,58.34,0.217,13.08,5,9,,,0.1333,,0.0001,0.0002,0.0001,sales_change,-1601.36,profit_change,-560.83,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Mississippi,South,early_to_late,sales_change_rank,37.0,7014.48,2109.65,0.3008,0.0,20,36,,,0.0111,,0.0028,0.0064,0.0,sales_change,-1935.45,profit_change,-262.9,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Utah,West,early_to_late,sales_change_rank,38.0,4287.4,497.45,0.116,78.46,27,39,,,0.1513,,0.0017,0.0015,0.0004,sales_change,-2766.33,profit_change,-1323.53,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Louisiana,South,early_to_late,sales_change_rank,39.0,6998.57,2041.37,0.2917,17.42,25,42,,,0.0929,,0.0027,0.0062,0.0001,sales_change,-3101.5,profit_change,-217.43,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Rhode Island,East,early_to_late,sales_change_rank,40.0,11701.52,2424.64,0.2072,182.76,24,47,,,0.1426,,0.0046,0.0073,0.001,sales_change,-4138.87,profit_change,-2509.07,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Arkansas,South,early_to_late,sales_change_rank,41.0,6974.94,2048.72,0.2937,2.48,21,43,,,0.0372,,0.0027,0.0062,0.0,sales_change,-4240.16,profit_change,-1029.06,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Arizona,West,early_to_late,sales_change_rank,42.0,29439.26,3550.09,0.1206,1639.5,95,181,,,0.1522,,0.0116,0.0107,0.0092,sales_change,-5942.84,profit_change,2456.56,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Virginia,South,early_to_late,sales_change_rank,43.0,75378.63,14739.48,0.1955,1574.74,128,245,,,0.1208,,0.0296,0.0446,0.0088,sales_change,-9407.04,profit_change,-4992.08,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Minnesota,Central,early_to_late,sales_change_rank,44.0,30167.16,6355.14,0.2107,1401.59,62,125,,,0.1168,,0.0118,0.0192,0.0079,sales_change,-10497.16,profit_change,-8260.35,Use this block to identify states where expansion does or does not convert into profit.
state_growth_quality,state,Alabama,South,early_to_late,sales_change_rank,45.0,9261.17,3308.75,0.3573,21.08,30,44,,,0.0614,,0.0036,0.01,0.0001,sales_change,-12845.6,profit_change,-2958.91,Use this block to identify states where expansion does or does not convert into profit.
