evidence_block,grain,item,item_2,item_3,rank_label,rank_value,complaints,clients,districts,states,calls,reviews,avg_stars,avg_priority,avg_service_seconds,avg_sent_delay_days,dispute_rate_pct,untimely_rate_pct,no_relief_rate_pct,complaint_share_pct,review_share_pct,notes
district_issue_mix,district_issue,1,Problems caused by my funds being low,New York City,issue_rank_in_district,3.0,257,212,1,1,18,,,0.7778,817.3889,2.0973,11.284,0.3891,0.3891,1.0974,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,21,"Account opening, closing, or management",Omaha,issue_rank_in_district,1.0,59,39,1,1,10,,,0.8,620.4,2.6441,22.0339,0.0,0.0,0.2519,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,21,Deposits and withdrawals,Omaha,issue_rank_in_district,2.0,31,26,1,1,4,,,0.75,966.0,1.871,12.9032,0.0,0.0,0.1324,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,21,Billing disputes,Omaha,issue_rank_in_district,3.0,23,20,1,1,3,,,1.0,655.6667,1.5217,34.7826,4.3478,13.0435,0.0982,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,25,"Account opening, closing, or management",Wichita,issue_rank_in_district,1.0,45,28,1,1,7,,,0.7143,695.5714,4.2222,15.5556,2.2222,0.0,0.1922,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,25,Deposits and withdrawals,Wichita,issue_rank_in_district,2.0,45,35,1,1,10,,,0.7,602.5,3.9778,15.5556,2.2222,0.0,0.1922,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,25,Problems caused by my funds being low,Wichita,issue_rank_in_district,3.0,23,21,1,1,1,,,2.0,900.0,1.8696,26.087,0.0,0.0,0.0982,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,7,"Account opening, closing, or management",Denver,issue_rank_in_district,1.0,40,23,1,1,4,,,1.0,1403.0,3.125,12.5,2.5,2.5,0.1708,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,7,Deposits and withdrawals,Denver,issue_rank_in_district,2.0,26,21,1,1,3,,,0.6667,885.0,1.5385,11.5385,3.8462,3.8462,0.111,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,7,Billing disputes,Denver,issue_rank_in_district,3.0,18,16,1,1,1,,,0.0,26.0,3.2222,33.3333,0.0,5.5556,0.0769,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,27,"Account opening, closing, or management",San Antonio,issue_rank_in_district,1.0,67,39,1,1,3,,,0.6667,380.3333,2.7463,14.9254,1.4925,2.9851,0.2861,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,27,Deposits and withdrawals,San Antonio,issue_rank_in_district,2.0,44,32,1,1,4,,,1.0,946.5,2.1591,13.6364,2.2727,2.2727,0.1879,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,27,Problems caused by my funds being low,San Antonio,issue_rank_in_district,3.0,33,25,1,1,0,,,,,1.8788,3.0303,0.0,0.0,0.1409,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,48,"Account opening, closing, or management",Worcester,issue_rank_in_district,1.0,79,46,1,1,14,,,0.7857,777.7143,2.8354,20.2532,2.5316,2.5316,0.3373,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,48,Deposits and withdrawals,Worcester,issue_rank_in_district,2.0,43,34,1,1,11,,,1.0909,662.8182,2.6977,20.9302,0.0,2.3256,0.1836,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,48,"Making/receiving payments, sending money",Worcester,issue_rank_in_district,3.0,19,18,1,1,0,,,,,1.1579,5.2632,5.2632,0.0,0.0811,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,57,"Account opening, closing, or management",New Bedford,issue_rank_in_district,1.0,55,35,1,1,7,,,0.4286,934.0,4.4909,16.3636,0.0,0.0,0.2349,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,57,Deposits and withdrawals,New Bedford,issue_rank_in_district,2.0,36,22,1,1,3,,,0.3333,549.0,2.75,8.3333,2.7778,0.0,0.1537,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,57,Problems caused by my funds being low,New Bedford,issue_rank_in_district,3.0,20,17,1,1,3,,,0.6667,412.0,1.45,5.0,0.0,0.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,77,"Account opening, closing, or management",Syracuse,issue_rank_in_district,1.0,56,32,1,1,4,,,1.25,239.5,2.7143,17.8571,3.5714,0.0,0.2391,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,77,Deposits and withdrawals,Syracuse,issue_rank_in_district,2.0,37,27,1,1,7,,,1.1429,942.7143,2.7568,21.6216,2.7027,10.8108,0.158,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,77,Problems caused by my funds being low,Syracuse,issue_rank_in_district,3.0,19,16,1,1,3,,,0.6667,121.3333,1.6842,0.0,0.0,0.0,0.0811,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,8,"Account opening, closing, or management",Washington,issue_rank_in_district,1.0,83,50,1,1,10,,,1.1,671.2,2.4699,16.8675,1.2048,2.4096,0.3544,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,8,Deposits and withdrawals,Washington,issue_rank_in_district,2.0,47,32,1,1,3,,,1.3333,505.0,2.3191,21.2766,6.383,0.0,0.2007,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,8,Problems caused by my funds being low,Washington,issue_rank_in_district,3.0,33,28,1,1,2,,,0.0,862.0,2.3333,21.2121,3.0303,3.0303,0.1409,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,13,"Account opening, closing, or management",Oklahoma City,issue_rank_in_district,1.0,51,32,1,1,8,,,0.75,665.375,2.4902,15.6863,0.0,5.8824,0.2178,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,13,Deposits and withdrawals,Oklahoma City,issue_rank_in_district,2.0,35,26,1,1,6,,,0.8333,903.0,1.8286,14.2857,0.0,0.0,0.1495,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,13,Problems caused by my funds being low,Oklahoma City,issue_rank_in_district,3.0,18,16,1,1,1,,,0.0,1154.0,1.7778,16.6667,0.0,0.0,0.0769,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,19,"Account opening, closing, or management",Atlanta,issue_rank_in_district,1.0,70,39,1,1,8,,,1.375,520.0,2.0143,17.1429,1.4286,0.0,0.2989,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,19,Deposits and withdrawals,Atlanta,issue_rank_in_district,2.0,52,35,1,1,7,,,0.8571,636.0,2.0769,9.6154,0.0,3.8462,0.222,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,19,Problems caused by my funds being low,Atlanta,issue_rank_in_district,3.0,32,23,1,1,2,,,2.0,724.5,1.5313,21.875,0.0,0.0,0.1366,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,46,"Account opening, closing, or management",San Diego,issue_rank_in_district,1.0,72,47,1,1,11,,,0.7273,866.0,2.0833,25.0,0.0,0.0,0.3074,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,46,Deposits and withdrawals,San Diego,issue_rank_in_district,2.0,42,36,1,1,3,,,1.0,973.3333,1.7381,9.5238,7.1429,0.0,0.1793,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,46,Problems caused by my funds being low,San Diego,issue_rank_in_district,3.0,30,24,1,1,2,,,0.0,606.5,1.5667,16.6667,0.0,0.0,0.1281,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,59,"Account opening, closing, or management",Quincy,issue_rank_in_district,1.0,81,47,1,1,9,,,0.5556,881.3333,2.3704,17.284,0.0,0.0,0.3459,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,59,Deposits and withdrawals,Quincy,issue_rank_in_district,2.0,44,31,1,1,6,,,1.3333,807.3333,2.1818,4.5455,0.0,2.2727,0.1879,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,59,Problems caused by my funds being low,Quincy,issue_rank_in_district,3.0,23,20,1,1,2,,,0.0,739.5,2.7391,17.3913,0.0,0.0,0.0982,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,61,"Account opening, closing, or management",Fall River,issue_rank_in_district,1.0,66,34,1,1,8,,,1.25,590.0,1.6667,18.1818,0.0,0.0,0.2818,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,61,Deposits and withdrawals,Fall River,issue_rank_in_district,2.0,44,29,1,1,12,,,1.0,614.6667,1.9091,9.0909,2.2727,6.8182,0.1879,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,61,Problems caused by my funds being low,Fall River,issue_rank_in_district,3.0,16,14,1,1,1,,,0.0,877.0,3.3125,18.75,0.0,0.0,0.0683,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,66,"Account opening, closing, or management",Warwick,issue_rank_in_district,1.0,65,43,1,1,13,,,1.0,645.3077,2.3385,18.4615,0.0,0.0,0.2776,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,66,Deposits and withdrawals,Warwick,issue_rank_in_district,2.0,51,37,1,1,5,,,0.8,982.4,1.6275,19.6078,0.0,0.0,0.2178,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,66,Billing disputes,Warwick,issue_rank_in_district,3.0,23,17,1,1,2,,,1.0,540.5,6.1304,21.7391,0.0,8.6957,0.0982,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,10,"Account opening, closing, or management",Detroit,issue_rank_in_district,1.0,57,40,1,1,5,,,0.4,801.2,1.9649,14.0351,0.0,3.5088,0.2434,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,10,Deposits and withdrawals,Detroit,issue_rank_in_district,2.0,43,31,1,1,9,,,0.8889,591.3333,1.4884,13.9535,0.0,0.0,0.1836,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,10,Billing disputes,Detroit,issue_rank_in_district,3.0,20,17,1,1,3,,,0.0,1014.6667,1.55,15.0,5.0,10.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,18,"Account opening, closing, or management",Albuquerque,issue_rank_in_district,1.0,86,45,1,1,12,,,0.75,440.75,2.0349,22.093,1.1628,1.1628,0.3672,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,18,Deposits and withdrawals,Albuquerque,issue_rank_in_district,2.0,38,29,1,1,8,,,1.0,839.75,2.1053,13.1579,0.0,0.0,0.1623,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,18,Problems caused by my funds being low,Albuquerque,issue_rank_in_district,3.0,26,21,1,1,1,,,0.0,755.0,1.3462,15.3846,0.0,0.0,0.111,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,29,"Account opening, closing, or management",Newark,issue_rank_in_district,1.0,66,39,1,1,8,,,0.75,563.5,1.9848,18.1818,4.5455,4.5455,0.2818,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,29,Deposits and withdrawals,Newark,issue_rank_in_district,2.0,39,24,1,1,5,,,0.8,511.2,2.1795,15.3846,0.0,2.5641,0.1665,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,29,Problems caused by my funds being low,Newark,issue_rank_in_district,3.0,20,16,1,1,1,,,1.0,844.0,1.75,10.0,0.0,5.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,34,"Account opening, closing, or management",Little Rock,issue_rank_in_district,1.0,49,28,1,1,6,,,0.5,508.5,2.6122,16.3265,2.0408,2.0408,0.2092,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,34,Deposits and withdrawals,Little Rock,issue_rank_in_district,2.0,25,18,1,1,3,,,1.3333,393.6667,10.32,12.0,0.0,0.0,0.1068,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,34,Problems caused by my funds being low,Little Rock,issue_rank_in_district,3.0,23,21,1,1,2,,,2.0,722.5,1.8696,21.7391,0.0,0.0,0.0982,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,47,"Account opening, closing, or management",Charleston,issue_rank_in_district,1.0,68,42,1,1,6,,,1.0,737.6667,2.8529,14.7059,0.0,0.0,0.2904,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,47,Deposits and withdrawals,Charleston,issue_rank_in_district,2.0,55,37,1,1,10,,,0.8,642.7,3.2,20.0,0.0,0.0,0.2349,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,47,Problems caused by my funds being low,Charleston,issue_rank_in_district,3.0,26,23,1,1,2,,,0.5,984.0,2.1154,7.6923,0.0,3.8462,0.111,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,49,"Account opening, closing, or management",Burlington,issue_rank_in_district,1.0,56,34,1,1,10,,,0.0,733.7,2.3036,17.8571,0.0,0.0,0.2391,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,49,Deposits and withdrawals,Burlington,issue_rank_in_district,2.0,37,23,1,1,6,,,0.5,497.1667,1.8378,18.9189,0.0,0.0,0.158,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,49,Problems caused by my funds being low,Burlington,issue_rank_in_district,3.0,22,21,1,1,1,,,0.0,868.0,2.4545,13.6364,4.5455,0.0,0.0939,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,2,"Account opening, closing, or management",Jacksonville,issue_rank_in_district,1.0,44,27,1,1,3,,,1.6667,1140.6667,1.8864,18.1818,0.0,2.2727,0.1879,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,2,Deposits and withdrawals,Jacksonville,issue_rank_in_district,2.0,29,24,1,1,2,,,0.0,854.0,2.7586,17.2414,3.4483,0.0,0.1238,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,2,Billing disputes,Jacksonville,issue_rank_in_district,3.0,20,18,1,1,1,,,2.0,85.0,1.65,35.0,0.0,0.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,28,Deposits and withdrawals,Anchorage,issue_rank_in_district,1.0,51,34,1,1,10,,,0.9,448.6,2.3137,11.7647,0.0,0.0,0.2178,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,28,"Account opening, closing, or management",Anchorage,issue_rank_in_district,2.0,49,33,1,1,8,,,0.75,762.625,2.5714,24.4898,0.0,0.0,0.2092,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,28,Problems caused by my funds being low,Anchorage,issue_rank_in_district,3.0,25,20,1,1,0,,,,,1.24,4.0,0.0,0.0,0.1068,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,39,"Account opening, closing, or management",Charleston,issue_rank_in_district,1.0,48,33,1,1,9,,,0.4444,814.0,3.0625,18.75,4.1667,0.0,0.205,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,39,Deposits and withdrawals,Charleston,issue_rank_in_district,2.0,43,30,1,1,6,,,0.6667,864.1667,2.2558,16.2791,0.0,2.3256,0.1836,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,39,Billing disputes,Charleston,issue_rank_in_district,3.0,16,13,1,1,2,,,1.0,844.5,1.5625,50.0,0.0,0.0,0.0683,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,60,"Account opening, closing, or management",Lynn,issue_rank_in_district,1.0,81,43,1,1,19,,,0.5789,774.8421,8.5062,12.3457,0.0,1.2346,0.3459,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,60,Deposits and withdrawals,Lynn,issue_rank_in_district,2.0,44,35,1,1,6,,,0.6667,803.5,2.8864,11.3636,4.5455,0.0,0.1879,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,60,Problems caused by my funds being low,Lynn,issue_rank_in_district,3.0,25,20,1,1,2,,,2.0,411.0,1.24,4.0,0.0,4.0,0.1068,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,63,"Account opening, closing, or management",Norwalk,issue_rank_in_district,1.0,70,42,1,1,9,,,0.7778,663.1111,1.9429,21.4286,0.0,0.0,0.2989,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,63,Deposits and withdrawals,Norwalk,issue_rank_in_district,2.0,30,23,1,1,2,,,1.0,1036.0,1.5,20.0,0.0,3.3333,0.1281,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,63,Problems caused by my funds being low,Norwalk,issue_rank_in_district,3.0,27,20,1,1,4,,,1.0,463.75,0.6667,7.4074,0.0,0.0,0.1153,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,71,"Account opening, closing, or management",Somerville,issue_rank_in_district,1.0,55,35,1,1,10,,,1.0,710.4,2.3091,23.6364,1.8182,0.0,0.2349,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,71,Deposits and withdrawals,Somerville,issue_rank_in_district,2.0,23,17,1,1,4,,,1.5,530.75,1.6522,13.0435,0.0,4.3478,0.0982,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,71,Problems caused by my funds being low,Somerville,issue_rank_in_district,3.0,16,15,1,1,4,,,0.25,829.0,3.1875,18.75,0.0,0.0,0.0683,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,50,"Account opening, closing, or management",Buffalo,issue_rank_in_district,1.0,69,41,1,1,12,,,0.8333,629.1667,5.3478,23.1884,0.0,1.4493,0.2946,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,50,Deposits and withdrawals,Buffalo,issue_rank_in_district,2.0,46,29,1,1,8,,,1.125,521.75,4.1957,19.5652,0.0,2.1739,0.1964,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,50,Problems caused by my funds being low,Buffalo,issue_rank_in_district,3.0,22,20,1,1,1,,,0.0,247.0,1.8636,4.5455,0.0,0.0,0.0939,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,74,"Account opening, closing, or management",Chicago,issue_rank_in_district,1.0,206,122,1,1,29,,,0.8621,677.4138,2.5388,19.4175,0.4854,0.9709,0.8796,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,74,Deposits and withdrawals,Chicago,issue_rank_in_district,2.0,124,92,1,1,13,,,0.3846,734.6923,2.25,19.3548,1.6129,0.8065,0.5295,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,74,Billing disputes,Chicago,issue_rank_in_district,3.0,60,49,1,1,2,,,2.0,871.0,1.85,28.3333,0.0,3.3333,0.2562,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,42,"Account opening, closing, or management",Billings,issue_rank_in_district,1.0,68,40,1,1,13,,,0.5385,594.0769,2.5441,20.5882,2.9412,1.4706,0.2904,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,42,Deposits and withdrawals,Billings,issue_rank_in_district,2.0,33,24,1,1,8,,,1.0,576.75,2.0,15.1515,0.0,6.0606,0.1409,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,42,Problems caused by my funds being low,Billings,issue_rank_in_district,3.0,18,16,1,1,1,,,1.0,1635.0,1.7778,11.1111,0.0,0.0,0.0769,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,70,"Account opening, closing, or management",Los Angeles,issue_rank_in_district,1.0,179,112,1,1,24,,,0.5833,688.4583,2.0447,18.9944,0.5587,0.5587,0.7643,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,70,Deposits and withdrawals,Los Angeles,issue_rank_in_district,2.0,119,80,1,1,18,,,0.8889,599.2778,3.1933,13.4454,1.6807,0.8403,0.5081,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,70,Billing disputes,Los Angeles,issue_rank_in_district,3.0,56,49,1,1,3,,,1.0,973.0,13.8929,25.0,1.7857,7.1429,0.2391,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,5,"Account opening, closing, or management",Indianapolis,issue_rank_in_district,1.0,71,47,1,1,16,,,0.5,664.0625,2.5915,18.3099,0.0,1.4085,0.3032,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,5,Deposits and withdrawals,Indianapolis,issue_rank_in_district,2.0,42,32,1,1,9,,,0.5556,786.4444,2.381,9.5238,0.0,0.0,0.1793,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,5,Billing disputes,Indianapolis,issue_rank_in_district,3.0,20,17,1,1,4,,,1.0,946.75,2.7,20.0,0.0,0.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,9,"Account opening, closing, or management",Boston,issue_rank_in_district,1.0,59,42,1,1,13,,,0.7692,596.9231,1.8814,25.4237,5.0847,0.0,0.2519,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,9,Deposits and withdrawals,Boston,issue_rank_in_district,2.0,43,31,1,1,8,,,0.5,545.25,4.0465,23.2558,2.3256,4.6512,0.1836,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,9,Using a debit or ATM card,Boston,issue_rank_in_district,3.0,19,16,1,1,2,,,2.0,613.0,1.4211,36.8421,0.0,5.2632,0.0811,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,14,"Account opening, closing, or management",Las Vegas,issue_rank_in_district,1.0,44,27,1,1,7,,,0.8571,535.0,2.3864,15.9091,0.0,0.0,0.1879,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,14,Deposits and withdrawals,Las Vegas,issue_rank_in_district,2.0,28,23,1,1,5,,,1.2,529.4,1.1786,17.8571,3.5714,0.0,0.1196,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,14,Problems caused by my funds being low,Las Vegas,issue_rank_in_district,3.0,21,17,1,1,1,,,2.0,717.0,2.381,4.7619,0.0,9.5238,0.0897,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,17,"Account opening, closing, or management",Milwaukee,issue_rank_in_district,1.0,58,35,1,1,12,,,0.8333,727.9167,2.069,20.6897,1.7241,3.4483,0.2477,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,17,Deposits and withdrawals,Milwaukee,issue_rank_in_district,2.0,36,26,1,1,5,,,0.4,883.2,1.75,27.7778,0.0,2.7778,0.1537,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,17,Problems caused by my funds being low,Milwaukee,issue_rank_in_district,3.0,17,14,1,1,0,,,,,1.2941,29.4118,5.8824,0.0,0.0726,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,30,"Account opening, closing, or management",Boise,issue_rank_in_district,1.0,47,36,1,1,5,,,1.4,597.2,2.5532,10.6383,2.1277,0.0,0.2007,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,30,Deposits and withdrawals,Boise,issue_rank_in_district,2.0,30,25,1,1,6,,,1.1667,567.0,2.3333,16.6667,0.0,3.3333,0.1281,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,30,Billing disputes,Boise,issue_rank_in_district,3.0,23,18,1,1,0,,,,,2.087,21.7391,4.3478,4.3478,0.0982,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,44,"Account opening, closing, or management",Portland,issue_rank_in_district,1.0,54,36,1,1,7,,,0.0,892.2857,2.5926,22.2222,0.0,0.0,0.2306,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,44,Deposits and withdrawals,Portland,issue_rank_in_district,2.0,43,32,1,1,7,,,0.8571,968.8571,3.7442,16.2791,0.0,2.3256,0.1836,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,44,Problems caused by my funds being low,Portland,issue_rank_in_district,3.0,20,15,1,1,4,,,0.0,479.5,2.6,10.0,0.0,0.0,0.0854,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,65,"Account opening, closing, or management",Newton,issue_rank_in_district,1.0,53,30,1,1,9,,,0.8889,567.7778,2.8113,16.9811,3.7736,3.7736,0.2263,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,65,Deposits and withdrawals,Newton,issue_rank_in_district,2.0,29,22,1,1,1,,,1.0,695.0,1.6207,13.7931,0.0,6.8966,0.1238,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,65,Problems caused by my funds being low,Newton,issue_rank_in_district,3.0,16,15,1,1,0,,,,,0.9375,0.0,0.0,0.0,0.0683,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,75,"Account opening, closing, or management",Rochester,issue_rank_in_district,1.0,59,39,1,1,9,,,0.5556,798.7778,2.0169,13.5593,1.6949,1.6949,0.2519,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,75,Deposits and withdrawals,Rochester,issue_rank_in_district,2.0,36,28,1,1,6,,,0.1667,835.0,2.4167,5.5556,2.7778,2.7778,0.1537,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,75,Problems caused by my funds being low,Rochester,issue_rank_in_district,3.0,31,27,1,1,3,,,1.3333,1170.6667,1.9355,25.8065,0.0,0.0,0.1324,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,35,"Account opening, closing, or management",Sioux Falls,issue_rank_in_district,1.0,68,38,1,1,7,,,0.4286,496.7143,4.0735,17.6471,0.0,2.9412,0.2904,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,35,Deposits and withdrawals,Sioux Falls,issue_rank_in_district,2.0,41,29,1,1,6,,,1.0,651.1667,2.878,9.7561,0.0,2.439,0.1751,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,35,Using a debit or ATM card,Sioux Falls,issue_rank_in_district,3.0,17,15,1,1,2,,,1.0,733.5,1.6471,17.6471,0.0,0.0,0.0726,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,37,"Account opening, closing, or management",Jackson,issue_rank_in_district,1.0,50,32,1,1,9,,,0.8889,588.2222,5.32,16.0,0.0,2.0,0.2135,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,37,Deposits and withdrawals,Jackson,issue_rank_in_district,2.0,27,20,1,1,4,,,0.0,838.25,2.037,14.8148,3.7037,0.0,0.1153,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,37,Billing disputes,Jackson,issue_rank_in_district,3.0,21,18,1,1,3,,,0.6667,451.6667,3.7619,23.8095,0.0,0.0,0.0897,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,54,"Account opening, closing, or management",Houston,issue_rank_in_district,1.0,178,108,1,1,22,,,1.0455,850.0,3.0506,17.9775,1.1236,1.6854,0.7601,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,54,Deposits and withdrawals,Houston,issue_rank_in_district,2.0,125,87,1,1,19,,,1.0526,725.8421,2.888,20.0,1.6,0.0,0.5338,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,54,Problems caused by my funds being low,Houston,issue_rank_in_district,3.0,59,48,1,1,3,,,0.0,497.6667,4.1017,16.9492,0.0,1.6949,0.2519,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,62,"Account opening, closing, or management",Nashua,issue_rank_in_district,1.0,66,42,1,1,11,,,0.8182,784.4545,1.8939,12.1212,0.0,4.5455,0.2818,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,62,Problems caused by my funds being low,Nashua,issue_rank_in_district,2.0,30,24,1,1,2,,,0.0,300.0,3.7333,3.3333,0.0,3.3333,0.1281,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,62,Deposits and withdrawals,Nashua,issue_rank_in_district,3.0,28,22,1,1,5,,,0.4,958.0,1.7143,14.2857,0.0,0.0,0.1196,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,64,"Account opening, closing, or management",Phoenix,issue_rank_in_district,1.0,111,67,1,1,10,,,0.7,498.0,1.982,14.4144,1.8018,0.0,0.474,,Show which local issue types explain district complaint burden.
district_issue_mix,district_issue,64,Deposits and withdrawals,Phoenix,issue_rank_in_district,2.0,88,61,1,1,14,,,1.0714,849.8571,2.125,14.7727,1.1364,0.0,0.3758,,Show which local issue types explain district complaint burden.
