evidence_block,grain,item,item_2,item_3,rank_label,rank_value,complaints,clients,districts,regions,calls,avg_priority,avg_service_seconds,avg_sent_delay_days,dispute_rate_pct,untimely_rate_pct,no_relief_rate_pct,share_pct,notes
subproduct_region_mix,subproduct_region,Bank account or service,Checking account,South,region_rank_in_subproduct,2.0,1949,870,17,1,250,0.824,726.68,2.335,16.2134,1.1801,1.2314,8.3223,Compare regional reach inside sub-products.
subproduct_region_mix,subproduct_region,Bank account or service,Checking account,West,region_rank_in_subproduct,3.0,1619,730,13,1,210,0.8238,701.381,2.0982,15.2563,1.3589,1.3589,6.9132,Compare regional reach inside sub-products.
subproduct_region_mix,subproduct_region,Bank account or service,Checking account,Midwest,region_rank_in_subproduct,4.0,1451,678,12,1,180,0.7556,637.1278,2.3549,16.4714,0.6892,1.1716,6.1958,Compare regional reach inside sub-products.
subproduct_region_mix,subproduct_region,Bank account or service,Checking account,unknown,region_rank_in_subproduct,5.0,322,138,3,1,51,0.6667,575.6863,2.2112,18.6335,0.3106,0.6211,1.375,Compare regional reach inside sub-products.
subproduct_call_overlay,subproduct_call,Bank account or service,Cashing a check without an account,unknown,call_type_rank_in_subproduct,1.0,104,102,51,5,0,,,1.8462,15.3846,0.9615,1.9231,0.4441,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Cashing a check without an account,PS,call_type_rank_in_subproduct,2.0,13,13,9,5,13,1.1538,818.0,1.8462,7.6923,0.0,7.6923,0.0555,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Cashing a check without an account,NW,call_type_rank_in_subproduct,3.0,5,5,5,3,5,0.0,421.4,0.8,0.0,0.0,20.0,0.0214,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Cashing a check without an account,IN,call_type_rank_in_subproduct,4.0,1,1,1,1,1,0.0,429.0,2.0,0.0,0.0,100.0,0.0043,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Cashing a check without an account,NE,call_type_rank_in_subproduct,5.0,1,1,1,1,1,0.0,1016.0,1.0,0.0,0.0,0.0,0.0043,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,(CD) Certificate of deposit,unknown,call_type_rank_in_subproduct,1.0,305,297,73,5,0,,,3.8262,23.9344,2.623,2.2951,1.3024,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,(CD) Certificate of deposit,PS,call_type_rank_in_subproduct,2.0,48,47,30,5,48,1.0,666.2917,3.0625,18.75,2.0833,4.1667,0.205,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,(CD) Certificate of deposit,NW,call_type_rank_in_subproduct,3.0,15,15,13,5,15,0.1333,700.4667,10.2,0.0,0.0,6.6667,0.0641,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,(CD) Certificate of deposit,NE,call_type_rank_in_subproduct,4.0,6,6,6,4,6,1.6667,567.1667,2.8333,33.3333,16.6667,0.0,0.0256,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,(CD) Certificate of deposit,PE,call_type_rank_in_subproduct,5.0,1,1,1,1,1,0.0,970.0,2.0,0.0,0.0,0.0,0.0043,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Other bank product/service,unknown,call_type_rank_in_subproduct,1.0,2526,1996,77,5,0,,,2.863,18.0918,0.9105,0.5938,10.7861,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Other bank product/service,PS,call_type_rank_in_subproduct,2.0,195,193,70,5,195,0.9026,742.241,2.1077,15.3846,2.0513,2.0513,0.8327,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Other bank product/service,NW,call_type_rank_in_subproduct,3.0,39,39,27,5,39,0.0513,681.3333,3.9231,12.8205,2.5641,0.0,0.1665,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Other bank product/service,NE,call_type_rank_in_subproduct,4.0,22,22,20,4,22,0.9091,647.3182,0.8182,18.1818,0.0,0.0,0.0939,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Other bank product/service,TT,call_type_rank_in_subproduct,5.0,9,8,7,3,9,0.7778,513.4444,7.4444,11.1111,0.0,0.0,0.0384,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Credit card,unknown_sub_product,unknown,call_type_rank_in_subproduct,1.0,8629,4280,77,5,0,,,2.6833,22.9691,2.2482,4.9832,36.8462,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Credit card,unknown_sub_product,PS,call_type_rank_in_subproduct,2.0,475,452,76,5,475,0.8968,713.8274,4.1916,21.4737,3.5789,6.3158,2.0283,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Credit card,unknown_sub_product,NW,call_type_rank_in_subproduct,3.0,134,131,58,5,134,0.2015,667.3657,5.2313,23.1343,2.9851,2.9851,0.5722,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Credit card,unknown_sub_product,NE,call_type_rank_in_subproduct,4.0,59,59,39,5,59,1.1525,634.9492,1.9153,16.9492,3.3898,8.4746,0.2519,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Credit card,unknown_sub_product,TT,call_type_rank_in_subproduct,5.0,20,20,18,4,20,0.95,601.4,2.55,25.0,0.0,5.0,0.0854,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Savings account,unknown,call_type_rank_in_subproduct,1.0,663,626,77,5,0,,,2.8658,17.4962,1.2066,1.6591,2.831,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Savings account,PS,call_type_rank_in_subproduct,2.0,88,85,50,5,88,0.8523,681.2045,3.25,17.0455,0.0,1.1364,0.3758,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Savings account,NW,call_type_rank_in_subproduct,3.0,19,19,16,5,19,0.1579,883.3684,3.3158,15.7895,0.0,5.2632,0.0811,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Savings account,NE,call_type_rank_in_subproduct,4.0,15,15,13,4,15,0.8,731.4667,1.6,26.6667,0.0,6.6667,0.0641,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Savings account,IN,call_type_rank_in_subproduct,5.0,3,3,3,1,3,0.6667,739.0,1.3333,33.3333,0.0,0.0,0.0128,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Checking account,unknown,call_type_rank_in_subproduct,1.0,8688,4285,77,5,0,,,2.2249,16.0912,1.0359,1.4157,37.0981,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Checking account,PS,call_type_rank_in_subproduct,2.0,904,840,77,5,904,0.8982,694.7046,2.4723,13.9381,1.5487,2.323,3.8601,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Checking account,NW,call_type_rank_in_subproduct,3.0,212,209,69,5,212,0.1887,655.0613,2.8113,14.6226,0.4717,1.8868,0.9052,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Checking account,NE,call_type_rank_in_subproduct,4.0,131,131,60,5,131,1.1832,713.8092,3.3282,12.9771,0.7634,3.0534,0.5594,Use call linkage as a sub-product operations layer.
subproduct_call_overlay,subproduct_call,Bank account or service,Checking account,TT,call_type_rank_in_subproduct,5.0,52,52,34,5,52,1.0192,719.5577,1.7308,15.3846,0.0,3.8462,0.222,Use call linkage as a sub-product operations layer.
