evidence_block,grain,item,item_2,item_3,rank_label,rank_value,calls,linked_complaints,clients,districts,regions,avg_priority,avg_service_seconds,avg_sent_delay_days,dispute_rate_pct,untimely_rate_pct,no_relief_rate_pct,linked_rate_pct,share_pct,notes
call_issue_overlay,issue_call_type,Balance transfer fee,PS,,call_type_rank_in_issue,1.0,1,1,1,1,1,0.0,24.0,4.0,0.0,0.0,0.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,Cash advance fee,PS,,call_type_rank_in_issue,1.0,2,2,2,2,1,0.0,881.5,2.0,50.0,100.0,50.0,100.0,0.05,Check issue mix within call types.
call_issue_overlay,issue_call_type,"Account opening, closing, or management",PS,,call_type_rank_in_issue,1.0,584,584,557,77,5,0.899,700.8784,2.3219,14.8973,1.5411,2.226,100.0,14.6037,Check issue mix within call types.
call_issue_overlay,issue_call_type,"Account opening, closing, or management",NW,,call_type_rank_in_issue,2.0,140,140,139,58,5,0.1857,697.8643,2.85,12.8571,0.7143,0.7143,100.0,3.5009,Check issue mix within call types.
call_issue_overlay,issue_call_type,"Account opening, closing, or management",NE,,call_type_rank_in_issue,3.0,86,86,86,53,5,1.1977,687.814,2.9419,12.7907,1.1628,1.1628,100.0,2.1505,Check issue mix within call types.
call_issue_overlay,issue_call_type,Credit line increase/decrease,PS,,call_type_rank_in_issue,1.0,11,11,11,11,3,1.0,701.5455,5.1818,27.2727,18.1818,0.0,100.0,0.2751,Check issue mix within call types.
call_issue_overlay,issue_call_type,Credit line increase/decrease,NW,,call_type_rank_in_issue,2.0,6,6,6,6,4,0.3333,691.1667,2.1667,16.6667,0.0,0.0,100.0,0.15,Check issue mix within call types.
call_issue_overlay,issue_call_type,Credit line increase/decrease,NE,,call_type_rank_in_issue,3.0,2,2,2,2,2,1.0,181.5,1.5,0.0,0.0,0.0,100.0,0.05,Check issue mix within call types.
call_issue_overlay,issue_call_type,Deposits and withdrawals,PS,,call_type_rank_in_issue,1.0,394,394,387,74,5,0.9492,694.0102,2.8553,14.9746,1.0152,2.5381,100.0,9.8525,Check issue mix within call types.
call_issue_overlay,issue_call_type,Deposits and withdrawals,NW,,call_type_rank_in_issue,2.0,93,93,92,50,5,0.1183,690.2258,4.8172,13.9785,1.0753,4.3011,100.0,2.3256,Check issue mix within call types.
call_issue_overlay,issue_call_type,Deposits and withdrawals,NE,,call_type_rank_in_issue,3.0,55,55,55,35,5,1.1273,723.6,3.4182,12.7273,1.8182,3.6364,100.0,1.3753,Check issue mix within call types.
call_issue_overlay,issue_call_type,Other fee,PS,,call_type_rank_in_issue,1.0,9,9,9,9,4,0.7778,518.4444,1.6667,22.2222,0.0,22.2222,100.0,0.2251,Check issue mix within call types.
call_issue_overlay,issue_call_type,Other fee,NW,,call_type_rank_in_issue,2.0,2,2,2,2,2,1.0,779.5,0.5,0.0,0.0,0.0,100.0,0.05,Check issue mix within call types.
call_issue_overlay,issue_call_type,Other fee,TT,,call_type_rank_in_issue,3.0,1,1,1,1,1,2.0,1292.0,1.0,0.0,0.0,0.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,Payoff process,PS,,call_type_rank_in_issue,1.0,12,12,12,8,4,1.1667,843.0833,2.5833,16.6667,0.0,16.6667,100.0,0.3001,Check issue mix within call types.
call_issue_overlay,issue_call_type,Payoff process,NE,,call_type_rank_in_issue,2.0,2,2,2,2,2,2.0,377.5,3.0,100.0,0.0,0.0,100.0,0.05,Check issue mix within call types.
call_issue_overlay,issue_call_type,Payoff process,NW,,call_type_rank_in_issue,3.0,2,2,2,2,1,0.0,720.5,42.0,50.0,0.0,0.0,100.0,0.05,Check issue mix within call types.
call_issue_overlay,issue_call_type,Privacy,PE,,call_type_rank_in_issue,1.0,1,1,1,1,1,2.0,1297.0,0.0,0.0,0.0,0.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,Privacy,PS,,call_type_rank_in_issue,2.0,1,1,1,1,1,2.0,869.0,45.0,100.0,0.0,100.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,Privacy,TT,,call_type_rank_in_issue,3.0,1,1,1,1,1,2.0,777.0,0.0,100.0,0.0,0.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,Customer service / Customer relations,PS,,call_type_rank_in_issue,1.0,19,19,19,17,5,0.9474,667.0,2.2105,26.3158,0.0,0.0,100.0,0.4751,Check issue mix within call types.
call_issue_overlay,issue_call_type,Customer service / Customer relations,NW,,call_type_rank_in_issue,2.0,15,15,15,12,4,0.3333,536.3333,4.8667,26.6667,0.0,0.0,100.0,0.3751,Check issue mix within call types.
call_issue_overlay,issue_call_type,Customer service / Customer relations,NE,,call_type_rank_in_issue,3.0,3,3,3,3,3,1.3333,587.0,0.6667,33.3333,0.0,0.0,100.0,0.075,Check issue mix within call types.
call_issue_overlay,issue_call_type,Overlimit fee,PS,,call_type_rank_in_issue,1.0,1,1,1,1,1,2.0,267.0,5.0,0.0,0.0,0.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,Credit card protection / Debt protection,PS,,call_type_rank_in_issue,1.0,19,19,19,16,5,0.7368,766.7895,2.3684,36.8421,5.2632,15.7895,100.0,0.4751,Check issue mix within call types.
call_issue_overlay,issue_call_type,Credit card protection / Debt protection,NW,,call_type_rank_in_issue,2.0,2,2,2,2,2,0.0,617.5,0.0,50.0,0.0,0.0,100.0,0.05,Check issue mix within call types.
call_issue_overlay,issue_call_type,Credit card protection / Debt protection,NE,,call_type_rank_in_issue,3.0,1,1,1,1,1,0.0,1006.0,1.0,0.0,0.0,100.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,Arbitration,PS,,call_type_rank_in_issue,1.0,2,2,2,2,2,1.0,675.5,15.0,0.0,50.0,50.0,100.0,0.05,Check issue mix within call types.
call_issue_overlay,issue_call_type,Billing statement,PS,,call_type_rank_in_issue,1.0,9,9,9,8,4,0.4444,864.5556,3.6667,33.3333,0.0,11.1111,100.0,0.2251,Check issue mix within call types.
call_issue_overlay,issue_call_type,Billing statement,NW,,call_type_rank_in_issue,2.0,7,7,7,7,5,0.1429,702.7143,1.2857,0.0,0.0,14.2857,100.0,0.175,Check issue mix within call types.
call_issue_overlay,issue_call_type,Billing statement,TT,,call_type_rank_in_issue,3.0,1,1,1,1,1,0.0,496.0,0.0,100.0,0.0,0.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,"Making/receiving payments, sending money",PS,,call_type_rank_in_issue,1.0,86,86,86,52,5,0.9535,706.3953,2.3488,12.7907,3.4884,3.4884,100.0,2.1505,Check issue mix within call types.
call_issue_overlay,issue_call_type,"Making/receiving payments, sending money",NW,,call_type_rank_in_issue,2.0,22,22,22,19,4,0.1818,620.6364,1.9545,31.8182,0.0,9.0909,100.0,0.5501,Check issue mix within call types.
call_issue_overlay,issue_call_type,"Making/receiving payments, sending money",NE,,call_type_rank_in_issue,3.0,9,9,9,9,5,1.0,740.6667,1.7778,33.3333,0.0,0.0,100.0,0.2251,Check issue mix within call types.
call_issue_overlay,issue_call_type,Late fee,PS,,call_type_rank_in_issue,1.0,15,15,15,13,5,0.4,657.4667,2.4,33.3333,6.6667,13.3333,100.0,0.3751,Check issue mix within call types.
call_issue_overlay,issue_call_type,Late fee,NW,,call_type_rank_in_issue,2.0,2,2,2,2,2,0.0,694.5,3.0,0.0,0.0,0.0,100.0,0.05,Check issue mix within call types.
call_issue_overlay,issue_call_type,Late fee,NE,,call_type_rank_in_issue,3.0,1,1,1,1,1,0.0,1207.0,6.0,0.0,0.0,0.0,100.0,0.025,Check issue mix within call types.
call_issue_overlay,issue_call_type,no_linked_issue,unknown_type,,call_type_rank_in_issue,1.0,984,0,0,0,1,,635.7104,,,,,0.0,24.6062,Check issue mix within call types.
call_issue_overlay,issue_call_type,no_linked_issue,PS,,call_type_rank_in_issue,2.0,273,0,0,0,1,0.7326,113.5421,,,,,0.0,6.8267,Check issue mix within call types.
call_issue_overlay,issue_call_type,no_linked_issue,NW,,call_type_rank_in_issue,3.0,200,0,0,0,1,0.005,57.645,,,,,0.0,5.0013,Check issue mix within call types.
