evidence_block,grain,item,item_2,item_3,rank_label,rank_value,catalog_book_count,sold_book_count,line_count,order_count,customer_count,publisher_count,language_count,total_price,avg_price,avg_pages,share_pct,notes
author_language_mix,author_language,Philip K. Dick,Spanish,,language_rank_within_author,3.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Piers Anthony,British English,,language_rank_within_author,3.0,1,1,1,1,,,,9.85,9.85,,3.2246,Language mix inside top author portfolios.
author_language_mix,author_language,Plato,British English,,language_rank_within_author,3.0,2,2,1,1,,,,2.05,2.05,,1.2055,Language mix inside top author portfolios.
author_language_mix,author_language,Quentin Blake,French,,language_rank_within_author,3.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Roald Dahl,British English,,language_rank_within_author,3.0,3,3,3,3,,,,39.26,13.0867,,12.0674,Language mix inside top author portfolios.
author_language_mix,author_language,Rumiko Takahashi,English,,language_rank_within_author,3.0,17,17,8,8,,,,61.68,7.71,,23.5456,Language mix inside top author portfolios.
author_language_mix,author_language,Sandra Brown,United States English,,language_rank_within_author,3.0,2,2,2,2,,,,24.49,12.245,,6.7851,Language mix inside top author portfolios.
author_language_mix,author_language,Sophocles,Greek,,language_rank_within_author,3.0,1,1,2,2,,,,21.81,10.905,,12.8046,Language mix inside top author portfolios.
author_language_mix,author_language,Stephen King,French,,language_rank_within_author,3.0,3,3,3,3,,,,46.45,15.4833,,10.52,Language mix inside top author portfolios.
author_language_mix,author_language,Terry Pratchett,British English,,language_rank_within_author,3.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,V.C. Andrews,Spanish,,language_rank_within_author,3.0,2,2,1,1,,,,1.48,1.48,,0.7987,Language mix inside top author portfolios.
author_language_mix,author_language,William Goldman,Spanish,,language_rank_within_author,3.0,1,1,1,1,,,,16.45,16.45,,11.5812,Language mix inside top author portfolios.
author_language_mix,author_language,Anne Rice,Italian,,language_rank_within_author,4.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,C.S. Lewis,British English,,language_rank_within_author,4.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Chuck Palahniuk,French,,language_rank_within_author,4.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Dan Simmons,German,,language_rank_within_author,4.0,2,2,1,1,,,,2.43,2.43,,1.5756,Language mix inside top author portfolios.
author_language_mix,author_language,Dave Eggers,Spanish,,language_rank_within_author,4.0,1,1,1,1,,,,5.68,5.68,,3.5868,Language mix inside top author portfolios.
author_language_mix,author_language,Gabriel García Márquez,Portuguese,,language_rank_within_author,4.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Georg Wilhelm Friedrich Hegel,British English,,language_rank_within_author,4.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,J.R.R. Tolkien,French,,language_rank_within_author,4.0,2,2,2,2,,,,20.72,10.36,,7.8091,Language mix inside top author portfolios.
author_language_mix,author_language,Maeve Binchy,French,,language_rank_within_author,4.0,2,2,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Marian Keyes,British English,,language_rank_within_author,4.0,1,1,3,3,,,,22.56,7.52,,15.7906,Language mix inside top author portfolios.
author_language_mix,author_language,Neil Gaiman,Spanish,,language_rank_within_author,4.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Orson Scott Card,British English,,language_rank_within_author,4.0,2,2,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Roald Dahl,German,,language_rank_within_author,4.0,1,1,2,2,,,,29.24,14.62,,8.9875,Language mix inside top author portfolios.
author_language_mix,author_language,Rumiko Takahashi,Spanish,,language_rank_within_author,4.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Sandra Brown,Spanish,,language_rank_within_author,4.0,2,2,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Stephen King,United States English,,language_rank_within_author,4.0,5,5,3,3,,,,19.68,6.56,,4.4571,Language mix inside top author portfolios.
author_language_mix,author_language,Terry Pratchett,Spanish,,language_rank_within_author,4.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,V.C. Andrews,German,,language_rank_within_author,4.0,2,2,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,C.S. Lewis,Spanish,,language_rank_within_author,5.0,2,2,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Dan Simmons,United States English,,language_rank_within_author,5.0,3,3,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Dave Eggers,British English,,language_rank_within_author,5.0,1,1,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Marian Keyes,Spanish,,language_rank_within_author,5.0,2,2,0,0,,,,0.0,,,0.0,Language mix inside top author portfolios.
author_language_mix,author_language,Roald Dahl,Spanish,,language_rank_within_author,5.0,2,2,1,1,,,,13.21,13.21,,4.0604,Language mix inside top author portfolios.
author_language_mix,author_language,Stephen King,German,,language_rank_within_author,5.0,1,1,1,1,,,,0.37,0.37,,0.0838,Language mix inside top author portfolios.
author_lifecycle_mix,author_lifecycle,Agatha Christie,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,13,13,17,17,,,,146.46,8.6153,,58.6207,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Alan Dean Foster,delivered_path,,lifecycle_rank_within_author,1.0,8,8,9,9,,,,80.04,8.8933,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Aldous Huxley,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,7,7,9,9,,,,78.29,8.6989,,52.9412,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Anne Rice,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,7,7,9,9,,,,104.47,11.6078,,52.9412,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,C.S. Lewis,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,9,9,10,10,,,,101.71,10.171,,47.619,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Christopher Hitchens,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,7,7,9,9,,,,56.43,6.27,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Chuck Palahniuk,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,6,6,6,6,,,,74.56,12.4267,,46.1538,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Clive Cussler,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,8,8,8,8,,,,90.29,11.2863,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dan Simmons,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,8,8,10,10,,,,87.4,8.74,,55.5556,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dave Eggers,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,6,6,9,9,,,,64.22,7.1356,,56.25,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dean Koontz,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,8,8,11,11,,,,106.57,9.6882,,78.5714,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dick Francis,delivered_path,,lifecycle_rank_within_author,1.0,8,8,8,8,,,,87.76,10.97,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dr. Seuss,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,11,11,12,12,,,,152.87,12.7392,,85.7143,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Ernest Hemingway,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,6,6,6,6,,,,70.74,11.79,,54.5455,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Francine Pascal,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,8,8,9,9,,,,93.85,10.4278,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Gabriel García Márquez,delivered_path,,lifecycle_rank_within_author,1.0,8,8,9,9,,,,66.99,7.4433,,52.9412,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Georg Wilhelm Friedrich Hegel,delivered_path,,lifecycle_rank_within_author,1.0,7,7,7,7,,,,87.96,12.5657,,53.8462,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Gordon Korman,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,7,7,9,9,,,,107.96,11.9956,,39.1304,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Hiromu Arakawa,delivered_path,,lifecycle_rank_within_author,1.0,8,8,9,9,,,,75.74,8.4156,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Isaac Asimov,delivered_path,,lifecycle_rank_within_author,1.0,6,6,7,7,,,,77.76,11.1086,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,J.R.R. Tolkien,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,14,14,15,15,,,,132.64,8.8427,,55.5556,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Jack Vance,delivered_path,,lifecycle_rank_within_author,1.0,4,4,6,6,,,,77.52,12.92,,60.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,James Patterson,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,11,11,13,13,,,,129.39,9.9531,,54.1667,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Janet Evanovich,delivered_path,,lifecycle_rank_within_author,1.0,9,9,9,9,,,,103.2,11.4667,,69.2308,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Jodi Picoult,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,6,6,6,6,,,,67.34,11.2233,,54.5455,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,John Grisham,delivered_path,,lifecycle_rank_within_author,1.0,8,8,10,10,,,,96.44,9.644,,71.4286,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Kahlil Gibran,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,5,5,7,7,,,,97.16,13.88,,53.8462,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Laura Ingalls Wilder,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,5,5,7,7,,,,77.2,11.0286,,46.6667,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Laurell K. Hamilton,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,9,9,12,12,,,,129.87,10.8225,,57.1429,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Maeve Binchy,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,4,4,6,6,,,,88.94,14.8233,,54.5455,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Marcel Proust,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,5,5,12,12,,,,76.76,6.3967,,70.5882,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Margaret Weis,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,12,12,15,15,,,,154.03,10.2687,,62.5,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Marian Keyes,delivered_path,,lifecycle_rank_within_author,1.0,5,5,8,8,,,,95.9,11.9875,,57.1429,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Mark Twain,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,9,9,10,10,,,,101.91,10.191,,66.6667,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Mary Higgins Clark,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,11,11,12,12,,,,114.09,9.5075,,60.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Mercedes Lackey,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,11,11,14,14,,,,125.03,8.9307,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Neil Gaiman,delivered_path,,lifecycle_rank_within_author,1.0,10,10,11,11,,,,99.0,9.0,,55.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Orson Scott Card,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,11,11,13,13,,,,141.61,10.8931,,52.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,P.G. Wodehouse,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,17,17,22,22,,,,177.67,8.0759,,59.4595,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Philip K. Dick,delivered_path,,lifecycle_rank_within_author,1.0,9,9,9,9,,,,108.44,12.0489,,56.25,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Philippa Gregory,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,8,8,8,8,,,,89.96,11.245,,53.3333,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Piers Anthony,delivered_path,,lifecycle_rank_within_author,1.0,13,13,17,17,,,,213.3,12.5471,,62.963,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Plato,delivered_path,,lifecycle_rank_within_author,1.0,10,10,11,11,,,,99.46,9.0418,,57.8947,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Quentin Blake,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,10,10,16,16,,,,148.59,9.2869,,80.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Ray Bradbury,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,6,6,6,6,,,,69.94,11.6567,,46.1538,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Roald Dahl,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,16,16,21,21,,,,207.86,9.8981,,67.7419,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Robert A. Heinlein,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,5,5,7,7,,,,75.94,10.8486,,53.8462,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Rumiko Takahashi,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,10,10,11,11,,,,121.49,11.0445,,45.8333,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Sandra Brown,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,17,17,20,20,,,,186.63,9.3315,,54.0541,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Sophocles,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,6,6,8,8,,,,90.63,11.3287,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,SparkNotes,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,5,5,6,6,,,,67.96,11.3267,,46.1538,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Stephen King,delivered_path,,lifecycle_rank_within_author,1.0,21,21,27,27,,,,231.87,8.5878,,54.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Terry Pratchett,delivered_path,,lifecycle_rank_within_author,1.0,12,12,12,12,,,,110.52,9.21,,60.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Tom Clancy,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,10,10,13,13,,,,143.37,11.0285,,59.0909,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Tracy Hickman,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,10,10,12,12,,,,109.14,9.095,,63.1579,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Ursula K. Le Guin,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,8,8,9,9,,,,94.88,10.5422,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,V.C. Andrews,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,7,7,8,8,,,,89.5,11.1875,,47.0588,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,William Goldman,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,4,4,6,6,,,,84.15,14.025,,60.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,William Shakespeare,incomplete_or_in_progress,,lifecycle_rank_within_author,1.0,10,10,13,13,,,,142.43,10.9562,,46.4286,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,William Sleator,delivered_path,,lifecycle_rank_within_author,1.0,6,6,7,7,,,,67.47,9.6386,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Agatha Christie,delivered_path,,lifecycle_rank_within_author,2.0,10,10,11,11,,,,103.55,9.4136,,37.931,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Alan Dean Foster,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,7,7,8,8,,,,87.07,10.8837,,44.4444,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Aldous Huxley,delivered_path,,lifecycle_rank_within_author,2.0,6,6,7,7,,,,76.65,10.95,,41.1765,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Anne Rice,delivered_path,,lifecycle_rank_within_author,2.0,6,6,6,6,,,,72.35,12.0583,,35.2941,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,C.S. Lewis,delivered_path,,lifecycle_rank_within_author,2.0,7,7,7,7,,,,76.1,10.8714,,33.3333,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Christopher Hitchens,delivered_path,,lifecycle_rank_within_author,2.0,6,6,8,8,,,,74.73,9.3413,,44.4444,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Chuck Palahniuk,delivered_path,,lifecycle_rank_within_author,2.0,4,4,6,6,,,,73.2,12.2,,46.1538,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Clive Cussler,delivered_path,,lifecycle_rank_within_author,2.0,7,7,7,7,,,,65.15,9.3071,,43.75,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dan Simmons,delivered_path,,lifecycle_rank_within_author,2.0,6,6,6,6,,,,61.35,10.225,,33.3333,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dave Eggers,delivered_path,,lifecycle_rank_within_author,2.0,4,4,4,4,,,,50.64,12.66,,25.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dean Koontz,delivered_path,,lifecycle_rank_within_author,2.0,2,2,2,2,,,,25.41,12.705,,14.2857,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dick Francis,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,6,6,6,6,,,,60.7,10.1167,,37.5,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Dr. Seuss,delivered_path,,lifecycle_rank_within_author,2.0,2,2,2,2,,,,19.57,9.785,,14.2857,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Ernest Hemingway,delivered_path,,lifecycle_rank_within_author,2.0,5,5,5,5,,,,67.14,13.428,,45.4545,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Francine Pascal,delivered_path,,lifecycle_rank_within_author,2.0,9,9,9,9,,,,65.07,7.23,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Gabriel García Márquez,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,5,5,8,8,,,,97.43,12.1788,,47.0588,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Georg Wilhelm Friedrich Hegel,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,4,4,5,5,,,,62.46,12.492,,38.4615,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Gordon Korman,delivered_path,,lifecycle_rank_within_author,2.0,8,8,8,8,,,,87.4,10.925,,34.7826,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Hiromu Arakawa,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,6,6,7,7,,,,56.58,8.0829,,38.8889,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Isaac Asimov,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,4,4,4,4,,,,23.49,5.8725,,28.5714,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,J.R.R. Tolkien,delivered_path,,lifecycle_rank_within_author,2.0,9,9,10,10,,,,116.81,11.681,,37.037,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Jack Vance,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,2,2,3,3,,,,40.71,13.57,,30.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,James Patterson,delivered_path,,lifecycle_rank_within_author,2.0,8,8,8,8,,,,62.82,7.8525,,33.3333,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Janet Evanovich,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,2,2,3,3,,,,40.1,13.3667,,23.0769,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Jodi Picoult,delivered_path,,lifecycle_rank_within_author,2.0,4,4,5,5,,,,63.24,12.648,,45.4545,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,John Grisham,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,4,4,4,4,,,,54.46,13.615,,28.5714,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Kahlil Gibran,delivered_path,,lifecycle_rank_within_author,2.0,5,5,6,6,,,,71.62,11.9367,,46.1538,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Laura Ingalls Wilder,delivered_path,,lifecycle_rank_within_author,2.0,6,6,7,7,,,,65.64,9.3771,,46.6667,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Laurell K. Hamilton,delivered_path,,lifecycle_rank_within_author,2.0,9,9,9,9,,,,95.89,10.6544,,42.8571,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Maeve Binchy,delivered_path,,lifecycle_rank_within_author,2.0,5,5,5,5,,,,59.21,11.842,,45.4545,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Marcel Proust,delivered_path,,lifecycle_rank_within_author,2.0,4,4,4,4,,,,38.7,9.675,,23.5294,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Margaret Weis,delivered_path,,lifecycle_rank_within_author,2.0,6,6,7,7,,,,101.5,14.5,,29.1667,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Marian Keyes,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,5,5,6,6,,,,46.97,7.8283,,42.8571,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Mark Twain,delivered_path,,lifecycle_rank_within_author,2.0,4,4,5,5,,,,38.93,7.786,,33.3333,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Mary Higgins Clark,delivered_path,,lifecycle_rank_within_author,2.0,6,6,7,7,,,,60.98,8.7114,,35.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Mercedes Lackey,delivered_path,,lifecycle_rank_within_author,2.0,9,9,10,10,,,,104.27,10.427,,35.7143,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Neil Gaiman,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,9,9,9,9,,,,69.82,7.7578,,45.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Orson Scott Card,delivered_path,,lifecycle_rank_within_author,2.0,10,10,10,10,,,,111.88,11.188,,40.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,P.G. Wodehouse,delivered_path,,lifecycle_rank_within_author,2.0,12,12,13,13,,,,153.89,11.8377,,35.1351,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Philip K. Dick,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,5,5,6,6,,,,53.3,8.8833,,37.5,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Philippa Gregory,delivered_path,,lifecycle_rank_within_author,2.0,5,5,6,6,,,,64.9,10.8167,,40.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Piers Anthony,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,7,7,8,8,,,,71.93,8.9913,,29.6296,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Plato,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,7,7,7,7,,,,59.12,8.4457,,36.8421,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Quentin Blake,delivered_path,,lifecycle_rank_within_author,2.0,3,3,3,3,,,,31.27,10.4233,,15.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Ray Bradbury,delivered_path,,lifecycle_rank_within_author,2.0,6,6,6,6,,,,56.66,9.4433,,46.1538,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Roald Dahl,delivered_path,,lifecycle_rank_within_author,2.0,8,8,9,9,,,,113.72,12.6356,,29.0323,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Robert A. Heinlein,delivered_path,,lifecycle_rank_within_author,2.0,3,3,5,5,,,,73.52,14.704,,38.4615,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Rumiko Takahashi,delivered_path,,lifecycle_rank_within_author,2.0,8,8,9,9,,,,113.42,12.6022,,37.5,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Sandra Brown,delivered_path,,lifecycle_rank_within_author,2.0,14,14,15,15,,,,151.38,10.092,,40.5405,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Sophocles,delivered_path,,lifecycle_rank_within_author,2.0,6,6,8,8,,,,79.7,9.9625,,50.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,SparkNotes,delivered_path,,lifecycle_rank_within_author,2.0,4,4,5,5,,,,51.62,10.324,,38.4615,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Stephen King,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,19,19,21,21,,,,198.35,9.4452,,42.0,Lifecycle outcomes attached to top author demand.
author_lifecycle_mix,author_lifecycle,Terry Pratchett,incomplete_or_in_progress,,lifecycle_rank_within_author,2.0,6,6,6,6,,,,39.49,6.5817,,30.0,Lifecycle outcomes attached to top author demand.
