evidence_group_id,evidence_block,entity_level,entity,parent_entity,row_count,order_count,customer_count,sales,sales_share_pct,profit,profit_margin_pct,avg_discount,loss_line_count,gross_loss,gross_loss_share_pct,rank_by_sales,rank_by_profit,rank_by_gross_loss,note
G5,segment_state_interaction,segment_state,Consumer / Michigan,Central,218,98,26,41127.53,0.9,8221.6,19.99,0.093,32,-2907.77,0.93,27,17,27,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Consumer / Washington,West,554,270,58,127023.16,2.76,23397.94,18.42,0.088,34,-2179.76,0.7,8,7,31,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Consumer / Virginia,South,244,134,39,88109.88,1.92,18474.75,20.97,0.073,16,-2154.67,0.69,13,8,32,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Home Office / New York,East,334,190,46,110793.88,2.41,33736.33,30.45,0.071,28,-1334.8,0.43,12,4,38,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Corporate / Michigan,Central,180,88,15,36962.72,0.8,8711.43,23.57,0.137,30,-1064.42,0.34,32,16,43,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Consumer / Indiana,Central,136,72,18,41317.08,0.9,13876.31,33.58,0.103,20,-842.82,0.27,26,11,46,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Corporate / Delaware,East,114,50,12,40816.99,0.89,9270.99,22.71,0.056,8,-587.05,0.19,29,15,54,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Corporate / New Jersey,East,114,58,15,27711.73,0.6,7487.32,27.02,0.042,6,-514.74,0.16,38,20,56,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Corporate / Virginia,South,160,72,20,56237.41,1.22,12536.41,22.29,0.121,24,-437.93,0.14,20,13,61,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Consumer / Kentucky,South,112,58,18,27386.83,0.6,7698.86,28.11,0.055,6,-171.3,0.05,39,19,70,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Consumer / Minnesota,Central,100,42,12,40542.93,0.88,15120.48,37.29,0.036,4,-140.11,0.04,30,9,74,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Home Office / Massachusetts,East,48,22,5,19792.04,0.43,7853.69,39.68,0.062,4,-123.05,0.04,46,18,76,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Corporate / Washington,West,222,124,27,58762.44,1.28,13333.91,22.69,0.086,4,-40.18,0.01,19,12,87,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
G5,segment_state_interaction,segment_state,Consumer / Georgia,South,184,90,27,44983.58,0.98,14505.44,32.25,0.03,4,-11.65,0.0,25,10,97,Segment-state interaction: check whether weak conversion is explained by segment alone or by segment embedded in specific states.
