evidence_block,grain,item,item_2,item_3,rank_label,rank_value,order_count,line_count,total_order_value,avg_order_value,history_rows,status_count,min_status_id,max_status_id,delivered_orders,cancelled_orders,returned_orders,share_pct,secondary_value,notes
lifecycle_by_country,country_lifecycle,Greece,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,16,16,123.16,7.6975,2.1875,2.1875,,,0,0,0,44.4444,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Guatemala,delivered_path,,lifecycle_rank_within_country,2.0,52,52,560.71,10.7829,4.0,4.0,,,52,0,0,44.8276,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Guinea,delivered_path,,lifecycle_rank_within_country,2.0,6,6,67.14,11.19,4.0,4.0,,,6,0,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Haiti,delivered_path,,lifecycle_rank_within_country,2.0,39,39,295.63,7.5803,4.0,4.0,,,39,0,0,44.3182,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Honduras,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,13,13,116.39,8.9531,1.9231,1.9231,,,0,0,0,43.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Hungary,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,7,7,78.13,11.1614,1.5714,1.5714,,,0,0,0,41.1765,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Indonesia,delivered_path,,lifecycle_rank_within_country,2.0,442,442,4267.76,9.6556,4.0,4.0,,,442,0,0,44.4221,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Iran,delivered_path,,lifecycle_rank_within_country,2.0,31,31,326.67,10.5377,4.0,4.0,,,31,0,0,37.8049,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ireland,delivered_path,,lifecycle_rank_within_country,2.0,12,12,149.28,12.44,4.0,4.0,,,12,0,0,44.4444,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ivory Coast,delivered_path,,lifecycle_rank_within_country,2.0,1,1,9.94,9.94,4.0,4.0,,,1,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Japan,delivered_path,,lifecycle_rank_within_country,2.0,50,50,562.98,11.2596,4.0,4.0,,,50,0,0,42.0168,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Kazakhstan,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,1,1,14.19,14.19,2.0,2.0,,,0,0,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Kenya,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,17,17,131.11,7.7124,2.0588,2.0588,,,0,0,0,43.5897,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Kyrgyzstan,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,1,1,2.11,2.11,3.0,3.0,,,0,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Latvia,delivered_path,,lifecycle_rank_within_country,2.0,1,1,13.88,13.88,4.0,4.0,,,1,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Lesotho,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,1,1,4.39,4.39,2.0,2.0,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Libya,delivered_path,,lifecycle_rank_within_country,2.0,12,12,100.32,8.36,4.0,4.0,,,12,0,0,48.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Luxembourg,cancelled_path,,lifecycle_rank_within_country,2.0,1,1,11.43,11.43,2.0,2.0,,,0,1,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Macedonia,delivered_path,,lifecycle_rank_within_country,2.0,8,8,79.5,9.9375,4.0,4.0,,,8,0,0,28.5714,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Madagascar,delivered_path,,lifecycle_rank_within_country,2.0,19,19,231.55,12.1868,4.0,4.0,,,19,0,0,42.2222,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Malaysia,delivered_path,,lifecycle_rank_within_country,2.0,9,9,92.47,10.2744,4.0,4.0,,,9,0,0,45.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mali,delivered_path,,lifecycle_rank_within_country,2.0,12,12,165.24,13.77,4.0,4.0,,,12,0,0,41.3793,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Malta,delivered_path,,lifecycle_rank_within_country,2.0,1,1,2.91,2.91,4.0,4.0,,,1,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mexico,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,29,29,250.0,8.6207,2.2759,2.2759,,,0,0,0,46.0317,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Micronesia,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,3,3,35.51,11.8367,2.3333,2.3333,,,0,0,0,37.5,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Moldova,delivered_path,,lifecycle_rank_within_country,2.0,3,3,26.56,8.8533,4.0,4.0,,,3,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mongolia,delivered_path,,lifecycle_rank_within_country,2.0,1,1,17.34,17.34,4.0,4.0,,,1,0,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Montenegro,delivered_path,,lifecycle_rank_within_country,2.0,2,2,12.14,6.07,4.0,4.0,,,2,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Morocco,delivered_path,,lifecycle_rank_within_country,2.0,15,15,155.89,10.3927,4.0,4.0,,,15,0,0,41.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Myanmar,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,16,16,172.09,10.7556,1.875,1.875,,,0,0,0,38.0952,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Nepal,delivered_path,,lifecycle_rank_within_country,2.0,4,4,41.43,10.3575,4.0,4.0,,,4,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Netherlands,delivered_path,,lifecycle_rank_within_country,2.0,18,18,222.95,12.3861,4.0,4.0,,,18,0,0,47.3684,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,New Zealand,delivered_path,,lifecycle_rank_within_country,2.0,3,3,47.24,15.7467,4.0,4.0,,,3,0,0,16.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Nigeria,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,19,19,158.53,8.3437,2.1579,2.1579,,,0,0,0,33.9286,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Norway,delivered_path,,lifecycle_rank_within_country,2.0,16,16,175.93,10.9956,4.0,4.0,,,16,0,0,37.2093,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Pakistan,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,46,46,406.72,8.8417,2.0,2.0,,,0,0,0,45.098,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Panama,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,4,4,32.09,8.0225,2.0,2.0,,,0,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Peru,delivered_path,,lifecycle_rank_within_country,2.0,112,112,1102.89,9.8472,4.0,4.0,,,112,0,0,44.4444,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Philippines,delivered_path,,lifecycle_rank_within_country,2.0,142,142,1475.26,10.3892,4.0,4.0,,,142,0,0,42.515,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Poland,delivered_path,,lifecycle_rank_within_country,2.0,149,149,1588.64,10.662,4.0,4.0,,,149,0,0,45.9877,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Portugal,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,121,121,1144.56,9.4592,2.0,2.0,,,0,0,0,46.7181,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Russia,delivered_path,,lifecycle_rank_within_country,2.0,205,205,1884.25,9.1915,4.0,4.0,,,205,0,0,40.1961,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Rwanda,delivered_path,,lifecycle_rank_within_country,2.0,2,2,28.86,14.43,4.0,4.0,,,2,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Samoa,delivered_path,,lifecycle_rank_within_country,2.0,5,5,44.61,8.922,4.0,4.0,,,5,0,0,41.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Serbia,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,16,16,110.73,6.9206,2.0,2.0,,,0,0,0,44.4444,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Sierra Leone,delivered_path,,lifecycle_rank_within_country,2.0,8,8,78.34,9.7925,4.0,4.0,,,8,0,0,33.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Slovakia,delivered_path,,lifecycle_rank_within_country,2.0,2,2,17.62,8.81,4.0,4.0,,,2,0,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Slovenia,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,9,9,108.57,12.0633,1.8889,1.8889,,,0,0,0,42.8571,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,South Africa,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,13,13,88.66,6.82,1.9231,1.9231,,,0,0,0,40.625,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,South Korea,delivered_path,,lifecycle_rank_within_country,2.0,3,3,51.93,17.31,4.0,4.0,,,3,0,0,30.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Sweden,delivered_path,,lifecycle_rank_within_country,2.0,62,62,668.23,10.7779,4.0,4.0,,,62,0,0,41.8919,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Syria,delivered_path,,lifecycle_rank_within_country,2.0,28,28,287.67,10.2739,4.0,4.0,,,28,0,0,41.791,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Taiwan,delivered_path,,lifecycle_rank_within_country,2.0,2,2,19.9,9.95,4.0,4.0,,,2,0,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Tajikistan,delivered_path,,lifecycle_rank_within_country,2.0,8,8,58.58,7.3225,4.0,4.0,,,8,0,0,38.0952,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Tanzania,delivered_path,,lifecycle_rank_within_country,2.0,3,3,38.19,12.73,4.0,4.0,,,3,0,0,37.5,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Thailand,delivered_path,,lifecycle_rank_within_country,2.0,23,23,206.99,8.9996,4.0,4.0,,,23,0,0,37.7049,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Tunisia,delivered_path,,lifecycle_rank_within_country,2.0,5,5,55.82,11.164,4.0,4.0,,,5,0,0,38.4615,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Uganda,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,3,3,26.26,8.7533,2.0,2.0,,,0,0,0,50.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ukraine,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,40,40,439.51,10.9878,2.05,2.05,,,0,0,0,43.0108,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,United Kingdom,delivered_path,,lifecycle_rank_within_country,2.0,9,9,102.62,11.4022,4.0,4.0,,,9,0,0,45.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,United States of America,delivered_path,,lifecycle_rank_within_country,2.0,83,83,904.5,10.8976,4.0,4.0,,,83,0,0,37.2197,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Uzbekistan,delivered_path,,lifecycle_rank_within_country,2.0,11,11,119.64,10.8764,4.0,4.0,,,11,0,0,31.4286,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Venezuela,delivered_path,,lifecycle_rank_within_country,2.0,12,12,106.53,8.8775,4.0,4.0,,,12,0,0,42.8571,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Vietnam,incomplete_or_in_progress,,lifecycle_rank_within_country,2.0,25,25,250.16,10.0064,2.08,2.08,,,0,0,0,46.2963,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Yemen,delivered_path,,lifecycle_rank_within_country,2.0,2,2,10.94,5.47,4.0,4.0,,,2,0,0,40.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Afghanistan,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,31.61,15.805,2.0,2.0,,,0,2,0,3.7037,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Albania,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,20.18,10.09,2.0,2.0,,,0,2,0,9.0909,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Argentina,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,8.83,8.83,2.0,2.0,,,0,1,0,4.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Armenia,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,11.94,5.97,2.0,2.0,,,0,2,0,2.1505,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Azerbaijan,returned_path,,lifecycle_rank_within_country,3.0,1,1,0.34,0.34,5.0,5.0,,,1,0,1,2.6316,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Belarus,cancelled_path,,lifecycle_rank_within_country,3.0,4,4,24.66,6.165,2.0,2.0,,,0,4,0,8.1633,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Bhutan,cancelled_path,,lifecycle_rank_within_country,3.0,3,3,34.29,11.43,2.0,2.0,,,0,3,0,10.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Brazil,cancelled_path,,lifecycle_rank_within_country,3.0,14,14,126.93,9.0664,2.0,2.0,,,0,14,0,4.2042,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Cameroon,returned_path,,lifecycle_rank_within_country,3.0,2,2,18.05,9.025,5.0,5.0,,,2,0,2,5.5556,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Canada,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,29.93,14.965,2.0,2.0,,,0,2,0,2.2222,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,China,cancelled_path,,lifecycle_rank_within_country,3.0,38,38,418.59,11.0155,2.0,2.0,,,0,38,0,3.2313,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Colombia,returned_path,,lifecycle_rank_within_country,3.0,7,7,90.89,12.9843,5.0,5.0,,,7,0,7,5.3435,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Costa Rica,returned_path,,lifecycle_rank_within_country,3.0,2,2,32.12,16.06,5.0,5.0,,,2,0,2,3.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Croatia,returned_path,,lifecycle_rank_within_country,3.0,1,1,7.81,7.81,5.0,5.0,,,1,0,1,5.5556,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Czech Republic,cancelled_path,,lifecycle_rank_within_country,3.0,10,10,61.65,6.165,2.0,2.0,,,0,10,0,7.6336,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Democratic Republic of the Congo,returned_path,,lifecycle_rank_within_country,3.0,3,3,42.51,14.17,5.0,5.0,,,3,0,3,7.1429,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ecuador,cancelled_path,,lifecycle_rank_within_country,3.0,3,3,31.87,10.6233,2.0,2.0,,,0,3,0,4.7619,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Egypt,returned_path,,lifecycle_rank_within_country,3.0,1,1,1.88,1.88,5.0,5.0,,,1,0,1,20.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Finland,returned_path,,lifecycle_rank_within_country,3.0,1,1,11.69,11.69,5.0,5.0,,,1,0,1,7.1429,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,France,cancelled_path,,lifecycle_rank_within_country,3.0,14,14,148.62,10.6157,2.0,2.0,,,0,14,0,6.6986,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Georgia,returned_path,,lifecycle_rank_within_country,3.0,1,1,7.45,7.45,5.0,5.0,,,1,0,1,12.5,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Germany,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,19.74,19.74,2.0,2.0,,,0,1,0,5.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ghana,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,8.38,8.38,2.0,2.0,,,0,1,0,4.1667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Greece,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,17.03,8.515,2.0,2.0,,,0,2,0,5.5556,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Guatemala,cancelled_path,,lifecycle_rank_within_country,3.0,6,6,76.13,12.6883,2.0,2.0,,,0,6,0,5.1724,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Guinea,returned_path,,lifecycle_rank_within_country,3.0,1,1,19.66,19.66,5.0,5.0,,,1,0,1,4.1667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Haiti,cancelled_path,,lifecycle_rank_within_country,3.0,6,6,40.22,6.7033,2.0,2.0,,,0,6,0,6.8182,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Honduras,cancelled_path,,lifecycle_rank_within_country,3.0,3,3,54.46,18.1533,2.0,2.0,,,0,3,0,10.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Hungary,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,8.01,8.01,2.0,2.0,,,0,1,0,5.8824,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Indonesia,cancelled_path,,lifecycle_rank_within_country,3.0,47,47,518.39,11.0296,2.0,2.0,,,0,47,0,4.7236,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Iran,returned_path,,lifecycle_rank_within_country,3.0,4,4,52.92,13.23,5.0,5.0,,,4,0,4,4.878,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ireland,returned_path,,lifecycle_rank_within_country,3.0,1,1,19.61,19.61,5.0,5.0,,,1,0,1,3.7037,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Japan,returned_path,,lifecycle_rank_within_country,3.0,3,3,31.66,10.5533,5.0,5.0,,,3,0,3,2.521,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Kenya,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,12.27,12.27,2.0,2.0,,,0,1,0,2.5641,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Libya,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,18.51,18.51,2.0,2.0,,,0,1,0,4.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Luxembourg,delivered_path,,lifecycle_rank_within_country,3.0,1,1,2.07,2.07,4.0,4.0,,,1,0,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Macedonia,returned_path,,lifecycle_rank_within_country,3.0,2,2,34.57,17.285,5.0,5.0,,,2,0,2,7.1429,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Madagascar,returned_path,,lifecycle_rank_within_country,3.0,3,3,40.71,13.57,5.0,5.0,,,3,0,3,6.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Malaysia,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,14.88,14.88,2.0,2.0,,,0,1,0,5.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mali,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,17.21,8.605,2.0,2.0,,,0,2,0,6.8966,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mexico,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,25.33,12.665,2.0,2.0,,,0,2,0,3.1746,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Mongolia,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,2.28,2.28,2.0,2.0,,,0,1,0,25.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Morocco,returned_path,,lifecycle_rank_within_country,3.0,3,3,47.43,15.81,5.0,5.0,,,3,0,3,8.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Myanmar,returned_path,,lifecycle_rank_within_country,3.0,1,1,4.15,4.15,5.0,5.0,,,1,0,1,2.381,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Nepal,returned_path,,lifecycle_rank_within_country,3.0,1,1,19.04,19.04,5.0,5.0,,,1,0,1,8.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,New Zealand,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,13.69,6.845,2.0,2.0,,,0,2,0,11.1111,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Nigeria,cancelled_path,,lifecycle_rank_within_country,3.0,3,3,18.17,6.0567,2.0,2.0,,,0,3,0,5.3571,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Norway,cancelled_path,,lifecycle_rank_within_country,3.0,3,3,24.6,8.2,2.0,2.0,,,0,3,0,6.9767,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Pakistan,cancelled_path,,lifecycle_rank_within_country,3.0,5,5,57.49,11.498,2.0,2.0,,,0,5,0,4.902,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Panama,cancelled_path,,lifecycle_rank_within_country,3.0,2,2,27.8,13.9,2.0,2.0,,,0,2,0,16.6667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Peru,cancelled_path,,lifecycle_rank_within_country,3.0,9,9,103.15,11.4611,2.0,2.0,,,0,9,0,3.5714,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Philippines,cancelled_path,,lifecycle_rank_within_country,3.0,13,13,95.34,7.3338,2.0,2.0,,,0,13,0,3.8922,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Poland,cancelled_path,,lifecycle_rank_within_country,3.0,9,9,64.97,7.2189,2.0,2.0,,,0,9,0,2.7778,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Portugal,cancelled_path,,lifecycle_rank_within_country,3.0,8,8,100.26,12.5325,2.0,2.0,,,0,8,0,3.0888,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Russia,cancelled_path,,lifecycle_rank_within_country,3.0,24,24,262.43,10.9346,2.0,2.0,,,0,24,0,4.7059,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Samoa,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,13.52,13.52,2.0,2.0,,,0,1,0,8.3333,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Serbia,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,15.17,15.17,2.0,2.0,,,0,1,0,2.7778,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Sierra Leone,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,4.32,4.32,2.0,2.0,,,0,1,0,4.1667,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Slovenia,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,2.31,2.31,2.0,2.0,,,0,1,0,4.7619,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,South Africa,cancelled_path,,lifecycle_rank_within_country,3.0,3,3,28.55,9.5167,2.0,2.0,,,0,3,0,9.375,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,South Korea,returned_path,,lifecycle_rank_within_country,3.0,1,1,1.59,1.59,5.0,5.0,,,1,0,1,10.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Sweden,returned_path,,lifecycle_rank_within_country,3.0,6,6,54.75,9.125,5.0,5.0,,,6,0,6,4.0541,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Syria,returned_path,,lifecycle_rank_within_country,3.0,3,3,26.5,8.8333,5.0,5.0,,,3,0,3,4.4776,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Tajikistan,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,9.07,9.07,2.0,2.0,,,0,1,0,4.7619,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Thailand,cancelled_path,,lifecycle_rank_within_country,3.0,5,5,21.88,4.376,2.0,2.0,,,0,5,0,8.1967,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Ukraine,returned_path,,lifecycle_rank_within_country,3.0,4,4,24.49,6.1225,5.0,5.0,,,4,0,4,4.3011,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,United States of America,cancelled_path,,lifecycle_rank_within_country,3.0,7,7,85.21,12.1729,2.0,2.0,,,0,7,0,3.139,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Uzbekistan,cancelled_path,,lifecycle_rank_within_country,3.0,4,4,34.17,8.5425,2.0,2.0,,,0,4,0,11.4286,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Venezuela,cancelled_path,,lifecycle_rank_within_country,3.0,1,1,9.39,9.39,2.0,2.0,,,0,1,0,3.5714,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Vietnam,returned_path,,lifecycle_rank_within_country,3.0,1,1,15.53,15.53,5.0,5.0,,,1,0,1,1.8519,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Argentina,returned_path,,lifecycle_rank_within_country,4.0,1,1,7.69,7.69,5.0,5.0,,,1,0,1,4.0,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Armenia,returned_path,,lifecycle_rank_within_country,4.0,1,1,12.68,12.68,5.0,5.0,,,1,0,1,1.0753,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Belarus,returned_path,,lifecycle_rank_within_country,4.0,2,2,16.0,8.0,5.0,5.0,,,2,0,2,4.0816,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Brazil,returned_path,,lifecycle_rank_within_country,4.0,8,8,81.53,10.1912,5.0,5.0,,,8,0,8,2.4024,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Cameroon,cancelled_path,,lifecycle_rank_within_country,4.0,1,1,7.71,7.71,2.0,2.0,,,0,1,0,2.7778,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,Canada,returned_path,,lifecycle_rank_within_country,4.0,2,2,12.61,6.305,5.0,5.0,,,2,0,2,2.2222,,Lifecycle buckets by destination country.
lifecycle_by_country,country_lifecycle,China,returned_path,,lifecycle_rank_within_country,4.0,33,33,304.59,9.23,5.0,5.0,,,33,0,33,2.8061,,Lifecycle buckets by destination country.
