evidence_group_id,evidence_block,entity_level,entity,parent_entity,region,row_count,order_count,product_count,positive_product_count,negative_product_count,mixed_region_product_count,sales,sales_share_pct,profit,profit_margin_pct,avg_discount,loss_line_count,gross_loss,gross_loss_share_pct,min_margin_pct,max_margin_pct,rank_by_sales,rank_by_profit,rank_by_loss,note
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10001128 / Carina Mini System Audio Rack, Model AR050B",Office Supplies / Storage,,12,12,4,2,2,1,5460.22,,-137.62,-2.52,0.067,4,-264.13,,-21.25,3.0,,1580,127,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10001530 / Cisco Unified IP Phone 7945G VoIP phone,Technology / Phones,,12,12,2,1,1,1,9530.49,,-136.4,-1.43,0.267,4,-610.36,,-24.03,6.78,,1578,129,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-BO-10003034 / O'Sullivan Elevations Bookcase, Cherry Finish",Furniture / Bookcases,,10,10,3,1,2,1,3824.62,,-136.22,-3.56,0.2,6,-157.18,,-20.0,1.18,,1577,130,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-TA-10004915 / Office Impressions End Table, 20-1/2""H x 24""W x 20""D",Furniture / Tables,,10,10,3,1,2,1,11603.63,,-133.65,-1.15,0.18,6,-1105.69,,-20.0,16.0,,1576,131,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10001713 / Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",Office Supplies / Storage,,12,12,3,1,2,1,1907.64,,-127.18,-6.67,0.1,6,-169.57,,-14.29,4.0,,1575,132,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10003800 / i.Sound Portable Power - 8000 mAh,Technology / Phones,,10,10,2,1,1,1,826.64,,-117.64,-14.23,0.12,6,-120.82,,-23.75,1.0,,1574,133,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-SU-10000157 / Compact Automatic Electric Letter Opener,Office Supplies / Supplies,,16,16,4,3,1,1,5965.5,,-114.54,-1.92,0.05,4,-214.76,,-5.0,2.0,,1571,136,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-BO-10001798 / Bush Somerset Collection Bookcase,Furniture / Bookcases,,8,8,3,2,1,1,2527.91,,-112.64,-4.46,0.213,4,-209.57,,-68.0,4.55,,1570,137,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10000676 / Fellowes Econo/Stor Drawers,Office Supplies / Storage,,4,4,2,1,1,1,1163.16,,-112.44,-9.67,0.1,2,-135.7,,-17.5,6.0,,1569,138,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10004188 / OtterBox Commuter Series Case - Samsung Galaxy S4,Technology / Phones,,8,8,3,1,2,1,769.69,,-111.96,-14.55,0.15,6,-116.95,,-22.5,2.0,,1568,139,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10003479 / Eldon Base for stackable storage shelf, platinum",Office Supplies / Storage,,14,14,4,2,2,1,1744.51,,-105.14,-6.03,0.086,6,-151.87,,-18.75,5.0,,1567,140,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10000141 / Clearsounds A400,Technology / Phones,,6,6,2,1,1,1,976.65,,-97.67,-10.0,0.333,4,-129.34,,-23.33,7.5,,1565,142,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-CH-10002126 / Hon Deluxe Fabric Upholstered Stacking Chairs,Furniture / Chairs,,8,8,2,1,1,1,5172.38,,-97.59,-1.89,0.275,6,-136.63,,-2.86,10.0,,1564,143,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10004622 / Eldon Advantage Foldable Chair Mats for Low Pile Carpets,Furniture / Furnishings,,6,6,3,2,1,1,758.8,,-97.56,-12.86,0.2,2,-211.38,,-97.5,21.0,,1563,144,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10002301 / Tennsco Commercial Shelving,Office Supplies / Storage,,18,18,4,1,3,1,748.51,,-97.23,-12.99,0.111,10,-100.48,,-23.75,1.0,,1562,145,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10003994 / Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies / Storage,,8,8,3,1,2,1,1698.62,,-94.37,-5.56,0.1,4,-141.55,,-18.75,5.0,,1560,147,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10002703 / Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",Furniture / Furnishings,,4,4,2,1,1,1,360.92,,-92.81,-25.71,0.3,2,-123.74,,-120.0,12.0,,1559,148,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10002182 / Iris 3-Drawer Stacking Bin, Black",Office Supplies / Storage,,6,6,3,1,2,1,568.21,,-86.9,-15.29,0.133,4,-90.24,,-22.5,2.0,,1558,149,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10004597 / Eldon Cleatmat Chair Mats for Medium Pile Carpets,Furniture / Furnishings,,8,8,2,1,1,1,688.2,,-84.36,-12.26,0.3,4,-156.51,,-117.5,13.0,,1557,150,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-CH-10002372 / Office Star - Ergonomically Designed Knee Chair,Furniture / Chairs,,14,14,3,1,2,1,2623.75,,-84.22,-3.21,0.171,8,-165.2,,-10.0,4.86,,1556,151,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004632 / Ibico Hi-Tech Manual Binding System,Office Supplies / Binders,,24,24,3,2,1,1,10418.6,,-81.27,-0.78,0.35,8,-3202.4,,-61.24,45.0,,1555,152,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10003394 / Tenex ""The Solids"" Textured Chair Mats",Furniture / Furnishings,,14,14,3,2,1,1,2938.32,,-81.15,-2.76,0.2,6,-485.52,,-107.5,17.0,,1554,153,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10003247 / 36X48 HARDFLOOR CHAIRMAT,Furniture / Furnishings,,12,12,3,2,1,1,738.5,,-80.98,-10.97,0.233,6,-122.1,,-132.5,7.0,,1553,154,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-TA-10001866 / Bevis Round Conference Room Tables and Bases,Furniture / Tables,,4,4,2,1,1,1,1039.88,,-78.89,-7.59,0.25,2,-86.06,,-11.43,2.5,,1551,156,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10004897 / Mediabridge Sport Armband iPhone 5s,Technology / Phones,,14,14,4,1,3,1,515.48,,-77.92,-15.12,0.143,8,-80.52,,-65.0,1.0,,1549,158,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-AP-10004136 / Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies / Appliances,,4,4,2,1,1,1,295.06,,-73.76,-25.0,0.4,2,-135.23,,-275.0,25.0,,1548,159,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10002756 / Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies / Storage,,14,14,3,2,1,1,8768.09,,-73.07,-0.83,0.029,2,-154.25,,-4.71,1.0,,1547,160,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-CH-10001545 / Hon Comfortask Task/Swivel Chairs,Furniture / Chairs,,12,12,4,1,3,1,3373.81,,-72.95,-2.16,0.15,6,-186.93,,-20.0,10.64,,1546,161,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10002485 / Rogers Deluxe File Chest,Office Supplies / Storage,,16,16,3,1,2,1,887.99,,-69.46,-7.82,0.1,8,-75.17,,-20.0,1.0,,1545,162,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-CH-10003968 / Novimex Turbo Task Chair,Furniture / Chairs,,12,12,2,1,1,1,2683.04,,-65.3,-2.43,0.133,6,-136.28,,-10.0,5.38,,1544,163,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10000562 / Samsung Convoy 3,Technology / Phones,,4,4,2,1,1,1,1376.28,,-62.15,-4.52,0.2,2,-186.46,,-20.0,28.0,,1542,165,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10001469 / Fellowes Bankers Box Recycled Super Stor/Drawer,Office Supplies / Storage,,14,14,4,1,3,1,2375.12,,-60.46,-2.55,0.086,6,-151.14,,-17.5,6.0,,1540,167,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10003676 / GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies / Binders,,24,24,3,1,2,1,517.44,,-54.33,-10.5,0.492,14,-191.45,,-50.53,35.0,,1539,168,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-BO-10001608 / Hon Metal Bookcases, Black",Furniture / Bookcases,,10,10,4,3,1,1,3140.16,,-53.94,-1.72,0.244,4,-423.04,,-150.0,25.0,,1538,169,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-ST-10000642 / Tennsco Lockers, Gray",Office Supplies / Storage,,12,12,3,1,2,1,805.63,,-52.87,-6.56,0.1,6,-76.37,,-8.5,7.0,,1537,170,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10001448 / Anker Astro 15000mAh USB Portable Charger,Technology / Phones,,10,10,4,3,1,1,1199.76,,-47.99,-4.0,0.08,4,-79.98,,-20.0,4.0,,1535,172,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004465 / Avery Durable Slant Ring Binders,Office Supplies / Binders,,10,10,3,1,2,1,102.96,,-47.52,-46.15,0.62,8,-57.02,,-150.0,9.09,,1533,174,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-MA-10003356 / Panasonic KX MC6040 Color Laser Multifunction Printer,Technology / Machines,,4,4,2,1,1,1,3239.64,,-45.0,-1.39,0.35,2,-773.91,,-143.33,27.0,,1532,175,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-TA-10004086 / KI Adjustable-Height Table,Furniture / Tables,,14,14,4,2,2,1,3576.77,,-44.71,-1.25,0.257,8,-433.34,,-30.0,22.0,,1531,176,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-CH-10003535 / Global Armless Task Chair, Royal Blue",Furniture / Chairs,,16,16,3,1,2,1,2792.88,,-41.47,-1.48,0.175,8,-185.38,,-18.57,5.3,,1529,178,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10000148 / Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology / Phones,,10,10,4,2,2,1,239.02,,-41.05,-17.17,0.16,6,-43.13,,-63.33,2.0,,1528,179,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-MA-10000752 / Texas Instrument TI-15 Fraction Calculator,Technology / Machines,,4,4,2,1,1,1,83.81,,-41.04,-48.97,0.45,2,-48.55,,-80.0,32.5,,1527,180,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10003641 / Space Solutions Industrial Galvanized Steel Shelving.,Office Supplies / Storage,,6,6,2,1,1,1,1040.16,,-40.98,-3.94,0.067,2,-56.74,,-13.08,2.0,,1526,181,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-AP-10004980 / 3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies / Appliances,,8,8,2,1,1,1,606.72,,-40.95,-6.75,0.25,2,-217.66,,-205.0,35.3,,1525,182,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-BO-10004709 / Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture / Bookcases,,18,18,4,2,2,1,2853.78,,-40.59,-1.42,0.23,6,-250.47,,-17.53,11.7,,1524,183,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10002200 / Aastra 6757i CT Wireless VoIP phone,Technology / Phones,,10,10,2,1,1,1,7655.66,,-40.29,-0.53,0.2,4,-867.58,,-1.69,11.25,,1523,184,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10003196 / Accohide Poly Flexible Ring Binders,Office Supplies / Binders,,16,16,3,1,2,1,87.52,,-39.64,-45.3,0.538,10,-50.86,,-150.0,9.09,,1522,185,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10003719 / Large Capacity Hanging Post Binders,Office Supplies / Binders,,10,10,3,2,1,1,553.89,,-38.92,-7.03,0.46,6,-179.64,,-80.0,32.5,,1519,188,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004781 / GBC Wire Binding Strips,Office Supplies / Binders,,10,10,3,1,2,1,425.32,,-36.82,-8.66,0.5,6,-125.69,,-73.33,35.0,,1518,189,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10002844 / Speck Products Candyshell Flip Case,Technology / Phones,,8,8,2,1,1,1,377.89,,-36.39,-9.63,0.3,4,-48.99,,-23.33,7.5,,1517,190,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10002583 / Fellowes Neat Ideas Storage Cubes,Office Supplies / Storage,,14,14,4,2,2,1,961.41,,-36.38,-3.78,0.086,6,-62.36,,-9.09,4.0,,1516,191,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-AP-10002439 / Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies / Appliances,,6,6,2,1,1,1,1646.5,,-34.07,-2.07,0.333,2,-383.24,,-3.6,7.5,,1514,193,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10002553 / Electrix Incandescent Magnifying Lamp, Black",Furniture / Furnishings,,4,4,2,1,1,1,234.56,,-32.99,-14.06,0.4,2,-48.38,,-82.5,8.75,,1513,194,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002813 / Avery Reinforcements for Hole-Punch Pages,Office Supplies / Binders,,16,16,3,1,2,1,57.02,,-32.27,-56.6,0.575,12,-41.38,,-175.0,28.26,,1512,195,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002827 / Avery Durable Poly Binders,Office Supplies / Binders,,12,12,4,2,2,1,165.9,,-31.19,-18.8,0.533,8,-75.43,,-170.0,32.5,,1511,196,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10000169 / ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology / Phones,,8,8,3,1,2,1,433.92,,-31.19,-7.19,0.1,4,-36.61,,-22.5,2.0,,1510,197,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10004522 / Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology / Phones,,6,6,2,1,1,1,935.84,,-29.24,-3.13,0.2,2,-105.28,,-7.14,6.25,,1509,198,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10003694 / Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies / Binders,,12,12,3,1,2,1,275.62,,-28.81,-10.45,0.383,6,-90.2,,-80.0,22.86,,1508,199,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10001525 / Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies / Binders,,16,16,4,2,2,1,127.25,,-27.81,-21.86,0.563,12,-52.96,,-83.33,31.25,,1507,200,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004140 / Avery Non-Stick Binders,Office Supplies / Binders,,26,26,4,2,2,1,150.86,,-26.94,-17.86,0.462,12,-60.61,,-175.0,31.25,,1506,201,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10003092 / Motorola L804,Technology / Phones,,12,12,4,3,1,1,1214.14,,-26.67,-2.2,0.267,4,-101.18,,-18.33,11.25,,1505,202,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10000285 / XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies / Binders,,10,10,4,2,2,1,145.82,,-26.66,-18.28,0.5,6,-67.42,,-150.0,50.0,,1504,203,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002414 / GBC ProClick Spines for 32-Hole Punch,Office Supplies / Binders,,10,10,3,1,2,1,132.82,,-26.56,-20.0,0.44,6,-61.9,,-165.0,18.46,,1503,204,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-SU-10004498 / Martin-Yale Premier Letter Opener,Office Supplies / Supplies,,14,14,4,1,3,1,473.98,,-25.76,-5.43,0.086,6,-35.03,,-21.25,3.0,,1502,205,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10000563 / Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies / Storage,,24,24,4,3,1,1,2852.62,,-25.58,-0.9,0.1,12,-172.69,,-12.5,10.0,,1501,206,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002194 / Cardinal Hold-It CD Pocket,Office Supplies / Binders,,8,8,2,1,1,1,76.61,,-24.9,-32.5,0.5,4,-42.13,,-165.0,33.75,,1500,207,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001679 / GBC Instant Index System for Binding Systems,Office Supplies / Binders,,10,10,3,1,2,1,143.86,,-24.86,-17.28,0.48,6,-58.61,,-150.0,37.5,,1499,208,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-BO-10002853 / O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture / Bookcases,,8,8,3,2,1,1,1081.61,,-24.58,-2.27,0.175,2,-163.88,,-25.0,25.0,,1498,209,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-TA-10001520 / Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture / Tables,,18,18,4,2,2,1,4596.23,,-24.27,-0.53,0.178,14,-218.39,,-18.57,17.0,,1497,210,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-AC-10001314 / Case Logic 2.4GHz Wireless Keyboard,Technology / Accessories,,16,16,4,2,2,1,2459.51,,-24.0,-0.98,0.075,6,-143.97,,-8.24,8.0,,1496,211,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10004774 / Gear Head AU3700S Headset,Technology / Phones,,6,6,2,1,1,1,379.31,,-23.9,-6.3,0.067,2,-30.92,,-21.25,3.0,,1494,213,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10000343 / Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies / Binders,,24,24,3,2,1,1,205.24,,-23.76,-11.58,0.45,12,-79.35,,-124.23,33.75,,1493,214,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10004817 / GBC Personal VeloBind Strips,Office Supplies / Binders,,14,14,4,2,2,1,313.88,,-22.52,-7.18,0.429,6,-96.32,,-160.0,35.0,,1492,215,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,FUR-FU-10001546 / Dana Swing-Arm Lamps,Furniture / Furnishings,,14,14,3,2,1,1,217.87,,-22.43,-10.29,0.343,6,-44.86,,-87.5,25.0,,1491,216,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10004080 / Avaya 5410 Digital phone,Technology / Phones,,8,8,3,2,1,1,1251.02,,-21.76,-1.74,0.3,4,-97.91,,-20.0,10.0,,1490,217,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-AP-10004868 / Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies / Appliances,,8,8,3,2,1,1,183.37,,-20.82,-11.36,0.25,2,-49.42,,-265.0,27.0,,1489,218,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-FA-10001883 / Alliance Super-Size Bands, Assorted Sizes",Office Supplies / Fasteners,,8,8,2,1,1,1,395.22,,-20.69,-5.24,0.05,2,-23.65,,-7.61,1.0,,1488,219,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10001757 / Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies / Binders,,20,20,4,1,3,1,225.34,,-20.27,-9.0,0.44,10,-73.8,,-160.0,35.0,,1487,220,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-BO-10004409 / Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture / Bookcases,,12,12,3,2,1,1,1717.72,,-19.87,-1.16,0.245,6,-215.78,,-44.0,22.16,,1485,222,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-AP-10001564 / Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies / Appliances,,6,6,2,1,1,1,2046.7,,-18.61,-0.91,0.267,2,-502.37,,-23.33,26.0,,1484,223,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10004330 / GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies / Binders,,14,14,2,1,1,1,1323.88,,-18.49,-1.4,0.414,6,-314.33,,-83.33,31.25,,1483,224,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"OFF-BI-10001116 / Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies / Binders,,20,20,4,1,3,1,235.49,,-17.11,-7.26,0.5,12,-74.98,,-73.33,13.33,,1482,225,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-BO-10003966 / Sauder Facets Collection Library, Sky Alder Finish",Furniture / Bookcases,,8,8,2,1,1,1,2855.37,,-17.1,-0.6,0.15,2,-143.62,,-2.44,1.18,,1481,226,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10002486 / Eldon Shelf Savers Cubes and Bins,Office Supplies / Storage,,16,16,3,2,1,1,600.28,,-15.36,-2.56,0.05,4,-25.13,,-17.6,2.0,,1479,228,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,"FUR-FU-10001756 / Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture / Furnishings,,12,12,3,2,1,1,525.5,,-15.23,-2.9,0.3,4,-94.44,,-12.56,11.25,,1478,229,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10004180 / Safco Commercial Shelving,Office Supplies / Storage,,10,10,4,2,2,1,967.41,,-14.88,-1.54,0.08,4,-44.65,,-20.0,4.0,,1477,230,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-AP-10002403 / Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies / Appliances,,8,8,3,2,1,1,897.8,,-14.08,-1.57,0.3,2,-142.59,,-270.0,22.92,,1476,231,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-BI-10002609 / Avery Hidden Tab Dividers for Binding Systems,Office Supplies / Binders,,14,14,3,1,2,1,63.18,,-14.07,-22.26,0.614,10,-28.01,,-170.0,32.5,,1475,232,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,OFF-ST-10000321 / Akro Stacking Bins,Office Supplies / Storage,,12,12,3,1,2,1,183.05,,-13.89,-7.59,0.1,6,-17.67,,-20.0,4.0,,1474,233,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
G5,cross_region_sku_consistency,multi_region_product,TEC-PH-10001527 / Plantronics MX500i Earset,Technology / Phones,,14,14,3,1,2,1,1236.96,,-12.88,-1.04,0.057,4,-43.81,,-21.25,3.0,,1473,234,Cross-region details: selected multi-region products with mixed signs or large regional margin spreads.
