evidence_block,grain,item,item_2,item_3,rank_label,rank_value,inspections,establishments,violations,critical_violations,serious_violations,minor_violations,total_fine,violation_share_pct,fine_share_pct,avg_fine_per_violation,notes
facility_category_profile,facility_type_category,GROCERY AND BUTCHER,Food Maintenance,,category_rank_in_facility_type,1.0,10,1,35,0,0,0,2000.0,0.0067,0.0032,57.1429,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY AND BUTCHER,Food Protection,,category_rank_in_facility_type,2.0,10,1,21,4,0,0,2200.0,0.004,0.0035,104.7619,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY AND BUTCHER,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY/RESTAURANT,Food Maintenance,,category_rank_in_facility_type,1.0,41,5,136,0,0,0,12400.0,0.0259,0.0199,91.1765,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY/RESTAURANT,Food Protection,,category_rank_in_facility_type,2.0,39,5,73,14,0,0,12000.0,0.0139,0.0192,164.3836,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY/RESTAURANT,Insect and Rodent Control,,category_rank_in_facility_type,3.0,6,3,9,0,0,0,2000.0,0.0017,0.0032,222.2222,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HEALTH CARE STORE,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,5,0,0,0,400.0,0.001,0.0006,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HEALTH CARE STORE,Insect and Rodent Control,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,LONG TERM CARE,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,LONG TERM CARE,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MOVIE THEATRE,Food Maintenance,,category_rank_in_facility_type,1.0,6,2,19,0,0,0,1900.0,0.0036,0.003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MOVIE THEATRE,Food Protection,,category_rank_in_facility_type,2.0,3,1,3,0,0,0,300.0,0.0006,0.0005,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MOVIE THEATRE,Insect and Rodent Control,,category_rank_in_facility_type,3.0,3,1,3,0,0,0,500.0,0.0006,0.0008,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MUSIC VENUE,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,4,0,0,0,200.0,0.0008,0.0003,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MUSIC VENUE,Food Protection,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,300.0,0.0008,0.0005,75.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MUSIC VENUE,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PALETERIA,Food Maintenance,,category_rank_in_facility_type,1.0,12,3,39,0,0,0,3100.0,0.0074,0.005,79.4872,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PALETERIA,Food Protection,,category_rank_in_facility_type,2.0,10,3,18,1,0,0,2000.0,0.0034,0.0032,111.1111,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,PALETERIA,Personnel,,category_rank_in_facility_type,3.0,4,2,4,0,0,0,750.0,0.0008,0.0012,187.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/BAR/THEATER,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,10,0,0,0,600.0,0.0019,0.001,60.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/BAR/THEATER,Food Protection,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,300.0,0.0008,0.0005,75.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/BAR/THEATER,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/CATERING,Food Maintenance,,category_rank_in_facility_type,1.0,7,1,20,0,0,0,1600.0,0.0038,0.0026,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/CATERING,Food Protection,,category_rank_in_facility_type,2.0,6,1,8,0,0,0,700.0,0.0015,0.0011,87.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/CATERING,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ROOM SERVICE,Food Maintenance,,category_rank_in_facility_type,1.0,2,2,3,0,0,0,300.0,0.0006,0.0005,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,ROOM SERVICE,Food Equipment and Utensil Sanitation,,category_rank_in_facility_type,2.0,1,1,1,1,0,0,500.0,0.0002,0.0008,500.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SERVICE GAS STATION,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,STORE,Food Maintenance,,category_rank_in_facility_type,1.0,16,7,34,0,0,0,3100.0,0.0065,0.005,91.1765,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,STORE,Food Protection,,category_rank_in_facility_type,2.0,13,4,29,3,0,0,4250.0,0.0055,0.0068,146.5517,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,STORE,Insect and Rodent Control,,category_rank_in_facility_type,3.0,5,3,5,0,0,0,750.0,0.001,0.0012,150.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TEA STORE,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TEA STORE,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,UNIVERSITY CAFETERIA,Food Maintenance,,category_rank_in_facility_type,1.0,11,1,22,0,0,0,1900.0,0.0042,0.003,86.3636,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,UNIVERSITY CAFETERIA,Food Protection,,category_rank_in_facility_type,2.0,11,1,16,0,0,0,1500.0,0.003,0.0024,93.75,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,UNIVERSITY CAFETERIA,Insect and Rodent Control,,category_rank_in_facility_type,3.0,6,1,6,0,0,0,750.0,0.0011,0.0012,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,banquet hall,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,7,0,0,0,700.0,0.0013,0.0011,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,banquet hall,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,pharmacy/grocery,Food Protection,,category_rank_in_facility_type,1.0,6,2,6,0,0,0,400.0,0.0011,0.0006,66.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,pharmacy/grocery,Toilet / Hand Washing Facilities For Customers,,category_rank_in_facility_type,2.0,4,2,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,pharmacy/grocery,Food Maintenance,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHARTER SCHOOL/CAFETERIA,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COFFEE  SHOP,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,5,0,0,0,400.0,0.001,0.0006,80.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COFFEE  SHOP,Food Protection,,category_rank_in_facility_type,2.0,3,1,4,0,0,0,450.0,0.0008,0.0007,112.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COFFEE  SHOP,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COMMISSARY,Food Maintenance,,category_rank_in_facility_type,1.0,8,2,20,0,0,0,2000.0,0.0038,0.0032,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COMMISSARY,Insect and Rodent Control,,category_rank_in_facility_type,2.0,5,1,5,0,0,0,1000.0,0.001,0.0016,200.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COMMISSARY,Food Protection,,category_rank_in_facility_type,3.0,3,1,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CONVENIENCE,Food Maintenance,,category_rank_in_facility_type,1.0,23,12,63,0,0,0,5100.0,0.012,0.0082,80.9524,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CONVENIENCE,Food Protection,,category_rank_in_facility_type,2.0,13,6,19,2,0,0,2400.0,0.0036,0.0038,126.3158,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CONVENIENCE,Insect and Rodent Control,,category_rank_in_facility_type,3.0,8,4,12,0,0,0,2250.0,0.0023,0.0036,187.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CULINARY ARTS SCHOOL,Food Protection,,category_rank_in_facility_type,1.0,7,1,10,2,0,0,1800.0,0.0019,0.0029,180.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CULINARY ARTS SCHOOL,Food Maintenance,,category_rank_in_facility_type,2.0,6,1,9,0,0,0,900.0,0.0017,0.0014,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CULINARY ARTS SCHOOL,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,1,4,0,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Catering,Food Maintenance,,category_rank_in_facility_type,1.0,554,122,1510,0,0,0,132400.0,0.2875,0.212,87.6821,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Catering,Food Protection,,category_rank_in_facility_type,2.0,462,115,790,65,0,0,93900.0,0.1504,0.1503,118.8608,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Catering,Insect and Rodent Control,,category_rank_in_facility_type,3.0,146,48,165,0,0,0,25000.0,0.0314,0.04,151.5152,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DOLLAR & GROCERY STORE,Insect and Rodent Control,,category_rank_in_facility_type,1.0,2,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DOLLAR & GROCERY STORE,Food Maintenance,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,200.0,0.0004,0.0003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DOLLAR & GROCERY STORE,Food Protection,,category_rank_in_facility_type,3.0,2,1,2,2,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,FAST FOOD/LIQUOR,Food Maintenance,,category_rank_in_facility_type,1.0,5,1,13,0,0,0,1200.0,0.0025,0.0019,92.3077,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,FAST FOOD/LIQUOR,Food Protection,,category_rank_in_facility_type,2.0,5,1,8,2,0,0,1500.0,0.0015,0.0024,187.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,FAST FOOD/LIQUOR,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY/BAKERY,Food Maintenance,,category_rank_in_facility_type,1.0,7,1,27,0,0,0,2700.0,0.0051,0.0043,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GROCERY/BAKERY,Food Protection,,category_rank_in_facility_type,2.0,6,1,8,0,0,0,800.0,0.0015,0.0013,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HOTEL,Food Maintenance,,category_rank_in_facility_type,1.0,6,3,18,0,0,0,1100.0,0.0034,0.0018,61.1111,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HOTEL,Food Protection,,category_rank_in_facility_type,2.0,5,2,10,0,0,0,850.0,0.0019,0.0014,85.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HOTEL,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,2,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,MOBILE FROZEN DESSERTS VENDOR,Food Protection,,category_rank_in_facility_type,1.0,15,9,19,15,0,0,7900.0,0.0036,0.0126,415.7895,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Poultry Slaughter,Food Maintenance,,category_rank_in_facility_type,1.0,3,2,8,0,0,0,800.0,0.0015,0.0013,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Poultry Slaughter,Personnel,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Poultry Slaughter,Food Protection,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/ GROCERY,Food Maintenance,,category_rank_in_facility_type,1.0,8,1,26,0,0,0,2200.0,0.0049,0.0035,84.6154,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/ GROCERY,Food Protection,,category_rank_in_facility_type,2.0,10,1,23,4,0,0,3700.0,0.0044,0.0059,160.8696,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/ GROCERY,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/TAVERN,Food Maintenance,,category_rank_in_facility_type,1.0,5,2,19,0,0,0,1900.0,0.0036,0.003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,RESTAURANT/TAVERN,Food Protection,,category_rank_in_facility_type,2.0,4,1,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SLAUGHTER HOUSE/ GROCERY,Food Maintenance,,category_rank_in_facility_type,1.0,10,1,32,0,0,0,2400.0,0.0061,0.0038,75.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SLAUGHTER HOUSE/ GROCERY,Insect and Rodent Control,,category_rank_in_facility_type,2.0,6,1,10,0,0,0,1250.0,0.0019,0.002,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,SLAUGHTER HOUSE/ GROCERY,Food Protection,,category_rank_in_facility_type,3.0,7,1,9,1,0,0,1100.0,0.0017,0.0018,122.2222,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Shelter,Food Maintenance,,category_rank_in_facility_type,1.0,46,11,117,0,0,0,11200.0,0.0223,0.0179,95.7265,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Shelter,Food Protection,,category_rank_in_facility_type,2.0,38,10,60,4,0,0,7200.0,0.0114,0.0115,120.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Shelter,Insect and Rodent Control,,category_rank_in_facility_type,3.0,5,2,6,0,0,0,1250.0,0.0011,0.002,208.3333,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,TEMPORARY KIOSK,Insect and Rodent Control,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,THEATRE,Food Maintenance,,category_rank_in_facility_type,1.0,9,5,23,0,0,0,1800.0,0.0044,0.0029,78.2609,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,THEATRE,Food Protection,,category_rank_in_facility_type,2.0,6,3,6,0,0,0,500.0,0.0011,0.0008,83.3333,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,THEATRE,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,2,6,0,0,0,750.0,0.0011,0.0012,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,WAREHOUSE,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,10,0,0,0,1000.0,0.0019,0.0016,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,WAREHOUSE,Toilet and Hand Washing Facilities for Staff,,category_rank_in_facility_type,2.0,2,1,2,2,0,0,500.0,0.0004,0.0008,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,WAREHOUSE,Food Protection,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,candy/gelato,Food Maintenance,,category_rank_in_facility_type,1.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,candy/gelato,Personnel,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,grocery/butcher,Food Maintenance,,category_rank_in_facility_type,1.0,6,3,29,0,0,0,2600.0,0.0055,0.0042,89.6552,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,grocery/butcher,Food Protection,,category_rank_in_facility_type,2.0,6,3,23,6,0,0,3600.0,0.0044,0.0058,156.5217,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,grocery/butcher,Food Equipment and Utensil,,category_rank_in_facility_type,3.0,3,2,3,0,0,0,500.0,0.0006,0.0008,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,theater,Food Maintenance,,category_rank_in_facility_type,1.0,3,2,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,theater,Food Protection,,category_rank_in_facility_type,2.0,3,2,5,0,0,0,500.0,0.001,0.0008,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,warehouse,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,8,0,0,0,400.0,0.0015,0.0006,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,warehouse,Insect and Rodent Control,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,warehouse,Food Protection,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,100.0,0.0004,0.0002,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023,Food Maintenance,,category_rank_in_facility_type,1.0,13,5,19,0,0,0,1900.0,0.0036,0.003,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023,Food Protection,,category_rank_in_facility_type,2.0,4,4,6,0,0,0,600.0,0.0011,0.001,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,1023,Food Equipment and Utensil,,category_rank_in_facility_type,3.0,3,2,3,0,0,0,500.0,0.0006,0.0008,166.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BREWPUB,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,12,0,0,0,600.0,0.0023,0.001,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BREWPUB,Food Protection,,category_rank_in_facility_type,2.0,4,1,9,3,0,0,1700.0,0.0017,0.0027,188.8889,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,BREWPUB,Food Equipment and Utensil,,category_rank_in_facility_type,3.0,4,1,4,0,0,0,750.0,0.0008,0.0012,187.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CATERED EVENTS,Food Maintenance,,category_rank_in_facility_type,1.0,2,2,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CATERED EVENTS,Insect and Rodent Control,,category_rank_in_facility_type,2.0,2,2,4,0,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CATERED EVENTS,Food Protection,,category_rank_in_facility_type,3.0,2,2,2,2,0,0,1000.0,0.0004,0.0016,500.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHARTER SCHOOL CAFETERIA,Food Maintenance,,category_rank_in_facility_type,1.0,4,1,8,0,0,0,800.0,0.0015,0.0013,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHARTER SCHOOL CAFETERIA,Food Protection,,category_rank_in_facility_type,2.0,3,1,7,0,0,0,600.0,0.0013,0.001,85.7143,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,CHARTER SCHOOL CAFETERIA,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,4,0,0,0,500.0,0.0008,0.0008,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COLD/FROZEN FOOD STORAGE,Food Maintenance,,category_rank_in_facility_type,1.0,3,1,7,0,0,0,700.0,0.0013,0.0011,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COLD/FROZEN FOOD STORAGE,Food Protection,,category_rank_in_facility_type,2.0,3,1,5,0,0,0,500.0,0.001,0.0008,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,COLD/FROZEN FOOD STORAGE,Compliance,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DRUG/GROCERY STORE,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,7,0,0,0,700.0,0.0013,0.0011,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,DRUG/GROCERY STORE,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GAS STATION/RESTAURANT,Food Maintenance,,category_rank_in_facility_type,1.0,11,2,31,0,0,0,2800.0,0.0059,0.0045,90.3226,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GAS STATION/RESTAURANT,Food Protection,,category_rank_in_facility_type,2.0,10,2,15,0,0,0,1450.0,0.0029,0.0023,96.6667,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GAS STATION/RESTAURANT,Insect and Rodent Control,,category_rank_in_facility_type,3.0,7,2,7,0,0,0,1000.0,0.0013,0.0016,142.8571,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GELATO SHOP,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,4,0,0,0,400.0,0.0008,0.0006,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GOLF COURSE,Food Maintenance,,category_rank_in_facility_type,1.0,2,1,4,0,0,0,200.0,0.0008,0.0003,50.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GOLF COURSE,Food Equipment and Utensil,,category_rank_in_facility_type,2.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GOLF COURSE,Insect and Rodent Control,,category_rank_in_facility_type,3.0,2,1,2,0,0,0,250.0,0.0004,0.0004,125.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GOLF COURSE CONNCESSION STAND,Food Maintenance,,category_rank_in_facility_type,1.0,5,2,9,0,0,0,500.0,0.0017,0.0008,55.5556,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GOLF COURSE CONNCESSION STAND,Food Protection,,category_rank_in_facility_type,2.0,1,1,1,0,0,0,100.0,0.0002,0.0002,100.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,GOLF COURSE CONNCESSION STAND,Personnel,,category_rank_in_facility_type,3.0,1,1,1,0,0,0,250.0,0.0002,0.0004,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Golden Diner,Food Maintenance,,category_rank_in_facility_type,1.0,298,60,545,0,0,0,49700.0,0.1038,0.0796,91.1927,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Golden Diner,Food Protection,,category_rank_in_facility_type,2.0,188,52,256,37,0,0,37600.0,0.0487,0.0602,146.875,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,Golden Diner,Insect and Rodent Control,,category_rank_in_facility_type,3.0,99,37,112,0,0,0,19500.0,0.0213,0.0312,174.1071,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HEALTH/ JUICE BAR,Food Maintenance,,category_rank_in_facility_type,1.0,9,1,24,0,0,0,2100.0,0.0046,0.0034,87.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HEALTH/ JUICE BAR,Food Protection,,category_rank_in_facility_type,2.0,7,1,20,4,0,0,3550.0,0.0038,0.0057,177.5,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HEALTH/ JUICE BAR,Insect and Rodent Control,,category_rank_in_facility_type,3.0,4,1,4,0,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HERBALIFE,Food Protection,,category_rank_in_facility_type,1.0,3,2,4,0,0,0,700.0,0.0008,0.0011,175.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HERBALIFE,Insect and Rodent Control,,category_rank_in_facility_type,2.0,2,1,4,0,0,0,1000.0,0.0008,0.0016,250.0,Check whether facility-type patterns explain category-level burden.
facility_category_profile,facility_type_category,HERBALIFE,Food Maintenance,,category_rank_in_facility_type,3.0,3,2,3,0,0,0,200.0,0.0006,0.0003,66.6667,Check whether facility-type patterns explain category-level burden.
