evidence_block,grain,item,item_2,item_3,rank_label,rank_value,users,reviews,businesses,avg_user_stars,avg_review_stars,avg_business_stars,long_review_rate_pct,avg_elite_years,share_pct,notes
user_rating_profile,user_rating_recognition,user_avg_4.0_to_4.49,ordinary_or_low_recognition,"",user_rating_profile_rank,2,15675,70810,10943,4.0,3.9967,3.8161,14.9795,0.0,21.929,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.5_to_5,ordinary_or_low_recognition,"",user_rating_profile_rank,3,21537,49296,10154,4.6967,4.6428,3.9911,9.4024,0.0,15.2664,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.0_to_4.49,multi_year_elite,"",user_rating_profile_rank,4,1521,34205,7882,4.0,3.9235,3.7784,32.4339,4.4413,10.5929,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_3.0_to_3.99,multi_year_elite,"",user_rating_profile_rank,5,1445,28722,7480,3.4758,3.5523,3.7202,32.8877,4.638,8.8948,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_below_3,ordinary_or_low_recognition,"",user_rating_profile_rank,6,9403,16632,6872,1.948,2.0299,3.4416,20.4545,0.0,5.1507,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.0_to_4.49,short_elite,"",user_rating_profile_rank,7,1025,15746,5458,4.0,3.9496,3.7802,25.924,1.6687,4.8763,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_3.0_to_3.99,short_elite,"",user_rating_profile_rank,8,805,11407,4618,3.4793,3.5954,3.723,32.0154,1.7011,3.5326,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.5_to_5,multi_year_elite,"",user_rating_profile_rank,9,99,3043,1996,4.5,4.3076,3.8327,28.393,4.1479,0.9424,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.5_to_5,short_elite,"",user_rating_profile_rank,10,109,2223,1526,4.5,4.3693,3.8538,18.9834,1.601,0.6884,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_3.0_to_3.99,high_compliment_non_elite,"",user_rating_profile_rank,11,43,2085,1712,3.405,3.3995,3.6633,30.1199,0.0,0.6457,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.0_to_4.49,high_compliment_non_elite,"",user_rating_profile_rank,12,47,1374,1155,4.0,3.9199,3.722,32.3872,0.0,0.4255,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.5_to_5,high_compliment_non_elite,"",user_rating_profile_rank,13,7,228,228,4.5,4.2237,3.8465,25.4386,0.0,0.0706,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.0_to_4.49,high_fan_non_elite,"",user_rating_profile_rank,14,7,54,53,4.0,4.0185,3.7222,7.4074,0.0,0.0167,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_below_3,short_elite,"",user_rating_profile_rank,15,3,22,22,2.5,2.2273,3.6364,50.0,1.0455,0.0068,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_below_3,high_compliment_non_elite,"",user_rating_profile_rank,16,2,19,19,2.5,2.4211,3.4737,47.3684,0.0,0.0059,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_4.5_to_5,high_fan_non_elite,"",user_rating_profile_rank,17,7,14,14,4.5714,4.4286,4.3214,7.1429,0.0,0.0043,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_3.0_to_3.99,high_fan_non_elite,"",user_rating_profile_rank,18,6,13,11,3.5,2.8462,3.1923,30.7692,0.0,0.004,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_below_3,multi_year_elite,"",user_rating_profile_rank,19,1,5,5,2.5,3.0,3.8,0.0,6.0,0.0015,user average-star bucket compared with recognition and review behavior
user_rating_profile,user_rating_recognition,user_avg_below_3,high_fan_non_elite,"",user_rating_profile_rank,20,1,1,1,2.5,2.0,3.5,0.0,0.0,0.0003,user average-star bucket compared with recognition and review behavior
business_rating_by_social,business_star_recognition,business_4.0_to_4.49,ordinary_or_low_recognition,"",business_star_recognition_rank,1,36629,87390,3370,3.8,4.0084,4.0,15.5052,0.0,27.0636,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_3.0_to_3.99,ordinary_or_low_recognition,"",business_star_recognition_rank,2,34835,81095,5309,3.6333,3.3626,3.3627,16.5658,0.0,25.1141,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.5_to_5,ordinary_or_low_recognition,"",business_star_recognition_rank,3,25607,43008,4236,3.9942,4.5471,4.6009,12.6139,0.0,13.319,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.0_to_4.49,multi_year_elite,"",business_star_recognition_rank,4,2219,26082,2678,3.7983,3.9767,4.0,33.4062,4.4935,8.0773,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_3.0_to_3.99,multi_year_elite,"",business_star_recognition_rank,5,2245,25760,4057,3.7822,3.4625,3.3551,31.7042,4.5481,7.9776,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_below_3,ordinary_or_low_recognition,"",business_star_recognition_rank,6,9034,12252,2360,3.2491,2.1334,2.2196,20.2253,0.0,3.7943,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.0_to_4.49,short_elite,"",business_star_recognition_rank,7,1372,11852,2114,3.8394,4.0386,4.0,28.6956,1.683,3.6704,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_3.0_to_3.99,short_elite,"",business_star_recognition_rank,8,1378,11422,3006,3.8247,3.5286,3.3601,27.6134,1.6655,3.5373,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.5_to_5,multi_year_elite,"",business_star_recognition_rank,9,1432,10856,2222,3.8278,4.4057,4.5571,32.4245,4.4525,3.362,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.5_to_5,short_elite,"",business_star_recognition_rank,10,924,4775,1443,3.8665,4.4467,4.5553,26.7016,1.6871,1.4788,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_below_3,multi_year_elite,"",business_star_recognition_rank,11,904,3277,1302,3.7551,2.6277,2.3027,30.6378,4.6039,1.0148,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_3.0_to_3.99,high_compliment_non_elite,"",business_star_recognition_rank,12,78,1541,1082,3.657,3.353,3.3397,29.9156,0.0,0.4772,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.0_to_4.49,high_compliment_non_elite,"",business_star_recognition_rank,13,69,1364,860,3.7115,3.8658,4.0,31.8915,0.0,0.4224,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_below_3,short_elite,"",business_star_recognition_rank,14,522,1349,758,3.7643,2.642,2.298,24.9815,1.6575,0.4178,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.5_to_5,high_compliment_non_elite,"",business_star_recognition_rank,15,54,556,411,3.7401,4.3489,4.5549,32.7338,0.0,0.1722,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_below_3,high_compliment_non_elite,"",business_star_recognition_rank,16,44,245,212,3.6388,2.551,2.2857,25.3061,0.0,0.0759,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_3.0_to_3.99,high_fan_non_elite,"",business_star_recognition_rank,17,12,31,27,3.8871,3.6129,3.3065,6.4516,0.0,0.0096,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.0_to_4.49,high_fan_non_elite,"",business_star_recognition_rank,18,11,30,29,4.05,4.0667,4.0,16.6667,0.0,0.0093,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_4.5_to_5,high_fan_non_elite,"",business_star_recognition_rank,19,9,16,16,4.2188,4.5625,4.625,6.25,0.0,0.005,business rating bucket viewed through reviewer recognition composition
business_rating_by_social,business_star_recognition,business_below_3,high_fan_non_elite,"",business_star_recognition_rank,20,4,5,5,3.7,2.2,2.0,20.0,0.0,0.0015,business rating bucket viewed through reviewer recognition composition
