evidence_block,grain,item,item_2,item_3,rank_label,rank_value,catalog_book_count,sold_book_count,line_count,order_count,customer_count,total_price,avg_price,secondary_value,share_pct,notes
title_country_mix,title_country,"Cities of the Plain (The Border Trilogy  #3)",Costa Rica,,country_rank_within_title,2.0,,,1,1,1,17.88,17.88,,29.8348,Destination-country mix for top observed titles.
title_country_mix,title_country,Close Range,China,,country_rank_within_title,2.0,,,1,1,1,17.4,17.4,,37.6216,Destination-country mix for top observed titles.
title_country_mix,title_country,Crime and Punishment,Russia,,country_rank_within_title,2.0,,,1,1,1,14.16,14.16,,34.3023,Destination-country mix for top observed titles.
title_country_mix,title_country,Daniel Deronda,Peru,,country_rank_within_title,2.0,,,1,1,1,13.29,13.29,,31.1387,Destination-country mix for top observed titles.
title_country_mix,title_country,Different Seasons,United States of America,,country_rank_within_title,2.0,,,2,2,2,23.27,11.635,,37.0188,Destination-country mix for top observed titles.
title_country_mix,title_country,Dostoevsky,Armenia,,country_rank_within_title,2.0,,,1,1,1,14.99,14.99,,33.2299,Destination-country mix for top observed titles.
title_country_mix,title_country,Error humano,Indonesia,,country_rank_within_title,2.0,,,1,1,1,16.29,16.29,,35.3516,Destination-country mix for top observed titles.
title_country_mix,title_country,Falling Angel,Poland,,country_rank_within_title,2.0,,,1,1,1,17.42,17.42,,40.9305,Destination-country mix for top observed titles.
title_country_mix,title_country,Fantastic Mr Fox,Portugal,,country_rank_within_title,2.0,,,1,1,1,11.72,11.72,,29.8523,Destination-country mix for top observed titles.
title_country_mix,title_country,"Flight of the Nighthawks (The Darkwar Saga  #1)",Morocco,,country_rank_within_title,2.0,,,1,1,1,13.79,13.79,,28.9584,Destination-country mix for top observed titles.
title_country_mix,title_country,Full House: The Spread of Excellence from Plato to Darwin,Russia,,country_rank_within_title,2.0,,,1,1,1,15.98,15.98,,30.6895,Destination-country mix for top observed titles.
title_country_mix,title_country,"Fullmetal Alchemist  Vol. 5 (Fullmetal Alchemist  #5)",Philippines,,country_rank_within_title,2.0,,,1,1,1,19.12,19.12,,49.7399,Destination-country mix for top observed titles.
title_country_mix,title_country,Galápagos,China,,country_rank_within_title,2.0,,,1,1,1,15.68,15.68,,40.8972,Destination-country mix for top observed titles.
title_country_mix,title_country,Genetics and the Origin of Species,Japan,,country_rank_within_title,2.0,,,1,1,1,11.92,11.92,,29.3596,Destination-country mix for top observed titles.
title_country_mix,title_country,"Gilda Joyce: Psychic Investigator (Gilda Joyce  #1)",United States of America,,country_rank_within_title,2.0,,,1,1,1,11.94,11.94,,29.8799,Destination-country mix for top observed titles.
title_country_mix,title_country,"Hard Eight (Stephanie Plum  #8)",Philippines,,country_rank_within_title,2.0,,,1,1,1,15.6,15.6,,32.9531,Destination-country mix for top observed titles.
title_country_mix,title_country,"Hidden Leaves (De Beers  #5)",New Zealand,,country_rank_within_title,2.0,,,1,1,1,12.03,12.03,,28.5884,Destination-country mix for top observed titles.
title_country_mix,title_country,"How ""Natives"" Think: About Captain Cook  For Example",Nigeria,,country_rank_within_title,2.0,,,1,1,1,11.77,11.77,,28.8763,Destination-country mix for top observed titles.
title_country_mix,title_country,How to Travel with a Salmon and Other Essays,United States of America,,country_rank_within_title,2.0,,,1,1,1,14.88,14.88,,36.0727,Destination-country mix for top observed titles.
title_country_mix,title_country,"Hyperion (Los Cantos de Hyperion  #1)",Brazil,,country_rank_within_title,2.0,,,1,1,1,14.68,14.68,,37.8546,Destination-country mix for top observed titles.
title_country_mix,title_country,Identity,Russia,,country_rank_within_title,2.0,,,1,1,1,18.21,18.21,,25.8298,Destination-country mix for top observed titles.
title_country_mix,title_country,In Pharaoh's Army: Memories of the Lost War,Macedonia,,country_rank_within_title,2.0,,,1,1,1,13.12,13.12,,31.8138,Destination-country mix for top observed titles.
title_country_mix,title_country,"King Solomon's Mines (Allan Quatermain  #1)",Canada,,country_rank_within_title,2.0,,,1,1,1,12.43,12.43,,30.2875,Destination-country mix for top observed titles.
title_country_mix,title_country,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,United States of America,,country_rank_within_title,2.0,,,1,1,1,11.8,11.8,,29.3022,Destination-country mix for top observed titles.
title_country_mix,title_country,Life of Pi,Brazil,,country_rank_within_title,2.0,,,1,1,1,15.9,15.9,,40.4066,Destination-country mix for top observed titles.
title_country_mix,title_country,Love-Lies-Bleeding,Indonesia,,country_rank_within_title,2.0,,,1,1,1,18.55,18.55,,42.9199,Destination-country mix for top observed titles.
title_country_mix,title_country,Moo  Baa  La La La!,Morocco,,country_rank_within_title,2.0,,,1,1,1,10.81,10.81,,26.1237,Destination-country mix for top observed titles.
title_country_mix,title_country,"My Ishmael (Ishmael  #3)",Indonesia,,country_rank_within_title,2.0,,,1,1,1,17.13,17.13,,43.411,Destination-country mix for top observed titles.
title_country_mix,title_country,Nickel and Dimed: On (Not) Getting by in America,Russia,,country_rank_within_title,2.0,,,1,1,1,16.6,16.6,,39.2621,Destination-country mix for top observed titles.
title_country_mix,title_country,O Xará,Norway,,country_rank_within_title,2.0,,,1,1,1,18.22,18.22,,34.7445,Destination-country mix for top observed titles.
title_country_mix,title_country,Pies and Tarts,Russia,,country_rank_within_title,2.0,,,1,1,1,15.03,15.03,,28.6122,Destination-country mix for top observed titles.
title_country_mix,title_country,Preface to the Phenomenology of Spirit,Brazil,,country_rank_within_title,2.0,,,1,1,1,15.74,15.74,,33.6469,Destination-country mix for top observed titles.
title_country_mix,title_country,Raising the Bar: Ministry to Youth in the New Millennium,Indonesia,,country_rank_within_title,2.0,,,1,1,1,9.47,9.47,,23.3769,Destination-country mix for top observed titles.
title_country_mix,title_country,"Reversible Errors (Kindle County Legal Thriller #6)",Ukraine,,country_rank_within_title,2.0,,,1,1,1,15.76,15.76,,33.0676,Destination-country mix for top observed titles.
title_country_mix,title_country,"Ring of Fire (Ring of Fire Anthology  #1)",Philippines,,country_rank_within_title,2.0,,,1,1,1,13.38,13.38,,26.8083,Destination-country mix for top observed titles.
title_country_mix,title_country,Rose of No Man's Land,China,,country_rank_within_title,2.0,,,1,1,1,14.01,14.01,,33.5649,Destination-country mix for top observed titles.
title_country_mix,title_country,Schopenhauer: A Very Short Introduction,Ireland,,country_rank_within_title,2.0,,,1,1,1,19.47,19.47,,43.7626,Destination-country mix for top observed titles.
title_country_mix,title_country,Secret for a Nightingale,China,,country_rank_within_title,2.0,,,1,1,1,16.25,16.25,,31.7073,Destination-country mix for top observed titles.
title_country_mix,title_country,Seduction by Design,China,,country_rank_within_title,2.0,,,1,1,1,13.7,13.7,,32.3418,Destination-country mix for top observed titles.
title_country_mix,title_country,SeinLanguage,United States of America,,country_rank_within_title,2.0,,,1,1,1,16.69,16.69,,32.0284,Destination-country mix for top observed titles.
title_country_mix,title_country,Skylight Confessions,Haiti,,country_rank_within_title,2.0,,,1,1,1,16.67,16.67,,33.0623,Destination-country mix for top observed titles.
title_country_mix,title_country,Spares,China,,country_rank_within_title,2.0,,,1,1,1,17.95,17.95,,33.652,Destination-country mix for top observed titles.
title_country_mix,title_country,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,China,,country_rank_within_title,2.0,,,1,1,1,14.24,14.24,,31.3311,Destination-country mix for top observed titles.
title_country_mix,title_country,"Territoires (Le talisman des territoires  #2)",Czech Republic,,country_rank_within_title,2.0,,,1,1,1,18.26,18.26,,39.3111,Destination-country mix for top observed titles.
title_country_mix,title_country,The Architecture of Happiness,Russia,,country_rank_within_title,2.0,,,1,1,1,15.33,15.33,,28.5847,Destination-country mix for top observed titles.
title_country_mix,title_country,The Bible Cure For Diabetes,Japan,,country_rank_within_title,2.0,,,1,1,1,11.92,11.92,,28.8062,Destination-country mix for top observed titles.
title_country_mix,title_country,The Bluest Eye,Venezuela,,country_rank_within_title,2.0,,,1,1,1,14.63,14.63,,35.0251,Destination-country mix for top observed titles.
title_country_mix,title_country,The Book of Five Rings,United States of America,,country_rank_within_title,2.0,,,1,1,1,13.51,13.51,,34.7301,Destination-country mix for top observed titles.
title_country_mix,title_country,The Cat Who Walks Through Walls (The World As Myth),Indonesia,,country_rank_within_title,2.0,,,1,1,1,18.64,18.64,,40.976,Destination-country mix for top observed titles.
title_country_mix,title_country,The Communist Manifesto,Portugal,,country_rank_within_title,2.0,,,1,1,1,19.56,19.56,,50.0,Destination-country mix for top observed titles.
title_country_mix,title_country,The Complete Works: The Revised Oxford Translation  Vol. 1,Peru,,country_rank_within_title,2.0,,,1,1,1,15.11,15.11,,39.39,Destination-country mix for top observed titles.
title_country_mix,title_country,The Dive from Clausen's Pier,Mali,,country_rank_within_title,2.0,,,1,1,1,13.95,13.95,,36.262,Destination-country mix for top observed titles.
title_country_mix,title_country,The Door Into Summer,China,,country_rank_within_title,2.0,,,1,1,1,14.96,14.96,,34.3987,Destination-country mix for top observed titles.
title_country_mix,title_country,"The End of Days (The Earth Chronicles  #7)",Peru,,country_rank_within_title,2.0,,,1,1,1,14.86,14.86,,31.0489,Destination-country mix for top observed titles.
title_country_mix,title_country,The Feminine Mystique,Philippines,,country_rank_within_title,2.0,,,1,1,1,10.69,10.69,,25.9971,Destination-country mix for top observed titles.
title_country_mix,title_country,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Armenia,,country_rank_within_title,2.0,,,1,1,1,9.67,9.67,,25.2217,Destination-country mix for top observed titles.
title_country_mix,title_country,The Hour Before Dark,Colombia,,country_rank_within_title,2.0,,,1,1,1,9.55,9.55,,22.9182,Destination-country mix for top observed titles.
title_country_mix,title_country,The Illustrated Book of Ballet Stories (with CD),China,,country_rank_within_title,2.0,,,1,1,1,11.12,11.12,,28.8307,Destination-country mix for top observed titles.
title_country_mix,title_country,The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG),Madagascar,,country_rank_within_title,2.0,,,1,1,1,16.07,16.07,,41.3749,Destination-country mix for top observed titles.
title_country_mix,title_country,The Killer Angels,China,,country_rank_within_title,2.0,,,1,1,1,15.86,15.86,,40.7817,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8)",Belarus,,country_rank_within_title,2.0,,,1,1,1,18.21,18.21,,39.1024,Destination-country mix for top observed titles.
title_country_mix,title_country,The Picture of Dorian Gray,Samoa,,country_rank_within_title,2.0,,,1,1,1,13.72,13.72,,34.5505,Destination-country mix for top observed titles.
title_country_mix,title_country,The Prophet,Serbia,,country_rank_within_title,2.0,,,1,1,1,15.23,15.23,,25.0823,Destination-country mix for top observed titles.
title_country_mix,title_country,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,Brazil,,country_rank_within_title,2.0,,,1,1,1,18.85,18.85,,38.778,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Raphael Affair (Jonathan Argyll  #1)",Peru,,country_rank_within_title,2.0,,,1,1,1,17.18,17.18,,32.5256,Destination-country mix for top observed titles.
title_country_mix,title_country,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Indonesia,,country_rank_within_title,2.0,,,1,1,1,9.3,9.3,,17.7481,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Right Attitude to Rain (Isabel Dalhousie  #3)",France,,country_rank_within_title,2.0,,,1,1,1,18.48,18.48,,31.3912,Destination-country mix for top observed titles.
title_country_mix,title_country,The River at the Center of the World: A Journey Up the Yangtze & Back in Chinese Time,China,,country_rank_within_title,2.0,,,1,1,1,19.64,19.64,,49.9491,Destination-country mix for top observed titles.
title_country_mix,title_country,The Secret Lives of Men and Women: A PostSecret Book,Ukraine,,country_rank_within_title,2.0,,,1,1,1,14.73,14.73,,37.0008,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Shadow Rising (The Wheel of Time  #4)",Russia,,country_rank_within_title,2.0,,,1,1,1,4.63,4.63,,8.4412,Destination-country mix for top observed titles.
title_country_mix,title_country,The Stone Fey,France,,country_rank_within_title,2.0,,,1,1,1,9.32,9.32,,18.6288,Destination-country mix for top observed titles.
title_country_mix,title_country,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,China,,country_rank_within_title,2.0,,,1,1,1,14.27,14.27,,34.1306,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Teeth of the Tiger (Jack Ryan Universe  #12)",Czech Republic,,country_rank_within_title,2.0,,,1,1,1,17.44,17.44,,45.0065,Destination-country mix for top observed titles.
title_country_mix,title_country,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,Russia,,country_rank_within_title,2.0,,,1,1,1,16.0,16.0,,32.7065,Destination-country mix for top observed titles.
title_country_mix,title_country,The Working Poor: Invisible in America,China,,country_rank_within_title,2.0,,,1,1,1,19.49,19.49,,49.6181,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Zucchini Warriors (Macdonald Hall  #5)",Afghanistan,,country_rank_within_title,2.0,,,1,1,1,14.66,14.66,,27.9824,Destination-country mix for top observed titles.
title_country_mix,title_country,"Time for the Stars (Heinlein's Juveniles  #10)",Philippines,,country_rank_within_title,2.0,,,1,1,1,15.8,15.8,,35.2364,Destination-country mix for top observed titles.
title_country_mix,title_country,Tinsel,Czech Republic,,country_rank_within_title,2.0,,,1,1,1,15.73,15.73,,33.2067,Destination-country mix for top observed titles.
title_country_mix,title_country,Tortilla Flat,Brazil,,country_rank_within_title,2.0,,,1,1,1,9.04,9.04,,22.7136,Destination-country mix for top observed titles.
title_country_mix,title_country,"Vale of the Vole (Xanth #10)",United States of America,,country_rank_within_title,2.0,,,1,1,1,10.99,10.99,,28.3613,Destination-country mix for top observed titles.
title_country_mix,title_country,Watership Down,Morocco,,country_rank_within_title,2.0,,,1,1,1,19.49,19.49,,33.8486,Destination-country mix for top observed titles.
title_country_mix,title_country,What Life Was Like in the Jewel in the Crown: British India  AD 1600-1905,Afghanistan,,country_rank_within_title,2.0,,,1,1,1,14.0,14.0,,31.049,Destination-country mix for top observed titles.
title_country_mix,title_country,"Wind Rider's Oath (War God  #3)",Mali,,country_rank_within_title,2.0,,,1,1,1,13.85,13.85,,32.157,Destination-country mix for top observed titles.
title_country_mix,title_country,Wolf Willow,Greece,,country_rank_within_title,2.0,,,1,1,1,16.65,16.65,,33.5889,Destination-country mix for top observed titles.
title_country_mix,title_country,"Writings to Young Women on Laura Ingalls Wilder: As Told By Her Family  Friends  and Neighbors (Writings to Young Women on Laura Ingalls Wilder #3)",United States of America,,country_rank_within_title,2.0,,,1,1,1,13.85,13.85,,33.4865,Destination-country mix for top observed titles.
title_country_mix,title_country,犬夜叉 17,China,,country_rank_within_title,2.0,,,1,1,1,13.5,13.5,,31.9981,Destination-country mix for top observed titles.
title_country_mix,title_country,200 Quilt Blocks: To Mix and Match,Ukraine,,country_rank_within_title,3.0,,,1,1,1,9.64,9.64,,22.5497,Destination-country mix for top observed titles.
title_country_mix,title_country,"A Higher Justice (The Trials of Kit Shannon #5)",United States of America,,country_rank_within_title,3.0,,,1,1,1,17.14,17.14,,29.7466,Destination-country mix for top observed titles.
title_country_mix,title_country,"A Pinch of Snuff (Dalziel & Pascoe  #5)",Russia,,country_rank_within_title,3.0,,,1,1,1,9.32,9.32,,20.3139,Destination-country mix for top observed titles.
title_country_mix,title_country,Accordion Crimes,China,,country_rank_within_title,3.0,,,1,1,1,13.2,13.2,,32.2502,Destination-country mix for top observed titles.
title_country_mix,title_country,Anleitung zum Zickigsein,Sweden,,country_rank_within_title,3.0,,,1,1,1,8.69,8.69,,18.5763,Destination-country mix for top observed titles.
title_country_mix,title_country,Are We There Yet?,Hungary,,country_rank_within_title,3.0,,,1,1,1,7.47,7.47,,18.013,Destination-country mix for top observed titles.
title_country_mix,title_country,"Betsy and Tacy Go Downtown (Betsy-Tacy  #4)",Indonesia,,country_rank_within_title,3.0,,,1,1,1,8.23,8.23,,19.3647,Destination-country mix for top observed titles.
title_country_mix,title_country,Black Widow: Homecoming,Philippines,,country_rank_within_title,3.0,,,1,1,1,12.54,12.54,,27.3024,Destination-country mix for top observed titles.
title_country_mix,title_country,Celebrations: Rituals of Peace and Prayer,Kenya,,country_rank_within_title,3.0,,,1,1,1,12.27,12.27,,26.162,Destination-country mix for top observed titles.
title_country_mix,title_country,"Cities of the Plain (The Border Trilogy  #3)",Brazil,,country_rank_within_title,3.0,,,1,1,1,7.82,7.82,,13.0486,Destination-country mix for top observed titles.
title_country_mix,title_country,Close Range,Russia,,country_rank_within_title,3.0,,,1,1,1,9.75,9.75,,21.0811,Destination-country mix for top observed titles.
title_country_mix,title_country,Crime and Punishment,China,,country_rank_within_title,3.0,,,1,1,1,10.97,10.97,,26.5746,Destination-country mix for top observed titles.
title_country_mix,title_country,Daniel Deronda,Hungary,,country_rank_within_title,3.0,,,1,1,1,11.59,11.59,,27.1556,Destination-country mix for top observed titles.
title_country_mix,title_country,Different Seasons,Brazil,,country_rank_within_title,3.0,,,1,1,1,5.98,5.98,,9.5132,Destination-country mix for top observed titles.
title_country_mix,title_country,Dostoevsky,China,,country_rank_within_title,3.0,,,1,1,1,14.37,14.37,,31.8555,Destination-country mix for top observed titles.
title_country_mix,title_country,Error humano,Vietnam,,country_rank_within_title,3.0,,,1,1,1,12.64,12.64,,27.4306,Destination-country mix for top observed titles.
title_country_mix,title_country,Falling Angel,China,,country_rank_within_title,3.0,,,1,1,1,7.58,7.58,,17.8102,Destination-country mix for top observed titles.
title_country_mix,title_country,Fantastic Mr Fox,Colombia,,country_rank_within_title,3.0,,,1,1,1,8.15,8.15,,20.759,Destination-country mix for top observed titles.
title_country_mix,title_country,Full House: The Spread of Excellence from Plato to Darwin,Brazil,,country_rank_within_title,3.0,,,1,1,1,13.34,13.34,,25.6194,Destination-country mix for top observed titles.
title_country_mix,title_country,Galápagos,South Africa,,country_rank_within_title,3.0,,,1,1,1,4.44,4.44,,11.5806,Destination-country mix for top observed titles.
title_country_mix,title_country,Genetics and the Origin of Species,China,,country_rank_within_title,3.0,,,1,1,1,10.13,10.13,,24.9507,Destination-country mix for top observed titles.
title_country_mix,title_country,"Gilda Joyce: Psychic Investigator (Gilda Joyce  #1)",Poland,,country_rank_within_title,3.0,,,1,1,1,11.23,11.23,,28.1031,Destination-country mix for top observed titles.
title_country_mix,title_country,"Hard Eight (Stephanie Plum  #8)",Costa Rica,,country_rank_within_title,3.0,,,1,1,1,13.15,13.15,,27.7778,Destination-country mix for top observed titles.
title_country_mix,title_country,"How ""Natives"" Think: About Captain Cook  For Example",United States of America,,country_rank_within_title,3.0,,,1,1,1,9.26,9.26,,22.7184,Destination-country mix for top observed titles.
title_country_mix,title_country,How to Travel with a Salmon and Other Essays,Nigeria,,country_rank_within_title,3.0,,,1,1,1,8.47,8.47,,20.5333,Destination-country mix for top observed titles.
title_country_mix,title_country,"Hyperion (Los Cantos de Hyperion  #1)",Iran,,country_rank_within_title,3.0,,,1,1,1,4.97,4.97,,12.8159,Destination-country mix for top observed titles.
title_country_mix,title_country,Identity,Indonesia,,country_rank_within_title,3.0,,,1,1,1,16.8,16.8,,23.8298,Destination-country mix for top observed titles.
title_country_mix,title_country,In Pharaoh's Army: Memories of the Lost War,Indonesia,,country_rank_within_title,3.0,,,1,1,1,9.12,9.12,,22.1145,Destination-country mix for top observed titles.
title_country_mix,title_country,"King Solomon's Mines (Allan Quatermain  #1)",Indonesia,,country_rank_within_title,3.0,,,1,1,1,9.78,9.78,,23.8304,Destination-country mix for top observed titles.
title_country_mix,title_country,Lies My Teacher Told Me about Christopher Columbus: What Your History Books Got Wrong,Thailand,,country_rank_within_title,3.0,,,1,1,1,8.57,8.57,,21.2814,Destination-country mix for top observed titles.
title_country_mix,title_country,Life of Pi,Indonesia,,country_rank_within_title,3.0,,,1,1,1,6.3,6.3,,16.0102,Destination-country mix for top observed titles.
title_country_mix,title_country,Moo  Baa  La La La!,France,,country_rank_within_title,3.0,,,1,1,1,10.46,10.46,,25.2779,Destination-country mix for top observed titles.
title_country_mix,title_country,"My Ishmael (Ishmael  #3)",Greece,,country_rank_within_title,3.0,,,1,1,1,2.52,2.52,,6.3862,Destination-country mix for top observed titles.
title_country_mix,title_country,Nickel and Dimed: On (Not) Getting by in America,Brazil,,country_rank_within_title,3.0,,,1,1,1,6.71,6.71,,15.8704,Destination-country mix for top observed titles.
title_country_mix,title_country,O Xará,China,,country_rank_within_title,3.0,,,1,1,1,9.0,9.0,,17.1625,Destination-country mix for top observed titles.
title_country_mix,title_country,Pies and Tarts,Vietnam,,country_rank_within_title,3.0,,,1,1,1,9.39,9.39,,17.8755,Destination-country mix for top observed titles.
title_country_mix,title_country,Preface to the Phenomenology of Spirit,Madagascar,,country_rank_within_title,3.0,,,1,1,1,12.12,12.12,,25.9085,Destination-country mix for top observed titles.
title_country_mix,title_country,Raising the Bar: Ministry to Youth in the New Millennium,Moldova,,country_rank_within_title,3.0,,,1,1,1,9.11,9.11,,22.4883,Destination-country mix for top observed titles.
title_country_mix,title_country,"Reversible Errors (Kindle County Legal Thriller #6)",Peru,,country_rank_within_title,3.0,,,1,1,1,12.15,12.15,,25.4931,Destination-country mix for top observed titles.
title_country_mix,title_country,"Ring of Fire (Ring of Fire Anthology  #1)",China,,country_rank_within_title,3.0,,,1,1,1,12.16,12.16,,24.3639,Destination-country mix for top observed titles.
title_country_mix,title_country,Rose of No Man's Land,Slovakia,,country_rank_within_title,3.0,,,1,1,1,6.08,6.08,,14.5664,Destination-country mix for top observed titles.
title_country_mix,title_country,Schopenhauer: A Very Short Introduction,Ecuador,,country_rank_within_title,3.0,,,1,1,1,3.6,3.6,,8.0917,Destination-country mix for top observed titles.
title_country_mix,title_country,Secret for a Nightingale,Germany,,country_rank_within_title,3.0,,,1,1,1,15.94,15.94,,31.1024,Destination-country mix for top observed titles.
title_country_mix,title_country,Seduction by Design,Russia,,country_rank_within_title,3.0,,,1,1,1,12.7,12.7,,29.9811,Destination-country mix for top observed titles.
title_country_mix,title_country,SeinLanguage,Panama,,country_rank_within_title,3.0,,,1,1,1,16.28,16.28,,31.2416,Destination-country mix for top observed titles.
title_country_mix,title_country,Skylight Confessions,Sweden,,country_rank_within_title,3.0,,,1,1,1,14.25,14.25,,28.2626,Destination-country mix for top observed titles.
title_country_mix,title_country,Spares,Indonesia,,country_rank_within_title,3.0,,,1,1,1,17.16,17.16,,32.171,Destination-country mix for top observed titles.
title_country_mix,title_country,Study Guide to Accompany Brunner and Suddarth's Textbook of Medical-Surgical Nursing,Russia,,country_rank_within_title,3.0,,,1,1,1,8.5,8.5,,18.7019,Destination-country mix for top observed titles.
title_country_mix,title_country,"Territoires (Le talisman des territoires  #2)",China,,country_rank_within_title,3.0,,,1,1,1,9.76,9.76,,21.0118,Destination-country mix for top observed titles.
title_country_mix,title_country,The Bible Cure For Diabetes,Guinea,,country_rank_within_title,3.0,,,1,1,1,8.0,8.0,,19.333,Destination-country mix for top observed titles.
title_country_mix,title_country,The Bluest Eye,Indonesia,,country_rank_within_title,3.0,,,1,1,1,7.75,7.75,,18.554,Destination-country mix for top observed titles.
title_country_mix,title_country,The Book of Five Rings,Sweden,,country_rank_within_title,3.0,,,1,1,1,10.7,10.7,,27.5064,Destination-country mix for top observed titles.
title_country_mix,title_country,The Complete Works: The Revised Oxford Translation  Vol. 1,Pakistan,,country_rank_within_title,3.0,,,1,1,1,8.06,8.06,,21.0115,Destination-country mix for top observed titles.
title_country_mix,title_country,The Dive from Clausen's Pier,Poland,,country_rank_within_title,3.0,,,1,1,1,6.84,6.84,,17.7801,Destination-country mix for top observed titles.
title_country_mix,title_country,The Door Into Summer,Poland,,country_rank_within_title,3.0,,,1,1,1,5.25,5.25,,12.0717,Destination-country mix for top observed titles.
title_country_mix,title_country,The Feminine Mystique,China,,country_rank_within_title,3.0,,,1,1,1,10.52,10.52,,25.5837,Destination-country mix for top observed titles.
title_country_mix,title_country,The Grail: A Year Ambling & Shambling Through an Oregon Vineyard in Pursuit of the Best Pinot Noir Wine in the Whole Wild World,Cameroon,,country_rank_within_title,3.0,,,1,1,1,7.77,7.77,,20.266,Destination-country mix for top observed titles.
title_country_mix,title_country,The Hour Before Dark,Japan,,country_rank_within_title,3.0,,,1,1,1,8.33,8.33,,19.9904,Destination-country mix for top observed titles.
title_country_mix,title_country,The Illustrated Book of Ballet Stories (with CD),Armenia,,country_rank_within_title,3.0,,,1,1,1,10.3,10.3,,26.7047,Destination-country mix for top observed titles.
title_country_mix,title_country,The Killer Angels,Kenya,,country_rank_within_title,3.0,,,1,1,1,2.79,2.79,,7.1741,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Last Book of Swords: Shieldbreaker's Story (Lost Swords  #8)",Philippines,,country_rank_within_title,3.0,,,1,1,1,9.18,9.18,,19.7123,Destination-country mix for top observed titles.
title_country_mix,title_country,The Picture of Dorian Gray,Philippines,,country_rank_within_title,3.0,,,1,1,1,10.2,10.2,,25.6862,Destination-country mix for top observed titles.
title_country_mix,title_country,The Prophet,France,,country_rank_within_title,3.0,,,1,1,1,14.39,14.39,,23.6989,Destination-country mix for top observed titles.
title_country_mix,title_country,The Queen of Whale Cay: The Eccentric Story of 'Joe' Carstairs  Fastest Woman on Water,China,,country_rank_within_title,3.0,,,1,1,1,10.38,10.38,,21.3536,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Raphael Affair (Jonathan Argyll  #1)",Portugal,,country_rank_within_title,3.0,,,1,1,1,16.57,16.57,,31.3707,Destination-country mix for top observed titles.
title_country_mix,title_country,The Real Jimmy Carter: How Our Worst Ex-President Undermines American Foreign Policy  Coddles Dictators and Created the Party of Clinton and Kerry,Nigeria,,country_rank_within_title,3.0,,,1,1,1,9.04,9.04,,17.2519,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Right Attitude to Rain (Isabel Dalhousie  #3)",Ghana,,country_rank_within_title,3.0,,,1,1,1,12.79,12.79,,21.7258,Destination-country mix for top observed titles.
title_country_mix,title_country,The Secret Lives of Men and Women: A PostSecret Book,Portugal,,country_rank_within_title,3.0,,,1,1,1,5.94,5.94,,14.9209,Destination-country mix for top observed titles.
title_country_mix,title_country,The Stone Fey,Poland,,country_rank_within_title,3.0,,,1,1,1,4.64,4.64,,9.2744,Destination-country mix for top observed titles.
title_country_mix,title_country,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Kenya,,country_rank_within_title,3.0,,,1,1,1,5.77,5.77,,13.8005,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Teeth of the Tiger (Jack Ryan Universe  #12)",Russia,,country_rank_within_title,3.0,,,1,1,1,2.31,2.31,,5.9613,Destination-country mix for top observed titles.
title_country_mix,title_country,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,China,,country_rank_within_title,3.0,,,1,1,1,12.99,12.99,,26.5536,Destination-country mix for top observed titles.
title_country_mix,title_country,"The Zucchini Warriors (Macdonald Hall  #5)",Peru,,country_rank_within_title,3.0,,,1,1,1,14.6,14.6,,27.8679,Destination-country mix for top observed titles.
title_country_mix,title_country,"Time for the Stars (Heinlein's Juveniles  #10)",Portugal,,country_rank_within_title,3.0,,,1,1,1,10.63,10.63,,23.7065,Destination-country mix for top observed titles.
title_country_mix,title_country,Tinsel,Hungary,,country_rank_within_title,3.0,,,1,1,1,13.54,13.54,,28.5835,Destination-country mix for top observed titles.
title_country_mix,title_country,Tortilla Flat,Russia,,country_rank_within_title,3.0,,,1,1,1,9.01,9.01,,22.6382,Destination-country mix for top observed titles.
title_country_mix,title_country,"Vale of the Vole (Xanth #10)",Brazil,,country_rank_within_title,3.0,,,1,1,1,10.07,10.07,,25.9871,Destination-country mix for top observed titles.
